1905-06,1904-05,borough,station,1906-07,1907-08,1908-09,1909-10,1910-11,1911-12,1912-13,1913-14,1914-15,1915-16,1916-17,1917-18,1918-19,1919-20,1920-21,1921-22,1922-23,1923-24,1924-25,1925-26,1926-27,1927-28,1928-29,1929-30,1930-31,1931-32,1932-33,1933-34,1934-35,1935-36,1936-37,1937-38,1938-39,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
0,0,4,342,0,0,0,0,0,0,0,0,0,0,83144,833578,935899,1111150,1168429,1280693,1407360,1464390,1510456,1606297,1594157,1567151,1583095,1653893,1673736,1729947,1706882,1731876,1687430,1726003,1634318,1525204,1465459,1454826,1416872,1471130,1492691,1456327,1491759,1486671,1474852,1326287,1179643,1105296,1019748,975155,913927,906588,981088,1000535,970168,950560,904812,922301,921054,872820,836554,809657,757278,670987,673442,684434,716905,644418,1147011,1085551,1062549,978734,971635,959802,887728,811218,803909,719167,732957,699617,622093,573965,501406,531992,526939,475135,591921,563452,511386,477386,463912,446480,416661,431721,444848,408517,414959,379140,374188,361418,343315,355974,338312,322503
0,0,4,343,0,0,0,0,0,0,0,0,0,0,100292,1057103,1202039,1431441,1518961,1750079,1793300,1846347,1804141,1774861,1789725,1750406,1791604,1823194,1774677,1775576,1739025,1716254,1709616,1801069,1699314,1630845,1625327,1688540,1654754,1737822,1761319,1689314,1670220,1618458,1566669,1400925,1228494,1135698,1068895,1049560,1021314,985054,939568,926189,893262,882336,832654,841201,830789,785263,753873,745757,704816,655184,666133,666484,692075,645665,1105465,1038453,1052091,1009608,997479,986167,923953,858008,812337,683207,670688,634661,560672,530100,471447,497727,492889,436504,593215,570333,527255,496707,474341,443537,399546,405634,401458,385623,384702,379709,366455,355365,347240,355732,360803,348645
0,0,4,344,0,0,0,0,0,0,0,0,0,0,50833,499596,613691,724882,796330,900987,1025459,1099545,1083172,1053495,1053495,1034299,1039197,1027716,1033760,1018034,954341,957956,974064,975958,980540,1227319,1177831,1194990,1157302,1137808,1185852,1188586,1212086,1297192,1322081,1199850,1151047,969280,883769,838873,781538,545177,524838,522436,504328,509886,524350,562958,588505,561388,549816,561033,532750,507839,510990,505255,523981,470012,1094080,1002298,1021645,982299,954450,936366,913014,852946,828231,595913,594176,583578,534567,515742,469599,498550,509779,457896,442664,421402,400489,381714,365638,348351,340205,386602,400262,383592,406422,388843,348292,344446,333860,350910,337236,353035
0,0,3,345,0,0,0,0,0,488472,473865,480278,479633,500539,500470,280835,315041,371782,404062,437855,466390,498242,513236,515715,521720,521562,554157,604528,574949,608684,584502,582805,591430,607262,619331,585748,582205,566465,584874,611505,651203,614944,613172,641906,636180,570928,498511,469316,435724,399619,365209,312988,309916,311959,295934,291941,273100,263311,254787,231036,227896,219486,196929,181810,183468,177964,179064,166098,593808,368182,369361,394158,397476,384611,333286,301280,293127,240731,246351,232829,214536,217885,219012,229758,242392,237981,150724,137265,139663,137652,136845,131254,135329,154359,159875,169241,293016,301278,201096,202826,201386,224106,206724,207528
0,0,3,346,0,0,0,0,0,901383,852590,874035,854437,850876,872276,857363,919088,1035616,1143872,1380423,1532827,1768948,1851135,1878300,1885800,1870652,1799364,1719580,1617343,1562364,1505318,1508766,1507543,1501485,1450520,1401771,1398307,1536149,1544705,1672428,1670567,1642402,1651904,1645229,1630914,1495699,1237944,1139647,1039554,985877,957474,912515,884715,882275,878550,864683,836555,853678,862663,834566,817354,812438,784183,709154,723913,733402,763359,712199,811741,1428345,1284988,1282122,1285085,1242289,1195070,1128011,1131938,956683,949352,983195,913489,926497,870230,922786,963092,900821,672219,649460,604500,580437,556726,542774,525628,595374,674169,691282,389775,350395,711333,696871,758142,787121,816578,786118
0,0,3,347,0,0,0,0,0,912048,904718,919712,889228,919192,906535,878395,904420,1026474,1114380,1345731,1435423,1542094,1513929,1503795,1513908,1471633,1436426,1437795,1367597,1278736,1172716,1186721,1199396,1214277,1182563,1153623,1155888,1120321,1117139,1195909,1237852,1218177,1244465,1232011,1213404,1172234,1011917,919579,847100,816533,767080,673016,658720,672909,671973,666234,649285,644647,643407,626104,608598,590206,559776,512580,522030,513943,548275,517824,945068,496936,893055,861178,886048,872507,853214,830750,813549,654371,651022,653333,587895,587596,553254,608163,686266,660472,504299,491788,489064,474842,476074,471090,486576,532979,593439,585634,310523,289467,742841,591401,584121,606340,600242,601502
0,0,3,348,0,0,0,0,0,711778,692727,708856,683562,723648,754386,753001,821477,923246,1031371,1265583,1280792,1382763,1403755,1360866,1350634,1340457,1324422,1275003,1230201,1214255,1144530,1129147,1139678,1227559,1157114,1099654,1083379,1112132,1131940,1142047,1122953,1061785,1078166,1077127,1064591,1003610,843335,756683,713398,705584,670603,621597,625723,633746,649032,648944,649556,665228,672981,660497,645858,640694,604143,565069,569747,574383,611734,580086,704932,944693,824002,804319,836769,835133,806004,795633,769497,632993,626388,645845,585511,580765,550518,586767,631671,594576,568687,561261,533065,529283,513854,492717,496778,544138,579971,552739,698493,620405,42030,448488,487838,506283,532028,553220
0,0,3,349,0,0,0,0,0,525766,514119,536719,553772,568601,585430,581995,627862,732986,814163,1013917,1082650,1191470,1196830,1184295,1236662,1227384,1236984,1223986,1211697,1178269,1080312,1072148,1082141,1126518,1060449,1005682,1010064,1025391,1028631,1041788,1032323,999385,1022171,1038953,1023205,979547,803193,722202,651340,624675,612660,579895,565276,576638,583999,598806,575140,590949,597431,565493,548673,540010,517711,485004,493464,507406,537541,556097,523111,724441,702250,669551,662404,665636,657301,603460,604269,518846,530890,535672,482367,494780,456305,475455,496676,484759,571456,564361,552346,540388,523655,493808,467557,494672,514475,504035,509471,464499,37608,364649,427699,451981,461910,442017
0,0,3,350,0,0,0,0,0,267984,244162,255844,256049,258554,265639,314928,412197,420781,481847,550094,620479,739893,791011,848627,875936,858702,853974,808325,752860,723603,699976,727321,735670,772762,709073,680867,684789,738653,692683,671914,630607,666416,759082,814488,777927,653485,484910,422206,382419,360024,332104,287697,278948,282509,280847,290873,279573,276781,283575,281311,297666,312965,316514,282445,287104,289527,312184,286171,581954,333183,723947,682934,663227,621905,561452,473003,388882,231846,198095,195736,163042,146517,137632,148316,149939,142817,292431,278715,266787,255302,238953,205301,190906,174522,175937,157232,149402,127769,10605,75275,95190,98521,96677,98211
0,0,3,351,0,0,0,0,0,1763565,1717344,1805056,1758531,1870296,2056789,2277067,2604855,2847801,2973900,3133000,3159036,3261986,3288787,3275710,3315731,3305290,2467414,2288081,2129496,1980853,1773350,1696999,1663065,1684367,1487292,1442302,1395100,1335997,1344534,1416282,1457486,1441386,1557367,1676641,1674561,1658997,1475083,1308064,1105406,1036044,968879,863256,814978,833721,862391,930938,992138,1059473,1154072,1137084,1120714,1148703,1095445,1020135,1045725,1059370,1153943,1057053,704068,674895,626307,601795,598079,472913,442672,475925,510775,440170,417018,422878,408466,390356,389012,380549,397923,407938,987326,914626,821405,736636,657545,548517,488291,468286,466087,443176,441525,418625,421794,375644,406253,381624,392147,391974
0,0,3,352,0,0,0,0,0,2571710,2567733,2766874,2729560,2790635,2873966,2973795,3258110,3875895,4073325,4207824,4258516,4373909,4311513,4297584,4278592,4177827,3465633,3293377,3049795,2790855,2601742,2517074,2482471,2564903,2532499,2475862,2423560,2369971,2387580,2477137,2560414,2492559,2687184,2941339,2886270,2720958,2360673,2103369,1848833,1744295,1625564,1493662,1464036,1506730,1556693,1609128,1662318,1793564,1918376,1987841,1987415,2022322,1957290,1819451,1843864,1851674,1930297,1755163,1393164,1312532,1244439,1187843,1023710,1090096,1093788,982795,1005791,856894,822364,845258,813888,760513,742167,729110,776653,811888,1670621,1498690,1358916,1223716,1069502,964090,886300,887199,866314,801465,835304,795760,793161,753544,829989,796504,814807,800512
0,0,3,353,0,0,0,0,0,2657633,2605955,2748763,2652339,2820845,2854441,2941615,3270602,3965164,4176475,4573599,4765992,4928997,4900638,4838373,4876854,4790426,4239585,4026453,3699608,3431976,3167895,3127667,3093699,3108755,3056658,2960131,2923285,2800335,2814337,2874073,2908166,2797221,2994230,3388954,3449167,3276239,2791714,2517668,2311021,2176944,2077741,1951258,1876037,1823299,1849272,1879604,1933017,1981152,2072132,2059196,2083546,2088727,1990745,1843763,1901048,1905563,2015007,1897039,1390938,1329822,1279317,1179023,1150251,889505,878288,882089,995783,844965,798471,789302,759055,721864,696981,686210,731069,774578,1767396,1639834,1522000,1426591,1278159,1102107,939776,933078,921710,848777,832448,773648,781407,757050,796355,761187,772168,747976
0,0,3,354,0,0,0,0,0,755391,746529,963168,949891,970580,1134496,1154863,1308029,1609691,1757408,1976506,2159062,2424010,2492569,2518397,2562450,2556984,2160916,2059764,1992100,1737064,1566463,1524183,1521010,1549403,1565311,1504972,1460303,1447640,1448930,1467137,1450363,1380427,1467057,1599150,1633119,1553765,1358948,1322723,1315305,1256385,1181166,1109914,1120973,1163690,1200683,1224790,1262785,1321525,1384582,1363841,1349270,1339070,1223996,1116725,1158109,1146130,1225394,1133901,1081542,993223,891833,808386,642028,766967,755744,652109,747696,653961,633575,631509,588498,529017,500729,514207,544744,551004,1058907,978836,902729,825433,727563,641529,616367,654154,652040,618418,630121,592095,587025,532673,580888,591138,605467,565958
0,0,3,355,0,0,0,0,0,1805192,1801270,2036543,1955176,1958397,2201914,2503962,2978212,3745357,3961304,4132875,4231834,4537336,4621814,4587542,4586782,4504439,4199312,4142227,3878418,3631367,3417258,3356650,3281638,3401117,3339031,3117546,3059000,2949204,2821438,2818003,2716068,2591527,2754700,3147297,3201555,3106853,2686261,2515445,2388664,2295408,2130532,1866851,1759351,1785479,1846716,1879271,1871815,1895180,1887245,1840946,1793487,1794609,1785737,1685865,1793948,1841923,1950810,1763811,2252520,2045577,1914063,1807115,1847117,1717802,1445183,1237776,1358625,1153043,1138793,1131147,1114403,1073294,1062283,1105399,1223523,1131636,1678597,1557070,1448139,1408101,1262803,1132206,1057893,1100106,1103495,1005500,1002388,933178,934917,753555,990645,1035942,1058118,914546
0,0,3,356,0,0,0,0,0,1551394,1528692,2016054,2144449,2280628,2546796,2715643,3057092,4206648,4834935,5565998,5883001,6669296,6266555,5972541,5764273,5558164,4223815,3928800,3586265,3256888,3000728,2936492,2790674,2834479,2687623,2424553,2296182,2273849,2232586,2199978,2084991,1935344,2089284,2386527,2435967,2322980,2053383,2047239,1944156,1877848,1806982,1623711,1596862,1653950,1577022,1572413,1628025,1801678,1846717,1802961,1782749,1816006,1778433,1655453,1602025,1593280,1711066,1547603,2073472,1967143,1858787,1763948,1502071,1500323,1479988,1246103,1533753,1363174,1366275,1368908,1370854,1295621,1268758,1279101,1384669,1383255,1456715,1411374,1354284,1318195,1200314,1121129,1133492,1287372,1361821,1209269,1204507,1191004,1301851,1158656,1332250,1305659,1303111,1177641
0,0,3,357,0,0,0,0,0,943551,894341,1196877,1246255,1530490,1731719,1990446,2337223,3188158,3483792,4007411,4252338,4759676,4329142,4052518,3889791,3649102,3196150,3100272,2920800,2676114,2429833,2310459,2188996,2240060,2151076,1745429,1637710,1572430,1538601,1517829,1432101,1335185,1423864,1626769,1666422,1610825,1405182,1369778,1282903,1233756,1149517,1055610,1019412,1052076,1056790,1036167,1040641,1052308,1035740,775497,704634,740417,886260,876850,945489,1028912,1091070,1019304,1165645,1049014,949666,876628,798094,606643,636965,521758,733644,629190,600223,614519,610996,568795,560971,584772,613659,622164,961006,883312,827062,793412,758175,695005,658701,704141,723352,683369,709705,688632,708056,573862,666971,634371,616647,518743
0,0,3,358,0,0,0,0,0,375023,373489,601134,642515,751011,1148573,1348237,1718481,2695986,3207497,3624319,3849741,4275598,3744470,3497821,3459749,3385449,3158831,3100272,2920800,2676114,2429833,2310459,2188996,2240060,2151076,1745429,1637710,2073972,1998295,1957033,1897630,1817895,1902498,2064193,2072041,2031189,1895053,1855654,1716579,1664478,1531272,1405881,1367041,1419108,1456576,1443035,1438931,1394412,1363248,1337230,1323783,1352157,1314127,1202957,1203944,1198514,1253662,1153462,646500,653042,866705,725563,432707,473727,524681,367422,472781,427355,438635,419914,410866,390781,401779,414005,434540,452985,1062215,931360,853890,816412,755105,623698,567744,559545,553267,479847,466941,463975,796383,671253,478376,432914,423215,382710
0,0,3,359,0,0,0,0,0,951288,977497,1462753,1543684,1682930,2278706,2165228,2406033,3815986,4529293,4963849,5314334,5688790,4996075,4835531,4935395,4874302,4344709,4413303,4329456,4316205,4370907,4512479,4499626,4446028,4201831,3862461,3728155,3606375,3500206,3452174,3360694,3421985,3607210,3832751,3727790,3852933,3830161,3834906,3553018,3350259,3163831,2810408,2640410,2669043,2664448,2634571,2618294,2727540,2742828,2638295,2559752,2608762,2641799,2532420,2548509,2517989,2593663,2337514,2537777,2150307,1465104,1667630,1895641,1967312,1878856,1368283,1847238,1720491,1643281,1657095,1712669,1634756,1503405,1461203,1525319,1545550,2212095,2076402,1938303,1903811,1800881,1660298,1594761,1711038,1751618,1638648,1623233,1562343,1099377,793308,1442440,1494884,1522795,1304241
0,0,4,360,0,0,0,0,0,488966,455020,444457,446884,468590,479493,467743,476489,871102,1255123,1431111,1533560,1850220,1947798,2064334,2188991,2197117,2355026,2409118,2552303,2661928,2469445,2378937,2349908,2370630,2239898,1938241,1808779,1659924,1681380,1824621,1897437,1818946,1812518,1928532,1925554,1842072,1758892,1663651,1551045,1495820,1345926,1199087,1180539,1189553,1168338,1154185,1141807,1158926,1211236,1197450,1150249,1140057,1134612,1056447,1054607,1037957,1057759,984890,980228,963176,940431,959474,958814,978423,946899,794838,980478,846953,828943,814038,800535,759310,745993,753995,759556,774226,967072,948684,902221,883842,902184,863683,820488,868824,886097,869576,916562,907105,884779,856498,853104,836422,817732,731085
0,0,4,361,0,0,0,0,0,651733,841926,988930,1109418,1205472,1389508,1326320,1409182,2711050,3208670,3171753,3373692,3609574,3800207,3686445,3763092,3810888,3723670,3715582,3531144,3295104,2992523,2954429,2871386,2903381,2847261,2700034,2624513,2489722,2461572,2480455,2409382,2304155,2360254,2424337,2390558,2315011,1996782,1836688,1757389,1673424,1621052,1567785,1505925,1509140,1443913,1415183,1319612,1373262,1346280,1245719,1155602,1149617,1104320,1045749,1067502,1045561,1068391,989821,1328877,1234878,1199284,1167764,1197019,1200058,1153978,1011576,1096676,1057176,1009664,896898,970564,878077,840349,861385,885819,857082,948410,936338,904087,894204,880427,871909,843559,908083,906899,858591,892070,878441,883223,856098,856380,854841,857814,808087
0,0,4,362,0,0,0,0,0,1556742,1764252,1906296,1853370,1936988,1914997,1825538,1855959,2494740,2716331,2672355,2685950,2691098,2654036,2580043,2546688,2515211,2465287,2426694,2308826,2126226,1887096,1856555,1926494,2009852,2018158,1886179,1834245,1771177,1771854,1862724,1883850,1802519,1852945,1888797,1892496,1864049,1570678,1447840,1384552,1300075,1201350,1109151,1074848,1090697,1055386,1029853,954158,984043,966053,903424,838543,829221,809539,754308,758413,740471,735459,662652,1020734,970061,955475,947229,937490,942974,889845,787101,825650,744262,711322,703812,668834,622295,611565,603127,602097,565735,614543,581427,541871,540969,535110,521869,510464,554793,565978,542208,565856,562165,560672,537725,546575,536925,531305,516177
0,0,4,363,0,0,0,0,0,1841570,1774638,1776380,1597298,1354227,1356111,1501229,1521952,1806528,1908653,1860455,1854094,1873624,1895976,1822432,1835957,1839000,1434518,1349988,1212410,1072956,930655,953949,932667,949182,963744,918516,877780,827181,825760,857250,860671,840667,887031,896960,900218,855510,704089,660996,645069,619220,580201,539401,519286,537900,515607,494842,456423,467499,468951,437640,401199,399324,400648,373234,369297,355221,351269,308988,668875,618770,581806,578499,541514,529668,515735,418420,517308,464935,435581,425862,430719,408583,433300,431147,430394,416420,297855,298930,297722,315753,314144,309391,311383,336309,332649,337175,350040,350990,348862,326480,359684,378993,359910,334734
0,0,3,364,0,0,0,0,0,1818465,1792176,1811849,1713823,1778891,1856048,1798557,1914248,2385175,2550817,2587594,2705948,2842379,2925880,2846230,2786026,2817338,2210536,2177873,2015304,1819240,1604386,1567738,1505115,1567778,1564271,1472755,1434924,1344151,1385793,1439205,1443844,1358682,1500851,1633741,1641394,1631109,1343359,1246086,1185338,1118446,1046491,953270,936335,945935,899658,888441,825406,845158,873218,838445,798507,837610,869976,841249,904462,947840,954078,820467,992499,909968,837820,874095,853423,851836,767884,685186,777074,660349,622320,593332,574187,559507,609875,595603,619295,587000,794518,755152,703768,673752,623647,537098,463010,469611,488824,460430,463663,454526,476426,414688,478392,503467,496654,452177
0,0,3,365,0,0,0,0,0,941942,906171,926212,908157,986878,1015905,1095432,1054638,1265608,1293203,1349259,1458071,1618181,1698474,1620550,1630415,1637950,1415458,1402586,1312513,1227164,1113216,1084420,1037281,1063897,1071854,1009566,1011524,974160,977745,999876,976312,912337,987970,1093943,1118716,1106868,890206,789072,752264,729772,688402,635566,612031,621968,585399,582756,554455,581449,603838,593002,555817,568815,587651,559810,584206,602747,598913,505085,593241,510728,494447,488636,461612,405463,351638,308538,320396,288419,266214,247408,227215,214588,241088,254249,280601,266153,483503,467037,436252,396718,342722,307792,287149,290371,293572,276148,270277,259429,254815,227418,230175,240062,241076,221238
0,0,3,366,0,0,0,0,0,269511,310416,318325,317240,325723,352833,458152,562154,726279,899373,1002108,1164653,1314243,1410526,1458481,1490006,1926830,2201778,4016331,3808148,3457117,3141035,3125730,3032960,3089057,2991968,2859403,2834286,2610305,2571528,2605209,2496051,2393535,2375891,2692519,2800868,2691688,2416912,2283816,1536913,1136679,1022168,944794,925039,977994,1041129,1157704,1257578,1417230,1633076,1692597,1702629,1760098,1786635,1771230,1884093,1904159,1968408,1933277,3393413,3138066,3005573,3130551,3213675,3118706,2873821,2610464,2361160,1928743,1856335,1783769,1709630,1651473,1558803,1595559,1686819,1681997,1924123,1893604,1765479,1732331,1711230,1719227,1772741,1925665,2119369,1909194,1851012,1840763,1842180,1854888,1784823,1771950,1774476,1742051
0,0,3,367,0,0,0,0,0,19265,21675,20858,22946,23951,20932,18426,20456,15132,20900,35019,41209,56790,71040,78484,104992,112521,187421,197474,207295,239455,223171,233874,226851,248474,253601,230227,240054,228137,217096,233987,233996,229232,229184,238680,238707,221872,198453,180043,195820,480271,672102,590678,549403,569610,594925,639430,680956,688859,741501,776743,792321,795868,766435,710840,721997,713162,716284,696580,839813,748816,717132,764503,792330,785548,774380,721674,702894,667965,682426,671046,667668,645891,583665,565942,619192,666372,706960,718607,701557,664299,622201,633778,651120,669170,670155,614021,627434,634182,664812,661824,657155,679343,703360,704641
0,0,3,368,0,0,0,0,0,482182,555926,755498,888081,1079038,1379893,1582371,1796926,2881582,2829969,2708880,2727147,2789014,2737974,2662863,2708357,2479271,2359766,2300537,2168689,2049964,1935890,1924005,1878316,1921326,1860599,1768920,1741822,1606814,1545834,1571371,1491171,1445403,1497169,1641760,1581444,1469709,1301761,1227160,1126564,1079033,1020186,937641,912241,908518,895932,932952,962675,970416,1027917,1082759,1086299,841120,1060338,1016600,1004305,941469,928418,836004,817620,751125,769819,824957,788434,726318,670080,571950,500881,392383,413307,405802,388898,376368,354263,355518,379246,368258,780549,712150,676681,609978,523602,467999,425631,424630,421931,372844,370113,360156,393234,407656,406900,378140,393135,400103
0,0,3,369,0,0,0,0,0,963301,1247855,1567150,1828978,2399142,2756992,2830645,3094510,3612003,3169250,3108143,3215825,3331141,3374292,3089608,2976627,2685473,2490465,2419991,2343237,2119997,1949190,1885161,1798840,1835461,1782033,1691126,1679983,1553810,1484815,1430125,1350741,1291069,1364181,1489466,1487254,1432843,1216354,1188448,1102844,1019053,963324,873652,869582,931696,973969,1013660,1087756,1171169,1301682,1372488,1344944,1381913,1228968,1031317,901998,805465,791488,680760,512426,511699,473460,513603,514316,475538,449545,404753,364160,282947,281414,272791,242181,241739,204879,220551,237067,219078,626562,547652,474997,421871,373832,327423,306008,294491,281211,248283,231370,208996,235765,244071,262942,239352,148594,166112
0,0,3,370,0,0,0,0,0,2186460,2172316,2353567,2317751,2333748,2466068,2476060,3316112,4066545,4113418,4197555,4350779,4474565,4324615,4186032,4188174,3829992,3459763,3336140,3105824,2919432,2693610,2557913,2445995,2515284,2409197,2222543,2187376,2012927,1891512,1823871,1681961,1554652,1607130,1776930,1738555,1733395,1614643,1569056,1475139,1384321,1335515,1360701,1424346,1530776,1568300,1611327,1660595,1703820,1759628,1769615,1677901,1576625,1399063,1208146,1119266,1126554,1056436,924165,812545,799538,627492,830910,955316,945035,968546,818461,755344,604329,613098,604251,575250,580522,526243,529023,568628,580870,876521,833547,775758,698185,627571,563008,530645,575460,594298,540749,548679,549616,607130,629453,637968,575389,624831,639782
0,0,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,2578012,2663599,3063609,3146305,3091263,3048121,2936355,2931112,2727575,2764070,2809058,2705751,2484461,2267185,2245323,2215450,2212964,2013366,1849174,1789941,1688765,1655830,1645299,1658238,1584554,1636149,1775978,1686972,1549214,1230435,1096635,932008,882705,813247,693002,686613,686417,638436,633320,645980,620210,615423,618926,601714,605192,565392,488180,480293,467832,452360,393830,293079,250595,231450,231472,210638,237261,236626,195366,159935,135449,134195,127852,122838,120477,111605,125215,138760,139142,389466,370138,341634,317856,297277,249036,216559,221720,221401,168435,154551,149274,159562,161260,165226,161685,156885,154927
0,0,3,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405725,505753,524381,507559,473207,473224,472519,503872,443100,401655,384269,362660,346537,342051,335484,344008,371370,404647,400784,383081,340304,324946,309442,291625,286762,276745,260422,248206,227484,227698,218334,219036,224480,229857,220698,220666,211262,195998,207904,210910,206681,198639,270326,258415,268539,260329,281850,261751,259722,251334,217643,186872,188895,189856,173706,165550,155487,156106,178780,178100,200230,196476,182279,161999,145903,146783,153196,171839,186573,157939,152737,149425,154339,158673,157779,170376,180109,197716
0,0,3,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984445,1164633,1190390,1126930,1021912,1004318,1015218,1051464,1033198,1005070,1004713,973888,958181,973808,993828,968800,1053300,1152712,1152079,1138802,1039201,943955,874218,838492,793001,762843,737887,729146,712568,714657,734705,764861,819136,826073,808658,865057,879735,821039,860862,870136,930845,869074,795638,749550,776011,748586,813627,746073,718485,700613,639418,543278,535853,527847,513097,493792,457733,434314,498709,519359,800326,739402,718609,674364,584305,529801,514232,536466,548437,486472,477524,461835,475545,487019,493676,490870,511386,555348
0,0,3,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456224,1815658,1853321,1774679,1631251,1651825,1667429,1748210,1732769,1704838,1679809,1621033,1607962,1779793,1680438,1624364,1706303,1839555,1824659,1724913,1511406,1385208,1306939,1280998,1271226,1160730,1115841,1120386,1095033,1070861,1037126,1035076,1053834,1021215,995003,966596,963819,918515,954734,948820,970504,956990,1558058,1487945,1451513,1352244,1461432,1379653,1327024,1297954,1184165,1058482,1085217,1085924,1038161,971995,872337,874481,985902,964759,945525,906030,863492,842876,819451,812954,816687,889551,898758,841818,863272,813413,853840,878923,893981,927776,987220,1024680
0,0,3,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868127,2279260,2313512,2190651,1970882,1959087,1961080,2061598,2099084,1954577,2072812,2076690,2051579,2186261,2203065,2131312,2267495,2480155,2435472,2346594,2019413,1905463,1788047,1722634,1617564,1498370,1430092,1417802,1410892,1420013,1422088,1457351,1496426,1467489,1435508,1449092,1415086,1313697,1371308,1372290,1401505,1304437,2754838,2705175,2787111,2561679,2627958,2479825,2259664,2053889,1793672,1637905,1664457,1638754,1552678,1427606,1364160,1342311,1441417,1487231,1236048,1185846,1161023,1112633,1040352,1008712,991800,1085207,1103540,1051016,1100648,1081838,1133475,1175022,1212017,1285276,1396945,1513306
0,0,3,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443396,1810080,2013502,1999956,1850610,1813546,1777010,1842603,1844656,1712933,1751599,1727084,1834343,1845677,1976822,1858580,1964567,2106019,2047017,1969572,1690201,1633942,1574504,1494720,1444196,1306683,1269998,1294982,1350452,1465149,1476296,1492290,1459507,1427227,1384360,1388667,1449914,1293918,1313853,1287875,1304174,1146162,1255743,1185826,1186313,1115693,1213196,1237370,1142771,1036814,956242,898338,904049,891345,844989,748944,740571,727228,840622,875495,1069127,1011481,999169,907511,774897,771318,769987,877066,874886,780762,792050,736927,742178,797508,809811,839055,877217,894320
0,0,3,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375506,1723086,1816358,1923619,1801345,1835382,1852711,2045734,2149586,1943712,2108042,2165108,2310134,2466532,2341324,2136761,2154899,2316353,2288151,2294422,2045604,2022966,1902588,1850680,1810242,1704713,1711810,1754072,1777797,1716315,1711178,1682810,1663223,1630552,1601672,1599524,1539791,1348008,1336468,1338491,1330738,1198732,1217986,1135437,1126156,937331,901318,869148,809476,736460,672653,612382,601501,613096,569254,514684,478599,454970,605954,615901,1115797,1058831,1013575,899700,706338,652415,603537,623262,592626,525836,511031,435504,466358,466461,484746,511473,551467,589182
0,0,3,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,2085787,2718723,3004021,3163274,2229988,2070891,1955536,1808385,1688162,1678911,1598399,1624504,1561895,1440668,1423060,1398766,1408030,1419350,1359892,1294259,1391043,1574855,1594519,1573640,1443330,1366447,1299776,1285554,1227872,1109348,1089851,1098025,1033998,1014477,1043919,1105940,1134786,1098873,1051557,1024581,1014355,953932,962266,926514,937259,810019,1394241,1399841,1437803,1325136,1459747,1361833,1229329,1149453,955260,832227,819212,815903,779652,713427,707560,669352,726189,758250,736803,692127,670853,618230,575287,580720,598615,638880,625319,579473,582548,577081,603809,679460,670016,698456,753406,850598
0,0,3,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,1272209,1618618,1870258,1963062,2206826,2325617,2110121,1849784,1680687,1869526,1860928,1893264,1944058,1891564,1900734,1904060,1938312,2031278,2104233,1957883,2035936,2201332,2074943,1976952,1763927,1752336,1700117,1641434,1664195,1514960,1477402,1484463,1488980,1498952,1514642,1516349,1544872,1532685,1489793,1445449,1277393,1120305,1148916,1126300,1141046,1064234,1788622,1729826,1798462,1693319,1754342,1623686,1475305,1319251,1159806,922447,854575,854677,798181,749377,714196,670913,737408,793810,1001853,922041,864103,823096,754651,686158,665749,647084,687284,651227,682103,673584,693904,697435,707356,728317,745641,781449
0,0,3,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,1845606,2721872,3146158,3369679,3296696,2978419,2699345,2305321,2033543,1929113,1899422,1986421,1999101,1763494,1716213,1633950,1609219,1668202,1625780,1548817,1597312,1733082,1693945,1641267,1477540,1443859,1325244,1309336,1344515,1271575,1223152,1225546,1236891,1258773,1265608,1260144,1307120,1294889,1268557,1266774,1231631,1167577,1206359,1199368,1215730,1145915,2310077,2247520,2275553,2081090,2133619,2030039,1899410,1751983,1610041,1349242,1253314,1185004,1157546,1051485,993431,996382,1055718,1064924,1110057,1090132,1036284,1003526,933911,898625,909618,981974,985194,919873,960061,949506,937397,951024,945217,950687,1005049,1043193
