1905-06,1904-05,borough,station,1906-07,1907-08,1908-09,1909-10,1910-11,1911-12,1912-13,1913-14,1914-15,1915-16,1916-17,1917-18,1918-19,1919-20,1920-21,1921-22,1922-23,1923-24,1924-25,1925-26,1926-27,1927-28,1928-29,1929-30,1930-31,1931-32,1932-33,1933-34,1934-35,1935-36,1936-37,1937-38,1938-39,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988
0,0,2,93,0,0,0,0,0,0,0,0,0,0,0,0,1410140,3924480,4337180,4278340,4141369,4257037,4282831,4442631,4281730,4413824,4399572,4522259,4513070,4811073,4048513,3998589,3880695,4023549,4025558,3883569,3855928,3811250,3732982,3857601,3820295,3625553,3886578,4486558,4553511,4558297,4224845,4070514,3978477,4124453,4099498,3723948,3522702,3423358,3462696,3473994,3732829,3861744,3710989,3807707,3691658,3567874,3432158,3024046,2891279,2811306,2652068,2229800,1722026,1780295,1732053,1699350,1656656,1573905,1474818,1330707,1257845,1028730,1025440,1042899,1046533,1004664,1004978,1027249,1060137,1183260,2050404,1897045,1729069,1561190,1409798,1249632,1141920,1173628,1207706,1105421,1031615,922534,971373,955758,1001019,1015796,1115397,1166419
0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,617210,1704150,1925060,2035960,2043562,2210308,2324945,2761827,2936182,3232481,3140971,3718365,3683919,3338284,2948162,3002101,2979259,3198819,3190115,2974031,2849719,2774550,2633036,2743035,2644554,2546504,2685250,2950117,3023009,2988712,2797142,2686228,2490794,2444025,2369005,2177717,2047603,2061125,1958248,1935024,1994087,2035399,2016664,2051807,1982277,1961176,1926242,1694831,1687869,1634154,1587909,1353633,972373,939542,873732,862614,863821,807611,763070,714152,667164,581707,550978,554023,543421,487479,448950,420164,456031,516998,1230452,1122939,1002444,886343,791955,725181,633635,628853,621935,568004,494104,406128,435702,436973,469742,460920,491533,512044
0,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,122950,392605,442947,470588,571473,594040,560247,641597,665076,767313,805140,934230,967409,978151,894273,864272,980082,1065634,1134820,1103994,1030734,1031188,1043156,1061840,1058590,993775,989839,1016522,1036417,1059950,960034,971257,910425,916881,923389,782996,819005,838976,847627,837896,825144,872591,829568,857734,826931,862141,864289,771347,798259,797472,792440,701197,273671,271348,279588,278239,278303,255783,230725,194144,190324,143267,165651,165266,155248,138106,124441,110548,117337,131679,687040,642092,576422,546696,494518,352917,270969,265954,245647,213034,193191,141826,125507,132546,126568,123779,127493,130677
0,0,2,96,0,0,0,0,0,0,0,0,0,0,0,0,698520,1904180,1992200,1963800,2017838,2143044,2265741,2533727,2631518,2659821,2724297,2889578,2933590,2744068,2467617,2553373,2587778,2682241,2716229,2632589,2596961,2536458,2463311,2526843,2535903,2500313,2702969,2936795,2975939,2848755,2558183,2427769,2344086,2292648,2217307,2035505,2002350,2053873,2100570,2133492,2183128,2248756,2266168,2318329,2276692,2233203,2195079,1965858,1964310,1946319,1973079,1744292,1331444,1366935,1259948,1205275,1174670,1083833,1045618,929906,886210,682301,661936,652985,638258,595625,532487,501689,454674,451779,1633223,1451536,1254856,1051228,914798,762302,628832,596257,574352,509850,474666,428580,421274,433151,435507,415980,464012,449627
0,0,2,97,0,0,0,0,0,0,0,0,0,0,0,0,602590,1608700,1656850,1630230,1799883,2043139,2189603,2336240,2393145,2445588,2428734,2423972,2458855,2315104,2106433,2105379,2083123,2152659,2150357,2113549,2122094,2074113,1999290,2015850,2035191,2013808,2092012,2265727,2231397,2141313,1943895,1820033,1721497,1690058,1650479,1557080,1543869,1584271,1640887,1677068,1720644,1732963,1721374,1718124,1642667,1577190,1535195,1370350,1346391,1338949,1332667,1142965,1017825,1031385,991343,914897,865496,808127,766008,688755,701655,594860,564339,553679,559340,524087,491939,521424,492007,533439,1047203,918079,795594,665735,599255,529767,518377,520449,516124,484184,480108,422508,436666,458033,465891,458266,528750,524663
0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,792500,2211000,2350500,2187582,2251754,2436492,2621169,3005664,3195907,3248889,3376580,3403986,3834971,3111220,2876048,2943695,2988541,3117477,3024703,2861393,2738764,2632422,2530144,2646758,2785568,2826651,2893783,3127764,3401826,3379944,3099310,2941040,2813304,2714667,2652576,2469405,2510841,2596814,2643212,2692451,2845870,2889824,2901001,2990162,2943730,2975401,2960229,2716875,2802914,2724640,2822170,2543337,3088334,3019773,2973060,2819504,2820144,2622658,2499700,2354165,2158528,1829976,1817764,1805660,1830997,1706635,1599941,1640836,1734890,1896564,2352258,2290047,2145806,1983816,1809366,1621059,1595677,1650699,1689680,1647410,1715506,1639347,1712801,1750800,1863405,1859778,2008830,1919190
0,0,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,8175,73375,93095,92595,102730,141115,239300,305410,383723,474390,553954,609996,598810,583120,621340,669150,702340,675090,669180,653309,640471,644127,679427,667672,674799,685151,749079,812662,785717,692678,630772,569584,560748,577363,553096,559463,595614,644344,702085,748991,793216,801564,849042,856541,834885,805312,723868,725665,707298,675507,598379,476628,465565,452648,402958,401770,374535,344712,302548,304062,241069,234660,234300,233719,212026,167097,152891,173476,167876,532055,460328,392426,318463,255361,206238,166544,148684,140105,151861,154416,141634,141027,140867,155201,154236,170292,178821
0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,13020,134000,137900,151099,270596,569645,933920,1217943,1747808,2031282,2348065,2599985,2608381,2500544,2641629,2734957,2773759,2734144,2687440,2598550,2541022,2432434,2403102,2382152,2307052,2272679,2381836,2404258,2290968,2086027,1983788,1993721,1837563,1750458,1529834,1517334,1544968,1545884,1543553,1556432,1579488,1615127,1701727,1706238,1710121,1703542,1597512,1721747,1767203,1816948,1746831,2007213,1937654,1875916,1781097,1781601,1701506,1599948,1446117,1406240,1223005,1250722,1283224,1264242,1198078,1186590,1223148,1252671,1273030,1682276,1627108,1570491,1524550,1431294,1351048,1290871,1315117,1321119,1225248,1199491,1089458,1139543,1161976,1163919,1209494,1325212,1317216
0,0,2,101,0,0,0,0,0,0,0,0,0,0,0,0,0,4064,27146,35621,35969,44640,64985,140120,336182,787988,1348560,1849500,1995840,2018560,1969440,2056886,2229759,2805351,2266207,2167148,2133470,2063270,2062132,2186777,2141925,2063282,2038988,2154196,2097645,2051148,1972994,1928764,2016742,1909721,1908931,1859868,1946093,1952711,1958037,1954213,1979161,2001317,2101247,2267896,2239620,2250090,2290542,2267164,2392864,2510534,2598616,2448797,1902744,1906135,1905455,1822526,1862878,1783678,1663194,1525558,1511079,1321202,1363235,1376753,1379298,1306253,1297098,1346044,1408080,1439862,2331416,2228449,2124273,2058659,1965051,1870986,1777197,1778812,1772547,1588994,1558001,1427814,1429063,1408479,1411521,1416715,1533334,1515998
0,0,2,102,0,0,0,0,0,0,0,0,0,0,0,0,0,22660,281200,285940,312160,388284,474631,635702,813483,1002440,1164253,1305721,1417447,1413992,1349824,1380984,1492434,1570425,1569099,1516587,1491688,1424543,1366264,1375949,1369566,1330369,1306754,1384806,1297402,1237537,1105769,1018343,953395,936344,884715,1040043,1101316,1109605,1091957,1092996,1095268,1075797,1099545,1172280,1116915,1140886,1143707,1110963,1203660,1212967,1237560,1155588,1209919,1159665,1142207,1103198,1113661,1091196,1029514,961967,947337,874778,939899,979128,988069,950424,942101,986898,969100,1035216,1110852,1104408,1073184,1019569,972733,949769,933316,1003708,1025569,1010250,1028139,987875,1036689,1017170,1016299,1027653,1089727,1068194
0,0,2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,35310,284290,187960,196066,255214,385200,572801,671948,915653,1287145,1563074,1612331,1566420,1477838,1525044,1634423,1680576,1652396,1614064,1756918,2441062,3249780,4080187,4233412,4009417,3877209,4132786,4286213,4169364,3857367,3662042,3509832,3446276,3441079,3098402,3094067,3259605,3376987,3518945,3605476,3690447,3720380,3767368,3599427,3503559,3371123,3082195,3290341,3314792,3339053,3102121,4430791,4283952,4232682,4056987,4119632,3994737,3782527,3606470,3596368,3138314,3198787,3219488,3256376,3164533,3105994,3019422,3078983,3199831,2794683,2691637,2613073,2664892,2630598,2660174,2680202,2849760,2978159,2879017,2880690,2850970,2884914,2844813,2917999,2931751,3106128,3212816
0,0,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291300,478960,509891,604391,734553,929054,1087815,1324705,1588891,1814882,1868505,1796031,1694404,1759548,1828175,1897842,1883091,1839838,1819433,2018065,2227052,2339597,2427079,2346434,2290758,2294474,2438852,2391697,2188006,2095621,2002407,1821310,1693871,1649725,1599374,1568071,1524981,1510835,1513149,1706292,1834641,1874943,1808317,1765773,1712736,1597955,1616600,1559090,1621138,1471403,2039260,1985788,1997558,1957022,1940332,1840586,1773070,1631603,1597051,1408289,1394530,1391295,1385322,1333143,1292432,1333973,1352289,1353221,1334128,1340297,1288158,1274710,1244766,1199053,1198240,1276636,1326607,1254645,1214903,1161889,1198329,1199712,1206336,1247093,1353375,1397504
0,0,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203300,305800,312692,358090,370725,470546,515616,583611,666420,716119,731273,697559,669472,686171,726640,746092,759634,748341,772450,736172,733655,768079,774628,735643,724088,760587,749132,706729,637299,620094,578148,554989,561761,558349,572506,578284,557383,552964,561321,572812,607214,679901,649357,638804,616836,577144,618902,662804,581207,524056,683731,641423,603535,560782,560347,520826,505126,472206,456882,408674,409059,432592,412657,383160,351626,338195,356975,375823,461973,459740,424712,399097,375143,369723,365491,348530,349189,323423,310391,298379,303564,297187,303876,333698,347037,362489
0,0,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286100,562700,669880,669118,768305,867056,971929,1334122,1858987,2012975,2007082,2030113,1941100,2008119,1992797,2258144,2313391,2250183,2280881,2190556,1975005,2273962,2505745,2423279,2381980,2383914,2420274,2426889,2188729,2131218,2076443,1987169,1908390,1783483,1711810,1713520,1730648,1713168,1736541,1794882,1823879,1800130,1815162,1803946,1760163,1632738,1727021,1764858,1815535,1591579,1798056,1735351,1648899,1530277,1494067,1409566,1302787,1154852,1107463,839567,829034,830637,820009,730727,694593,714889,759528,816677,1410286,1329541,1269974,1252352,1142567,1053512,971676,999165,971212,863619,794383,775713,788727,802457,734431,747321,807413,828043
0,0,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51042,99380,121058,143000,168556,220660,253120,317780,406880,483240,469170,455530,438800,457080,489520,493780,493560,494240,496274,455765,627557,503530,475534,465731,454409,519403,507620,502199,475222,490455,483233,489675,528753,532726,558283,572658,569824,575990,598744,591244,577738,596353,582215,627509,625045,575798,606824,614256,596392,561564,448953,421050,412970,401788,405190,394430,387311,362657,368307,329911,333651,351375,344127,333061,325018,327256,359870,368430,524113,493567,464026,439658,425084,402660,385085,391282,396629,348604,337114,324616,326426,305857,296782,323501,359356,366066
0,0,2,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75300,163100,208900,325050,498247,693047,875149,1092573,1346807,1607676,1643804,1589295,1558644,1643540,1848714,1950784,1981322,1964553,1910439,1907751,1917513,2005117,2065212,1979945,1961677,2072451,1994510,1926078,1727477,1662078,1579435,1525343,1440171,1378484,1349909,1381886,1379048,1382148,1432845,1496492,1525078,1540878,1466746,1466952,1426582,1332662,1397153,1379087,1369662,1226722,791940,737962,716129,663511,681302,696159,684670,633771,627841,591491,602115,613516,600519,572026,553354,579273,618695,646067,1125647,1068489,1035864,1018904,929055,882577,840304,856820,839958,759059,703462,674109,666224,683681,635075,645996,651961,658106
0,0,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277800,698100,778071,892283,1102027,1139926,1147509,1175941,1286541,1474637,1622410,1615871,1803903,1767030,1394793,1746530,1856562,1778505,1748660,1720620,1595861,1587149,1693794,1672754,1476163,1655597,1723774,1534582,1466802,1365399,1360984,1270808,1222252,1111563,1084666,1085169,1165219,1177464,1252369,1321025,1420843,1544417,1560239,1502659,1471802,1377987,1324100,1323325,1419309,1759396,1825667,1745036,1657542,1589658,1591111,1579313,1504073,1381447,1316504,1096563,1119541,1159680,1124083,1077346,1052486,1153780,1204573,1158061,2067394,2285487,2217268,2119575,1855651,1683056,1597314,1598494,1519087,1379102,1216039,1120725,1350831,1232993,1098758,1094781,1150604,1192162
0,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,517639,1267619,3385440,4323375,4834266,5257545,5630452,5814792,6392331,6526425,6896094,7391759,6707410,5290696,4659378,4525459,4367060,4429309,4465903,4376347,4370609,4534980,4762401,5493278,5930444,6099769,6128371,5913801,5662722,5279237,4851260,4581665,4639051,4477337,4007574,3831849,3810596,3755759,3569007,3416171,3460443,3685143,3788105,3929213,3971339,3965685,3523380,3391578,3593624,3559764,3750608,4161438,4458433,3851318,3967497,4015709,5243446,4051648,4486291,4160598,3840082,3470488,3420909,3370098,3196788,2947847,2995741,3007848,3243279,3445552,4462709,4350676,4349744,4239801,4230727,4142780,4202647,4493835,4737528,4701182,4953827,4894498,4772861,4332296,3962425,3897283,3925194,3548421
0,0,1,111,0,0,0,0,0,0,0,0,0,0,0,812761,1651681,1827295,3032270,3440176,3773465,3965176,4340347,4611925,5025233,5207344,5932268,6445798,5332970,3595911,3209717,3187108,2810987,2880633,2915018,2721552,2616734,2523960,2424168,2498837,2911611,3113470,3258440,3431412,3358467,3204279,2907811,2755691,2817637,2836478,2736551,2673754,2869947,2983198,3048930,2917884,2839117,2797730,2918549,2925527,2677415,2729309,2704973,2892456,3214029,3067673,3191228,2806739,3228330,2306115,1955190,2163307,2978158,1903269,2079979,1857908,1710253,1494682,1473217,1504147,1575410,1582718,1487772,1239778,1181264,1283911,2584665,2407006,2205582,2061544,1970469,1924198,1810038,1747769,1832848,1848724,1975293,1921564,1878837,1659980,1511211,1489411,1504597,1402321
0,0,1,112,0,0,0,0,0,0,0,0,0,0,0,1551071,3793257,4906471,8467507,10466274,11459474,12626451,13891455,14641998,15932040,15995383,16166073,16673733,15191723,12376354,10705757,10021538,9619069,9570374,9564551,9401754,9210404,8972998,9200156,10336409,11249736,10558629,10021500,9753705,9329982,8675415,7567265,6988481,6655521,6255727,5853658,5430127,5325116,5260882,4953126,4721899,4481881,4448320,4380052,4395871,4152539,3991370,3687760,3432318,3299072,2723114,2805991,2669146,0,3070371,4507811,3038063,765926,5586383,7932618,7340245,6493394,5468164,5267823,5249740,5031404,4477491,4301366,4211111,4295556,4456282,2515513,2638234,2706882,3079874,3121320,2865578,3200930,3744454,4201898,4172520,4657803,4868284,4867262,4332549,4117096,4306030,4508986,4386347
0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,671907,2124109,2970240,5794802,6297515,6461251,6953275,7484086,7615551,8035714,7921819,7834496,7854229,7271738,5875564,5267847,4941307,4717491,4562983,4264652,4147208,4185644,4064408,3784623,3726526,3501198,3364694,3535522,4131085,4110301,3927775,3660837,3443499,3181220,3078253,2954429,2827643,2803104,2726436,2660933,2554435,2445682,2481455,2449972,2532387,2464300,2524083,2395551,2267333,2342070,2258058,2162079,2088874,3071346,2626356,2568860,2893493,3450263,2555465,2874180,2846293,2903088,2637786,2629568,2569203,2425902,2296293,2185037,2122465,2134036,2141401,2050813,2008255,2015115,1985725,1974210,1908765,1878460,1917341,1966306,1932691,2004565,2015803,2074295,1960698,1882397,1909320,1982421,1984591
0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,1502201,2230120,3316980,3580452,4189834,4514223,4791794,5267674,5556264,5768075,5715079,5805858,5719460,5314999,4762927,4327198,4212310,4201655,4144251,3873861,3435527,3459269,3637167,3701530,3516665,3214633,2864900,2760537,3033823,2850523,2795502,2722512,2809431,2674672,2721301,2701774,2553137,2507949,2357993,2229831,2108448,2068218,2005799,2023675,2158783,2138987,2180960,2112731,2017145,1954028,1629228,1556083,1443494,4444686,4526663,4587594,4575462,4480411,3024876,4158948,3630750,3188291,2770231,2718365,2477203,2139104,1815265,1591727,1571167,1616072,1700808,1422147,1358086,1241841,1146609,1130477,1145173,1122615,1158370,1154868,1109294,1124655,1069882,1090282,1083805,1180217,1350487,1539446,1703627
0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,2123267,3311299,5085365,5155841,5774654,5988654,6523614,6848609,7339288,7849359,7832493,7794885,7989488,7758790,7216972,6682419,6560238,6376695,6336917,5948651,5561857,5564572,5559532,5538212,5283623,5270672,4972772,5108150,5922425,5909737,5800586,5664467,5690551,5226034,4912383,4618092,4330262,3611975,3690279,3800679,3793984,3891691,3852427,3989600,4266505,4254000,4367102,4290209,4321456,4697321,4319128,4131729,3677405,5249392,5374135,5568299,5803818,5758505,4220951,6020996,5397681,5140452,4598716,4719325,4619704,4291175,3937869,3575039,3721633,4040356,4390575,3494831,3241224,3074329,3042085,2869553,2732787,2708116,2891432,3022766,3068295,3295723,3362800,3517217,3561996,3699637,3896249,4206693,4462753
0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,2036709,5625907,7283364,7465097,8216818,8941989,10064998,10807254,10801744,11024543,11227896,11227478,11730261,11333181,10637356,9794596,9597405,9668566,9880188,9655696,9137378,9084096,9453572,9106709,8421009,7875663,7418600,7516174,8849944,8724059,8332196,7605272,7416825,6872055,6589433,6501580,6136116,6071154,6129759,5831612,5566333,5364668,5293384,5339062,5710382,5470905,5561972,5370595,5213835,5221735,4704444,4599211,4276898,5306918,5263778,5208323,5230012,5320605,3685543,5394526,5036508,4544433,3947975,3847542,3597992,3327850,2885446,2615215,2650380,3048193,3179466,4092225,3887669,3759856,3626298,3519681,3257923,2987704,2944881,2963261,2844254,2880108,2728591,2719557,2597579,2668080,2754726,2916711,3184795
0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,1489220,3553990,4213364,4132992,4611888,4892007,5393324,5766039,5821193,6081568,6039721,6423157,6581554,6469974,5869495,5412759,5246936,5275515,5368489,5230522,4942845,4993217,5043320,4712938,4165743,3884700,3704376,3776629,4257595,4159042,4024155,3915930,3917268,3744908,3648293,3561353,3353190,3224201,3229235,3079215,2889343,2856546,2850576,2845097,2977589,2890839,3043968,2981139,2920933,2934645,2787808,2703458,2504434,2838173,3053983,3062128,2967837,3037161,2240432,3191775,2873119,2578141,2399380,2321556,2119357,2013782,1896479,1810887,1818901,1858637,1987032,2439116,2319404,2206389,2054169,1990998,1916699,1769916,1801117,1877846,1849963,1866871,1802610,1797276,1746981,1739373,1741480,1813924,1899776
0,0,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2957431,3694506,4234225,4760580,5842522,6846572,8148825,9672162,10516738,11165516,11282751,10691079,9833512,9507728,9810967,10062625,10602548,10434369,9898290,9958502,10372468,9362465,9664330,10604821,10383118,10913581,11413774,10596858,9927276,8648392,8236490,7635812,7309279,7522448,6945830,6716199,6973462,6624287,5977236,5845390,5812799,6031133,6401271,6243226,6572871,6466074,6430346,6477866,4908427,4583995,4207002,7415223,7183508,7241259,8118611,8481287,6956349,6459390,5856974,5512596,4754875,4718127,4398222,4008288,3648273,3021691,2976357,3346478,3785042,4024824,3862756,3046190,2806601,3309328,3360278,3391287,3696502,3882800,3894119,3999668,3847513,3643083,3401975,3428339,3758443,4387970,4626977
0,0,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,2655106,3129685,3714289,4279100,5238871,5984893,6587584,7578821,7967815,8284416,8590120,8148104,7565061,6960945,6720147,6402052,6295309,6029638,5850303,5672130,5556785,5223060,4955685,4938902,5155514,5432455,5972637,5935289,5679579,5303026,5383198,5197672,5040144,5239185,5015902,4989594,5246811,5555011,5896829,5926787,5882868,5913543,6256224,6340550,6878476,6947078,6775525,7053758,5932604,5682667,5481249,8497262,8449827,8382981,8754015,9117526,8123781,7394033,6718269,6504272,5556159,5555904,5459028,4611776,4190058,3972217,4046288,4808527,5301482,5445111,5421711,5404968,5223487,5076606,4941154,4789156,4988241,5308387,5218890,5384409,5411077,5566501,5407332,5552576,5933971,6729220,7082172
0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,854309,1129675,1297571,1386220,1820460,2189046,2293180,2757845,3158467,3577017,4017079,4091992,3704398,3348894,3210376,3252490,3326931,3263310,3166271,3077120,3065975,2972493,2792681,2773654,2859399,3115552,3485912,3513958,3513502,3414451,3357579,3470220,3401856,3402204,3159879,3021365,3394165,3564020,3638430,3771052,3895166,3879448,4098534,4028638,4169332,4041278,3893577,4172050,4136366,4242276,3802782,5056435,4813944,4616827,4498896,4715430,4681025,4677547,4195295,4025379,3204499,2750554,3109871,3187923,2954281,2537564,2610891,3077154,3401615,3775092,3825276,3886784,3846555,3726970,3743493,3915823,4078077,4222379,4028589,4056279,4008324,3889353,3632449,3467107,3454274,3507044,3688996
0,0,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418482,4919168,5021200,5410553,5079532,5402688,5411162,4937855,4657751,4685839,4826482,5091843,5425763,5787880,6090566,6640309,6768847,6667070,6510548,6260900,6701810,6830318,6684103,6447412,6225042,6106095,5980103,5866181,5836211,5860384,5780770,5825501,5552482,5580750,5400062,5388542,5897571,7236657,8071607,7559440,1742253,1625919,1589170,1609132,1893930,2017217,1767030,1342536,1680011,1565990,1472122,1499282,1661556,1794006,1949274,2207584,2475741,2730673,7113826,6582217,6041502,5585790,5374006,5241717,4982150,4631102,4771685,4925971,5316172,5238996,4836906,4410634,4074362,3643347,3332208,2493830
0,0,1,122,0,0,0,0,0,0,0,6037630,7341072,8532592,9614416,6707216,6038411,6613089,6215058,6778859,7071432,7562965,8197035,8113141,8367407,7898129,4624701,6033311,5246865,4628374,4120058,3907513,3840073,3728197,3419161,3040224,2884304,2679518,2570482,2427588,2265015,2142118,2160431,2384948,2298548,2048273,1654000,1500232,1414158,1330334,1193556,1048450,982857,961562,910344,877235,847469,783888,729378,692700,648098,617820,551193,487939,484171,397834,338232,295548,694100,589400,530882,531554,477528,374381,250126,123815,143875,113490,111129,105900,90019,84719,70989,75902,88355,102627,283499,250023,219421,197622,174339,160501,151691,163909,161311,153510,160514,165103,163421,130136,159409,177570,176419,148818
0,0,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,752159,966724,1111904,1163309,2115219,2398795,2332242,2329423,2188699,2215541,2148023,2163311,2088099,1990193,1934626,1951125,1972052,1869305,1820521,1816392,1960154,2247648,2256258,2082257,1791543,1675708,1616837,1549822,1526042,1264672,1178110,1123889,1046943,1002516,1027777,1019481,1024818,1084965,1064506,1042111,976923,920838,945602,929680,928814,924763,1462293,1366528,1414139,1310782,1360880,1300193,1146823,1020845,899948,792628,760805,686954,634060,585471,545039,551194,539474,544783,878702,829013,769966,691496,679103,592368,558319,550766,566524,559750,578521,561351,553521,534594,509676,514161,537732,540626
0,0,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,2419050,3225130,3589568,3739392,4924594,5459523,5324697,5016209,4713516,4720972,4602356,4647831,4520978,4198289,4051120,3724890,3587365,3517097,3430660,3196197,3034760,3094594,3418107,3868143,4754956,4643778,4514464,4171385,4293307,3709311,3523535,3456124,3289923,3187336,3212575,3205362,3202645,3563155,3310834,3253473,3062676,2932877,3123912,3010335,2957326,2927373,4931530,4973154,4992321,4655067,4843735,4574737,4131324,3655540,3382685,3157607,3248195,3312769,3243046,2995319,2794390,2640055,2586571,2538401,2890984,2874290,2762575,2540621,2451612,2308482,2264798,2420767,2467231,2345584,2342020,2234941,2284266,2233555,2216643,2198470,2398858,2549099
0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66498,1077757,1516533,1668774,7040274,6196196,5088831,1799917,2040606,6120697,9051836,8434265,7565225,6174421,5612871,4666600,5817270,5755653,5289389,5075725,5243225,4624795,1810651,1831848,1961690,2030540,2140799,2125811,2135376,2223865,2363212,2547445,2796816,2801026,2770623,2789774,2412564,1389555,722533,756472
0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030838,2739469,3152601,3475048,4054322,4598137,4794581,4745975,4511701,4526850,5039914,5146042,5136533,4968455,4995739,4886825,4852199,4529446,4011262,3959703,4159307,4130634,4026622,3899293,3796158,3708378,3724246,3610523,3505268,3546796,3244333,3240134,3057706,3040109,2770182,4116490,3951122,4048710,4352635,4589652,4307356,3677771,3572658,3311632,2843678,2887510,3082513,2898705,2802809,2655665,2609260,2631953,2816415,2617271,2454360,2429089,2361187,2295189,2178700,2164080,2298876,2388818,2377538,2427777,2399381,2451123,2440651,2503488,2627492,2691206,2832373
0,0,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153460,3073994,3743334,4198508,4596986,4868560,4894226,4846826,4440541,4450930,4914845,4941855,4892266,4733042,4727890,4583140,4353020,4215959,3730109,3740717,3798824,3698080,3542767,3167996,3095638,3079967,3230876,3114349,3036287,2998089,2725148,2725876,2582424,2615718,2444291,5039736,4649539,4479066,4279275,4158457,3845891,3637622,3328903,2996630,2594653,2453966,2432569,2318329,2097375,1896457,1732861,1676856,1714209,2327665,2188423,2112398,2066815,1938839,1743027,1683472,1787308,1868513,1779455,1786426,1777548,1866965,1653415,1611981,1592536,1634866,1651499
0,0,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210699,6466496,7274229,7788071,7665065,7874344,9020249,8940521,8935550,8464991,8497424,8250195,8242029,8145166,7842883,8286840,8188880,7719051,7238004,7199256,7184708,7068979,6781837,6514017,6430238,6318794,5921758,6027718,5980148,6046495,5518190,7179443,6975107,6711715,6395319,6165975,6028814,5884822,5643989,5086805,4437578,4157933,3994253,3887324,3668487,3546848,3608437,3700814,4076313,5287339,5031037,4804786,4661619,4411832,4369076,4372852,4488923,4610892,4250620,4351915,4278899,4337724,4298733,4101597,3815211,3718762,3701919
0,0,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469753,11167138,12835552,14063199,14668368,15981013,17574066,17222941,17023781,16236245,16217063,16022548,15789553,15545967,14674499,14514670,14911336,14525011,14421760,14331232,14749245,15369228,16014352,16137576,16541934,16584778,15833245,16630789,17532594,17649775,16249997,16801789,16340661,16203077,15016674,15901255,17591014,18409112,17268564,16219834,14364734,13706695,13313426,13692069,12784597,12202581,12091255,12827371,13209344,14878010,14996686,15084155,15263549,14796263,14667807,14903257,15687945,16475647,15622527,15928652,15532615,14754039,14186960,13517317,12456035,11573205,11254124
0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190801,2730498,3331695,3595802,3936736,4375907,4638914,5148520,6216692,7102873,8047044,8091337,7979035,8444960,8064631,7898612,7470365,7556377,7912951,7820983,7620672,7092045,6820570,6782148,6232128,5772064,5495722,5344116,5317359,5264405,4939827,4886750,4673635,4273713,4221553,4161592,4175529,3895627,5259927,5032628,5104588,4942512,5309669,5152150,4813958,4364428,4088512,3770108,3767437,3816167,3818668,3580048,3409739,3185157,3279398,3211179,3536534,3407792,3641855,3148873,2879147,2834836,2871354,3026434,3131624,3354756,3196823,3121587,3041724,3121257,3178777,3226956,3159680,3219287
