1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
2822170,1647410,2290047,3376580,1896564,2845870,2499700,1599941,3127764,2251754,2876048,1712801,2158528,0,0,2008830,3195907,2893783,1689680,2943730,0,1650699,1919190,3111220,2510841,1809366,0,2990162,3379944,2187582,2145806,2889824,792500,3005664,2469405,0,2975401,1829976,2596814,2813304,2716875,3088334,2350500,2646758,2826651,0,2622658,2436492,0,2785568,0,2943695,0,1621059,1706635,2,1640836,1830997,2621169,2802914,1983816,1715506,2632422,2941040,2724640,98,2211000,3403986,2652576,0,1863405,2861393,2820144,3024703,3401826,2714667,1859778,1595677,0,2692451,1817764,1639347,1750800,2643212,3117477,2819504,2738764,2960229,2352258,2988541,0,3834971,2973060,3248889,0,3019773,2901001,2354165,1805660,2543337,3099310,0,2530144,1734890
675507,151861,460328,474390,167876,748991,344712,167097,749079,92595,583120,141027,304062,0,0,170292,305410,685151,140105,856541,0,148684,178821,598810,559463,255361,0,849042,785717,93095,392426,793216,0,239300,553096,0,834885,241069,595614,569584,723868,476628,73375,679427,674799,0,374535,102730,0,667672,0,621340,0,206238,212026,2,152891,233719,141115,725665,318463,154416,640471,630772,707298,99,8175,553954,577363,0,155201,669180,401770,675090,812662,560748,154236,166544,0,702085,234660,141634,140867,644344,702340,402958,653309,805312,532055,669150,0,609996,452648,383723,0,465565,801564,302548,234300,598379,692678,0,644127,173476
1816948,1225248,1627108,2031282,1273030,1556432,1599948,1186590,2381836,151099,2500544,1139543,1406240,0,0,1325212,1217943,2272679,1321119,1706238,0,1315117,1317216,2608381,1517334,1431294,0,1701727,2290968,137900,1570491,1579488,0,933920,1529834,0,1710121,1223005,1544968,1993721,1597512,2007213,134000,2403102,2307052,0,1701506,270596,0,2382152,0,2641629,0,1351048,1198078,2,1223148,1264242,569645,1721747,1524550,1199491,2541022,1983788,1767203,100,13020,2348065,1750458,0,1163919,2687440,1781601,2734144,2404258,1837563,1209494,1290871,0,1543553,1250722,1089458,1161976,1545884,2773759,1781097,2598550,1703542,1682276,2734957,0,2599985,1875916,1747808,0,1937654,1615127,1446117,1283224,1746831,2086027,0,2432434,1252671
2598616,1588994,2228449,1348560,1439862,1979161,1663194,1297098,2154196,35969,1969440,1429063,1511079,0,0,1533334,336182,2038988,1772547,2239620,0,1778812,1515998,2018560,1946093,1965051,0,2267896,2051148,35621,2124273,2001317,0,140120,1859868,0,2250090,1321202,1952711,2016742,2267164,1902744,27146,2186777,2063282,0,1783678,44640,0,2141925,0,2056886,0,1870986,1306253,2,1346044,1379298,64985,2392864,2058659,1558001,2063270,1928764,2510534,101,4064,1849500,1908931,0,1411521,2167148,1862878,2266207,2097645,1909721,1416715,1777197,0,1954213,1363235,1427814,1408479,1958037,2805351,1822526,2133470,2290542,2331416,2229759,0,1995840,1905455,787988,0,1906135,2101247,1525558,1376753,2448797,1972994,0,2062132,1408080
1237560,1010250,1104408,1164253,1035216,1095268,1029514,942101,1384806,312160,1349824,1036689,947337,0,0,1089727,813483,1306754,1025569,1116915,0,1003708,1068194,1413992,1101316,972733,0,1172280,1237537,285940,1073184,1075797,0,635702,1040043,0,1140886,874778,1109605,953395,1110963,1209919,281200,1375949,1330369,0,1091196,388284,0,1369566,0,1380984,0,949769,950424,2,986898,988069,474631,1203660,1019569,1028139,1424543,1018343,1212967,102,22660,1305721,884715,0,1016299,1516587,1113661,1569099,1297402,936344,1027653,933316,0,1092996,939899,987875,1017170,1091957,1570425,1103198,1491688,1143707,1110852,1492434,0,1417447,1142207,1002440,0,1159665,1099545,961967,979128,1155588,1105769,0,1366264,969100
3339053,2879017,2691637,1287145,3199831,3605476,3782527,3105994,4132786,196066,1477838,2884914,3596368,0,0,3106128,671948,3877209,2978159,3599427,0,2849760,3212816,1566420,3094067,2630598,0,3767368,4169364,187960,2613073,3690447,0,572801,3098402,0,3503559,3138314,3259605,3509832,3082195,4430791,284290,4080187,4009417,0,3994737,255214,0,4233412,0,1525044,0,2660174,3164533,2,3019422,3256376,385200,3290341,2664892,2880690,2441062,3662042,3314792,103,35310,1563074,3441079,0,2917999,1614064,4119632,1652396,4286213,3446276,2931751,2680202,0,3518945,3198787,2850970,2844813,3376987,1680576,4056987,1756918,3371123,2794683,1634423,0,1612331,4232682,915653,0,4283952,3720380,3606470,3219488,3102121,3857367,0,3249780,3078983
1621138,1254645,1340297,1588891,1353221,1513149,1773070,1292432,2294474,509891,1694404,1198329,1597051,0,0,1353375,1087815,2290758,1326607,1808317,0,1276636,1397504,1796031,1599374,1244766,0,1874943,2391697,478960,1288158,1706292,0,929054,1649725,0,1765773,1408289,1568071,2002407,1597955,2039260,291300,2339597,2346434,0,1840586,604391,0,2427079,0,1759548,0,1199053,1333143,2,1333973,1385322,734553,1616600,1274710,1214903,2018065,2095621,1559090,104,0,1814882,1693871,0,1206336,1839838,1940332,1883091,2438852,1821310,1247093,1198240,0,1510835,1394530,1161889,1199712,1524981,1897842,1957022,1819433,1712736,1334128,1828175,0,1868505,1997558,1324705,0,1985788,1834641,1631603,1391295,1471403,2188006,0,2227052,1352289
581207,323423,459740,666420,375823,561321,505126,351626,760587,312692,669472,303564,456882,0,0,347037,515616,724088,349189,649357,0,348530,362489,697559,572506,375143,0,679901,706729,305800,424712,572812,0,470546,558349,0,638804,408674,578284,578148,577144,683731,203300,768079,735643,0,520826,358090,0,774628,0,686171,0,369723,383160,2,338195,412657,370725,618902,399097,310391,736172,620094,662804,105,0,716119,561761,0,303876,748341,560347,759634,749132,554989,333698,365491,0,552964,409059,298379,297187,557383,746092,560782,772450,616836,461973,726640,0,731273,603535,583611,0,641423,607214,472206,432592,524056,637299,0,733655,356975
1815535,863619,1329541,1858987,816677,1736541,1302787,694593,2383914,669880,1941100,788727,1107463,0,0,807413,971929,2381980,971212,1815162,0,999165,828043,2030113,1711810,1142567,0,1800130,2426889,562700,1269974,1794882,0,867056,1783483,0,1803946,839567,1713520,2076443,1632738,1798056,286100,2273962,2423279,0,1409566,669118,0,2505745,0,2008119,0,1053512,730727,2,714889,820009,768305,1727021,1252352,794383,2190556,2131218,1764858,106,0,2012975,1908390,0,734431,2250183,1494067,2313391,2420274,1987169,747321,971676,0,1713168,829034,775713,802457,1730648,2258144,1530277,2280881,1760163,1410286,1992797,0,2007082,1648899,1334122,0,1735351,1823879,1154852,830637,1591579,2188729,0,1975005,759528
596392,348604,493567,406880,368430,598744,387311,325018,519403,121058,438800,326426,368307,0,0,359356,253120,454409,396629,582215,0,391282,366066,455530,558283,425084,0,596353,502199,99380,464026,591244,0,220660,532726,0,627509,329911,572658,483233,575798,448953,51042,503530,465731,0,394430,143000,0,475534,0,457080,0,402660,333061,2,327256,344127,168556,606824,439658,337114,455765,490455,614256,107,0,483240,528753,0,296782,494240,405190,493560,507620,489675,323501,385085,0,575990,333651,324616,305857,569824,493780,401788,496274,625045,524113,489520,0,469170,412970,317780,0,421050,577738,362657,351375,561564,475222,0,627557,359870
1369662,759059,1068489,1346807,646067,1432845,684670,553354,2072451,208900,1558644,666224,627841,0,0,651961,875149,1961677,839958,1466746,0,856820,658106,1589295,1349909,929055,0,1540878,1926078,163100,1035864,1496492,0,693047,1378484,0,1466952,591491,1381886,1579435,1332662,791940,75300,2005117,1979945,0,696159,325050,0,2065212,0,1643540,0,882577,572026,2,579273,600519,498247,1397153,1018904,703462,1907751,1662078,1379087,108,0,1607676,1440171,0,635075,1964553,681302,1981322,1994510,1525343,645996,840304,0,1382148,602115,674109,683681,1379048,1950784,663511,1910439,1426582,1125647,1848714,0,1643804,716129,1092573,0,737962,1525078,633771,613516,1226722,1727477,0,1917513,618695
1419309,1379102,2285487,1286541,1158061,1252369,1504073,1052486,1655597,778071,1803903,1350831,1316504,0,0,1150604,1147509,1476163,1519087,1560239,0,1598494,1192162,1615871,1084666,1855651,0,1544417,1534582,698100,2217268,1321025,0,1139926,1111563,0,1502659,1096563,1085169,1360984,1377987,1825667,277800,1587149,1672754,0,1579313,892283,0,1693794,0,1767030,0,1683056,1077346,2,1153780,1124083,1102027,1324100,2119575,1216039,1720620,1365399,1323325,109,0,1474637,1222252,0,1098758,1778505,1591111,1856562,1723774,1270808,1094781,1597314,0,1177464,1119541,1120725,1232993,1165219,1746530,1589658,1748660,1471802,2067394,1394793,0,1622410,1657542,1175941,0,1745036,1420843,1381447,1159680,1759396,1466802,0,1595861,1204573
3750608,4701182,4350676,6896094,3445552,3460443,4486291,2995741,5913801,4834266,4659378,4772861,3840082,0,0,3925194,6392331,6128371,4737528,3971339,0,4493835,3548421,5290696,3810596,4230727,0,3929213,5279237,4323375,4349744,3685143,517639,5814792,3831849,0,3965685,3470488,3755759,4639051,3391578,4458433,3385440,5493278,6099769,0,4051648,5257545,0,5930444,0,4525459,0,4142780,2947847,1,3007848,3196788,5630452,3593624,4239801,4953827,4534980,4581665,3559764,110,1267619,7391759,4007574,0,3962425,4376347,5243446,4465903,5662722,4477337,3897283,4202647,0,3416171,3420909,4894498,4332296,3569007,4429309,4015709,4370609,3523380,4462709,4367060,0,6707410,3967497,6526425,0,3851318,3788105,4160598,3370098,4161438,4851260,0,4762401,3243279
3191228,1848724,2407006,5932268,1283911,2839117,2079979,1487772,3431412,3773465,3209717,1878837,1710253,0,0,1504597,5025233,3258440,1832848,2677415,0,1747769,1402321,3595911,2869947,1970469,0,2925527,3204279,3440176,2205582,2797730,1651681,4611925,2673754,0,2729309,1494682,2983198,2817637,2892456,3228330,3032270,2498837,3113470,0,1903269,3965176,0,2911611,0,3187108,0,1924198,1582718,1,1239778,1575410,4340347,3214029,2061544,1975293,2523960,2755691,3067673,111,1827295,6445798,2736551,812761,1511211,2721552,2978158,2915018,3358467,2836478,1489411,1810038,0,2917884,1473217,1921564,1659980,3048930,2880633,2163307,2616734,2704973,2584665,2810987,0,5332970,1955190,5207344,0,2306115,2918549,1857908,1504147,2806739,2907811,0,2424168,1181264
2805991,4172520,2638234,16166073,4456282,4481881,7932618,4301366,9753705,11459474,10705757,4867262,6493394,0,0,4508986,15932040,10021500,4201898,4152539,0,3744454,4386347,12376354,5325116,3121320,0,4395871,8675415,10466274,2706882,4448320,3793257,14641998,5430127,0,3991370,5468164,5260882,6655521,3432318,0,8467507,10336409,10558629,0,5586383,12626451,0,11249736,0,10021538,0,2865578,4477491,1,4211111,5031404,13891455,3299072,3079874,4657803,8972998,6988481,2723114,112,4906471,16673733,5853658,1551071,4117096,9401754,765926,9564551,9329982,6255727,4306030,3200930,0,4721899,5267823,4868284,4332549,4953126,9570374,3038063,9210404,3687760,2515513,9619069,0,15191723,4507811,15995383,0,3070371,4380052,7340245,5249740,2669146,7567265,0,9200156,4295556
2162079,1932691,2008255,7834496,2141401,2445682,2874180,2185037,4131085,6461251,5267847,2074295,2903088,0,0,1982421,8035714,3535522,1966306,2464300,0,1917341,1984591,5875564,2803104,1974210,0,2532387,3927775,6297515,2015115,2481455,2124109,7615551,2827643,0,2524083,2637786,2726436,3181220,2267333,3071346,5794802,3726526,3364694,0,2555465,6953275,0,3501198,0,4941307,0,1908765,2296293,1,2122465,2425902,7484086,2342070,1985725,2004565,4064408,3443499,2258058,113,2970240,7854229,2954429,671907,1882397,4147208,3450263,4264652,4110301,3078253,1909320,1878460,0,2554435,2629568,2015803,1960698,2660933,4562983,2893493,4185644,2395551,2050813,4717491,0,7271738,2568860,7921819,0,2626356,2449972,2846293,2569203,2088874,3660837,0,3784623,2134036
1556083,1109294,1358086,5805858,1700808,2068218,4158948,1591727,3033823,4514223,4327198,1090282,3188291,0,0,1539446,5768075,2760537,1154868,2138987,0,1158370,1703627,4762927,2507949,1130477,0,2158783,2795502,4189834,1241841,2005799,2230120,5556264,2553137,0,2180960,2770231,2357993,2674672,2017145,4444686,3580452,3516665,2864900,0,3024876,4791794,0,3214633,0,4212310,0,1145173,1815265,1,1571167,2139104,5267674,1954028,1146609,1124655,3637167,2809431,1629228,114,3316980,5719460,2701774,1502201,1180217,3435527,4480411,3873861,2850523,2721301,1350487,1122615,0,2108448,2718365,1069882,1083805,2229831,4144251,4575462,3459269,2112731,1422147,4201655,0,5314999,4587594,5715079,0,4526663,2023675,3630750,2477203,1443494,2722512,0,3701530,1616072
4131729,3068295,3241224,7794885,4390575,3891691,6020996,3575039,5922425,5988654,6682419,3517217,5140452,0,0,4206693,7849359,5108150,3022766,4254000,0,2891432,4462753,7216972,3611975,2869553,0,4266505,5800586,5774654,3074329,3852427,3311299,7339288,4330262,0,4367102,4598716,3690279,5226034,4321456,5249392,5155841,5283623,4972772,0,4220951,6523614,0,5270672,0,6560238,0,2732787,3937869,1,3721633,4291175,6848609,4697321,3042085,3295723,5559532,5690551,4319128,115,5085365,7989488,4618092,2123267,3699637,5561857,5758505,5948651,5909737,4912383,3896249,2708116,0,3793984,4719325,3362800,3561996,3800679,6336917,5803818,5564572,4290209,3494831,6376695,0,7758790,5568299,7832493,0,5374135,3989600,5397681,4619704,3677405,5664467,0,5538212,4040356
4599211,2844254,3887669,11227478,3179466,5364668,5394526,2615215,8849944,8941989,9794596,2719557,4544433,0,0,2916711,11024543,7516174,2963261,5470905,0,2944881,3184795,10637356,6071154,3519681,0,5710382,8332196,8216818,3759856,5293384,5625907,10801744,6136116,0,5561972,3947975,6129759,6872055,5213835,5306918,7465097,8421009,7418600,0,3685543,10064998,0,7875663,0,9597405,0,3257923,2885446,1,2650380,3327850,10807254,5221735,3626298,2880108,9453572,7416825,4704444,116,7283364,11730261,6501580,2036709,2668080,9137378,5320605,9655696,8724059,6589433,2754726,2987704,0,5566333,3847542,2728591,2597579,5831612,9880188,5230012,9084096,5370595,4092225,9668566,0,11333181,5208323,11227896,0,5263778,5339062,5036508,3597992,4276898,7605272,0,9106709,3048193
2703458,1849963,2319404,6423157,1987032,2856546,3191775,1810887,4257595,4892007,5412759,1797276,2578141,0,0,1813924,6081568,3776629,1877846,2890839,0,1801117,1899776,5869495,3224201,1990998,0,2977589,4024155,4611888,2206389,2850576,3553990,5821193,3353190,0,3043968,2399380,3229235,3744908,2920933,2838173,4132992,4165743,3704376,0,2240432,5393324,0,3884700,0,5246936,0,1916699,1896479,1,1818901,2013782,5766039,2934645,2054169,1866871,5043320,3917268,2787808,117,4213364,6581554,3561353,1489220,1739373,4942845,3037161,5230522,4159042,3648293,1741480,1769916,0,2889343,2321556,1802610,1746981,3079215,5368489,2967837,4993217,2981139,2439116,5275515,0,6469974,3062128,6039721,0,3053983,2845097,2873119,2119357,2504434,3915930,0,4712938,1858637
4583995,3894119,3862756,11165516,3785042,5845390,6459390,3021691,11413774,4760580,9507728,3643083,5512596,0,0,4387970,9672162,10913581,3882800,6243226,0,3696502,4626977,9833512,6716199,3309328,0,6401271,9927276,4234225,3046190,5812799,0,8148825,6945830,0,6572871,4754875,6973462,7635812,6430346,7415223,3694506,9664330,10383118,0,6956349,5842522,0,10604821,0,9810967,0,3360278,3648273,1,2976357,4008288,6846572,6477866,2806601,3999668,10372468,8236490,4908427,118,2957431,11282751,7522448,0,3428339,9898290,8481287,10434369,10596858,7309279,3758443,3391287,0,5977236,4718127,3847513,3401975,6624287,10602548,8118611,9958502,6466074,4024824,10062625,0,10691079,7241259,10516738,0,7183508,6031133,5856974,4398222,4207002,8648392,0,9362465,3346478
5682667,5218890,5421711,8284416,5301482,5926787,7394033,3972217,5972637,4279100,6960945,5566501,6504272,0,0,6729220,7578821,5432455,5308387,6340550,0,4988241,7082172,7565061,4989594,5076606,0,6256224,5679579,3714289,5404968,5882868,0,6587584,5015902,0,6878476,5556159,5246811,5197672,6775525,8497262,3129685,4955685,5155514,0,8123781,5238871,0,4938902,0,6720147,0,4941154,4190058,1,4046288,4611776,5984893,7053758,5223487,5384409,5556785,5383198,5932604,119,2655106,8590120,5239185,0,5552576,5850303,9117526,6029638,5935289,5040144,5933971,4789156,0,5896829,5555904,5411077,5407332,5555011,6295309,8754015,5672130,6947078,5445111,6402052,0,8148104,8382981,7967815,0,8449827,5913543,6718269,5459028,5481249,5303026,0,5223060,4808527
4242276,4028589,3825276,3577017,3401615,3771052,4677547,2537564,3485912,1386220,3348894,3889353,4025379,0,0,3507044,2757845,3115552,4222379,4028638,0,4078077,3688996,3704398,3021365,3726970,0,4098534,3513502,1297571,3886784,3895166,0,2293180,3159879,0,4169332,3204499,3394165,3470220,3893577,5056435,1129675,2792681,2859399,0,4681025,1820460,0,2773654,0,3210376,0,3743493,2954281,1,2610891,3187923,2189046,4172050,3846555,4056279,3065975,3357579,4136366,120,854309,4017079,3402204,0,3467107,3166271,4715430,3263310,3513958,3401856,3454274,3915823,0,3638430,2750554,4008324,3632449,3564020,3326931,4498896,3077120,4041278,3775092,3252490,0,4091992,4616827,3158467,0,4813944,3879448,4195295,3109871,3802782,3414451,0,2972493,3077154
8071607,4925971,6582217,0,2730673,5836211,1767030,1949274,6640309,0,5021200,4836906,1680011,0,0,3332208,0,6090566,4771685,5552482,0,4631102,2493830,4919168,6225042,5374006,0,5825501,6667070,0,6041502,5860384,0,0,6447412,0,5580750,1565990,6106095,6701810,5388542,1742253,0,5091843,5787880,0,2017217,0,0,5425763,0,5410553,0,5241717,1794006,1,2207584,1661556,0,5897571,5585790,5316172,4685839,6260900,7236657,121,0,0,6684103,0,4074362,4937855,1893930,5411162,6768847,6830318,3643347,4982150,0,5866181,1472122,5238996,4410634,5980103,5402688,1609132,4657751,5400062,7113826,5079532,0,418482,1589170,0,0,1625919,5780770,1342536,1499282,7559440,6510548,0,4826482,2475741
338232,153510,250023,4624701,102627,847469,250126,70989,2384948,7071432,4120058,163421,143875,7341072,0,176419,8367407,2160431,161311,648098,0,163909,148818,4628374,982857,174339,0,692700,2048273,6778859,219421,783888,6038411,8113141,1048450,0,617820,113490,961562,1414158,487939,694100,6215058,2427588,2142118,0,374381,7562965,0,2265015,0,3907513,6037630,160501,84719,1,75902,90019,8197035,484171,197622,160514,2679518,1500232,397834,122,6613089,6033311,1193556,6707216,159409,3040224,477528,3419161,2298548,1330334,177570,151691,0,877235,111129,165103,130136,910344,3728197,531554,2884304,551193,283499,3840073,9614416,5246865,530882,7898129,0,589400,729378,123815,105900,295548,1654000,8532592,2570482,88355
928814,559750,829013,2115219,544783,1027777,1146823,545039,2247648,0,2188699,553521,899948,0,0,537732,1111904,1960154,566524,1064506,0,550766,540626,2329423,1178110,679103,0,1084965,2082257,0,769966,1019481,0,966724,1264672,0,1042111,792628,1123889,1616837,920838,1462293,0,1869305,1816392,0,1300193,685,0,1820521,0,2215541,0,592368,585471,1,551194,634060,752159,945602,691496,578521,1951125,1675708,929680,123,0,2398795,1526042,0,509676,1990193,1360880,2088099,2256258,1549822,514161,558319,0,1002516,760805,561351,534594,1046943,2163311,1310782,1934626,976923,878702,2148023,0,2332242,1414139,1163309,0,1366528,1024818,1020845,686954,924763,1791543,0,1972052,539474
2957326,2345584,2874290,4924594,2538401,3212575,4131324,2794390,3094594,0,4713516,2284266,3382685,0,0,2398858,3589568,3034760,2467231,3310834,0,2420767,2549099,5016209,3523535,2451612,0,3563155,3868143,0,2762575,3205362,0,3225130,3709311,0,3253473,3157607,3456124,4514464,2932877,4931530,0,3517097,3196197,0,4574737,1057,0,3430660,0,4720972,0,2308482,2995319,1,2640055,3243046,2419050,3123912,2540621,2342020,3724890,4643778,3010335,124,0,5459523,4293307,0,2216643,4198289,4843735,4520978,3418107,4171385,2198470,2264798,0,3187336,3248195,2234941,2233555,3289923,4647831,4655067,4051120,3062676,2890984,4602356,0,5324697,4992321,3739392,0,4973154,3202645,3655540,3312769,2927373,4754956,0,3587365,2586571
1516533,2547445,1831848,0,4624795,0,9051836,5289389,0,0,0,2770623,7565225,0,0,722533,0,0,2363212,0,0,2223865,756472,0,0,2140799,0,0,0,0,1961690,0,0,0,0,0,0,6174421,0,0,0,7040274,0,0,0,0,6120697,0,0,0,0,0,0,2125811,5755653,1,5075725,5817270,0,66498,2030540,2796816,0,0,1077757,125,0,0,0,0,2412564,0,2040606,0,0,0,1389555,2135376,0,0,5612871,2801026,2789774,0,0,1799917,0,0,1810651,0,0,0,5088831,0,0,6196196,0,8434265,4666600,1668774,0,0,0,5243225
3040109,2377538,2454360,0,2816415,3899293,3677771,2655665,5039914,0,0,2451123,3311632,0,0,2691206,0,4526850,2388818,3610523,0,2298876,2832373,0,3959703,2295189,0,3724246,5136533,0,2429089,3796158,0,0,4011262,0,3505268,2843678,4159307,4886825,3244333,4116490,0,4794581,4511701,0,4307356,0,0,4745975,0,0,0,2178700,2802809,1,2609260,2898705,0,3240134,2361187,2427777,4054322,4995739,3057706,126,0,0,4529446,0,2503488,3152601,4589652,2739469,5146042,4852199,2627492,2164080,0,4026622,2887510,2399381,2440651,4130634,1030838,4352635,3475048,3546796,2617271,0,0,0,4048710,0,0,3951122,3708378,3572658,3082513,2770182,4968455,0,4598137,2631953
2615718,1779455,2188423,0,1714209,3167996,3637622,1896457,4914845,0,0,1866965,2996630,0,0,1634866,0,4450930,1868513,3114349,0,1787308,1651499,0,3740717,1938839,0,3230876,4892266,0,2112398,3095638,0,0,3730109,0,3036287,2594653,3798824,4583140,2725148,5039736,0,4894226,4440541,0,3845891,0,0,4846826,0,0,0,1743027,2097375,1,1732861,2318329,0,2725876,2066815,1786426,4596986,4727890,2582424,127,0,0,4215959,0,1611981,3743334,4158457,3073994,4941855,4353020,1592536,1683472,0,3542767,2453966,1777548,1653415,3698080,1153460,4279275,4198508,2998089,2327665,0,0,0,4479066,0,0,4649539,3079967,3328903,2432569,2444291,4733042,0,4868560,1676856
6046495,4250620,5031037,0,4076313,7199256,5884822,3546848,9020249,0,0,4337724,5086805,0,0,3718762,0,7874344,4610892,6514017,0,4488923,3701919,0,8286840,4411832,0,6781837,8935550,0,4804786,7184708,0,0,7842883,0,6430238,4437578,8188880,8250195,5921758,7179443,0,7274229,7665065,0,6028814,0,0,7788071,0,0,0,4369076,3668487,1,3608437,3887324,0,6027718,4661619,4351915,210699,8497424,5980148,128,0,0,8145166,0,4101597,0,6165975,0,8940521,8242029,3815211,4372852,0,7238004,4157933,4278899,4298733,7719051,0,6395319,0,6318794,5287339,0,0,0,6711715,0,0,6975107,7068979,5643989,3994253,5518190,8464991,0,6466496,3700814
17649775,15622527,14996686,0,13209344,14331232,18409112,12202581,17574066,0,0,14754039,16219834,0,0,11573205,0,15981013,16475647,16137576,0,15687945,11254124,0,14514670,14796263,0,16014352,17023781,0,15084155,14749245,0,0,14674499,0,16541934,14364734,14911336,16022548,15833245,16801789,0,12835552,14668368,0,17591014,0,0,14063199,0,0,0,14667807,12784597,1,12091255,13692069,0,16630789,15263549,15928652,469753,16217063,17532594,129,0,0,15545967,0,13517317,0,15901255,0,17222941,15789553,12456035,14903257,0,14421760,13706695,15532615,14186960,14525011,0,15016674,0,16584778,14878010,0,0,0,16203077,0,0,16340661,15369228,17268564,13313426,16249997,16236245,0,11167138,12827371
4175529,3354756,3407792,0,3211179,5495722,4813958,3409739,8444960,0,1190801,3041724,4088512,0,0,3159680,0,7979035,3131624,4939827,0,3026434,3219287,0,6820570,2879147,0,5264405,7898612,0,3641855,5344116,0,0,7092045,0,4886750,3770108,6782148,7912951,4273713,5259927,0,7102873,8091337,0,5152150,0,0,8047044,0,2730498,0,2834836,3580048,1,3185157,3818668,0,4221553,3148873,3196823,5148520,7556377,4161592,130,0,0,7620672,0,3178777,4375907,5309669,3936736,8064631,7820983,3226956,2871354,0,5772064,3767437,3121587,3121257,6232128,3595802,4942512,4638914,4673635,3536534,3331695,0,0,5104588,0,0,5032628,5317359,4364428,3816167,3895627,7470365,0,6216692,3279398
2063359,1504939,1599470,0,1477015,2491142,2799021,1498700,3431271,0,656211,1588042,2339186,0,0,1485013,0,3206529,1580842,2194851,0,1470006,1456740,0,2817274,1270251,0,2384790,3311004,0,1485683,2436677,0,0,2996841,0,2091878,2000810,2754451,3264838,1939447,3051044,0,2768974,3220719,0,2756454,0,0,3162865,0,1270705,0,1197541,1591557,1,1389509,1676440,0,1961346,1457088,1575938,1935876,3221089,2087329,131,0,0,3360088,0,1562521,1706364,2616514,1628497,3418230,3377235,1518686,1337329,0,2467940,1868601,1572530,1580258,2662440,1713638,2605514,1711320,2079031,1694997,1615155,0,0,2787051,0,0,2873559,2369242,2637526,1760892,1868102,3190799,0,2496711,1464048
4456720,3245839,3357421,0,2759187,5231212,5412062,3163437,8377628,0,1918256,3137406,4667688,0,0,2856408,0,7434695,3364695,4871626,0,3232489,2922317,0,5802391,2889736,0,4874194,8114701,0,3184989,4738055,0,0,6037245,0,4777151,4039819,5781923,7380053,4389392,6455303,0,6977785,7155446,0,5461246,0,0,7262145,0,4083791,0,2733902,3385232,1,3040089,3671852,0,4431501,3060103,3339288,9961820,7572699,4457278,132,0,0,6839117,0,2988181,7899310,5248443,6888131,8391150,7168688,2869875,2980522,0,5232268,3882399,3168252,3063007,5549021,5888749,5244743,8721977,4763488,3686306,5175042,0,0,5869125,0,0,6118062,4533427,5052915,3755532,4032296,7740970,0,7146337,3006672
17959295,14898139,14290445,0,15119907,18078549,22503337,15500307,29975425,0,5167390,15651276,20237799,0,0,16104000,0,28872676,14601061,16862238,0,13961266,16454925,0,19235604,13015194,0,17662906,27620916,0,13784539,17544600,0,0,19727405,0,16841354,18529165,19371351,22893929,15075150,23729462,0,23929407,28301529,0,22637540,0,0,27391537,0,12671360,0,12650958,16286299,1,15419048,17239806,0,15859755,13583634,15489540,29642333,23980489,17098538,133,0,0,21436060,0,16066777,24670185,23727788,21785843,28767755,22476813,16131569,13057750,0,18147210,17731136,15167623,16038257,18901872,18141841,21707757,26492152,16097839,15734389,15855842,0,0,22130711,0,0,22484623,17375615,21338725,17482488,16617536,25549196,0,22221708,15556834
3911492,2537735,2910530,0,2164324,5520454,5148328,2736138,9638049,0,2508924,2434428,4246821,0,0,2189387,0,9239072,2570813,5290247,0,2466256,2313813,0,5834974,2474230,0,5706159,8506768,0,2702385,5545372,0,0,5831997,0,5174962,3554127,5921522,6721303,4448628,5378311,0,8087145,8780724,0,4862746,0,0,8896672,0,5078142,0,2293550,2852721,1,2579689,3157001,0,4570451,2630193,2584873,10695487,7189201,3993003,134,0,0,6285266,0,2358239,9321146,4844903,8286657,8922336,6531149,2238260,2232848,0,5605874,3416466,2498556,2400826,5971675,7193664,4705726,10105688,4933665,3251717,6269909,0,0,5063371,0,0,5135167,5461048,4775967,3339373,3512163,7711030,0,7851069,2551683
3777354,3325586,3368110,0,2853449,2352622,4302476,2993984,2961227,0,0,3286379,3880573,0,0,2676243,0,2723344,3380559,2931586,0,3231862,2582674,0,2502245,3310829,0,2711203,2778747,0,3360051,2393982,0,0,2424991,0,3116369,3329650,2426171,2621681,3120339,3886404,0,2430798,2745703,0,3816125,0,0,2623866,0,369069,0,3250275,2902540,1,2881037,2933503,0,3297598,3373943,3373587,2100825,2609667,3504762,135,0,0,2602016,0,3178545,1590618,3270470,985373,2921416,2593640,2869746,3237604,0,2357177,3071470,3365941,3343612,2346973,688967,3022105,1828230,3410668,3552789,572514,0,0,3503663,0,0,3602310,2437754,4169294,2845269,3674038,2566218,0,2305709,2981741
