1969,1980,1972,1928-29,1989,1959,2000,1992,1946,1922-23,1932-33,1983,1998,1914-15,1912-13,1987,1926-27,1945,1979,1963,1905-06,1978,1988,1931-32,1955,1975,1907-08,1962,1948,1921-22,1973,1960,1918-19,1925-26,1954,1909-10,1964,1997,1956,1951,1966,2006,1920-21,1942,1944,1910-11,2001,1923-24,1906-07,1943,1904-05,1933-34,1913-14,1976,1993,borough,1991,1994,1924-25,1967,1974,1981,1940,1950,1968,station,1919-20,1929-30,1953,1917-18,1985,1937-38,2002,1936-37,1947,1952,1986,1977,1911-12,1958,1996,1982,1984,1957,1935-36,2003,1938-39,1965,1971,1934-35,1916-17,1930-31,2004,1927-28,1908-09,2005,1961,1999,1995,1970,1949,1915-16,1941,1990
1068391,858591,936338,3723670,857082,1319612,1153978,840349,2424337,3373692,2992523,883223,1096676,1109418,841926,857814,3763092,2360254,906899,1155602,0,908083,808087,3295104,1505925,880427,0,1245719,2315011,3171753,904087,1373262,1409182,3686445,1567785,0,1149617,1057176,1509140,1757389,1045749,1328877,3208670,2480455,2304155,0,1200058,3609574,0,2409382,0,2954429,988930,871909,878077,4,861385,970564,3800207,1067502,894204,892070,2489722,1836688,1045561,361,2711050,3715582,1621052,1326320,856380,2700034,1197019,2847261,2390558,1673424,854841,843559,651733,1415183,1009664,878441,856098,1443913,2903381,1167764,2624513,1104320,948410,2871386,1389508,3531144,1199284,3810888,0,1234878,1346280,1011576,896898,989821,1996782,1205472,2461572,885819
735459,542208,581427,2465287,565735,954158,889845,611565,1888797,2685950,1887096,560672,825650,1853370,1764252,531305,2546688,1852945,565978,838543,0,554793,516177,2126226,1074848,535110,0,903424,1864049,2672355,541871,984043,1855959,2580043,1109151,0,829221,744262,1090697,1384552,754308,1020734,2716331,1862724,1802519,0,942974,2691098,0,1883850,0,1856555,1906296,521869,622295,4,603127,668834,2654036,758413,540969,565856,1771177,1447840,740471,362,2494740,2426694,1201350,1825538,546575,1886179,937490,2018158,1892496,1300075,536925,510464,1556742,1029853,711322,562165,537725,1055386,2009852,947229,1834245,809539,614543,1926494,1914997,2308826,955475,2515211,0,970061,966053,787101,703812,662652,1570678,1936988,1771854,602097
351269,337175,298930,1434518,416420,456423,515735,433300,896960,1854094,930655,348862,517308,1597298,1774638,359910,1835957,887031,332649,401199,0,336309,334734,1072956,519286,314144,0,437640,855510,1860455,297722,467499,1521952,1822432,539401,0,399324,464935,537900,645069,373234,668875,1908653,857250,840667,0,529668,1873624,0,860671,0,953949,1776380,309391,408583,4,431147,430719,1895976,369297,315753,350040,827181,660996,355221,363,1806528,1349988,580201,1501229,359684,918516,541514,963744,900218,619220,378993,311383,1841570,494842,435581,350990,326480,515607,949182,578499,877780,400648,297855,932667,1356111,1212410,581806,1839000,0,618770,468951,418420,425862,308988,704089,1354227,825760,430394
954078,460430,755152,2210536,587000,825406,767884,609875,1633741,2705948,1604386,476426,777074,1713823,1792176,496654,2786026,1500851,488824,798507,0,469611,452177,1819240,936335,623647,0,838445,1631109,2587594,703768,845158,1914248,2846230,953270,0,837610,660349,945935,1185338,841249,992499,2550817,1439205,1358682,0,851836,2842379,0,1443844,0,1567738,1811849,537098,559507,3,595603,574187,2925880,904462,673752,463663,1344151,1246086,947840,364,2385175,2177873,1046491,1798557,478392,1472755,853423,1564271,1641394,1118446,503467,463010,1818465,888441,622320,454526,414688,899658,1567778,874095,1434924,869976,794518,1505115,1856048,2015304,837820,2817338,0,909968,873218,685186,593332,820467,1343359,1778891,1385793,619295
598913,276148,467037,1415458,266153,554455,351638,241088,1093943,1458071,1113216,254815,320396,908157,906171,241076,1630415,987970,293572,555817,0,290371,221238,1227164,612031,342722,0,593002,1106868,1349259,436252,581449,1054638,1620550,635566,0,568815,288419,621968,752264,559810,593241,1293203,999876,912337,0,405463,1618181,0,976312,0,1084420,926212,307792,214588,3,254249,227215,1698474,584206,396718,270277,974160,789072,602747,365,1265608,1402586,688402,1095432,230175,1009566,461612,1071854,1118716,729772,240062,287149,941942,582756,266214,259429,227418,585399,1063897,488636,1011524,587651,483503,1037281,1015905,1312513,494447,1637950,0,510728,603838,308538,247408,505085,890206,986878,977745,280601
1968408,1909194,1893604,2201778,1681997,1257578,2873821,1558803,2692519,1164653,3141035,1842180,2361160,317240,310416,1774476,1490006,2375891,2119369,1702629,0,1925665,1742051,3457117,925039,1711230,0,1692597,2691688,1002108,1765479,1417230,562154,1458481,944794,0,1760098,1928743,977994,1536913,1771230,3393413,899373,2605209,2393535,0,3118706,1314243,0,2496051,0,3125730,318325,1719227,1651473,3,1595559,1709630,1410526,1884093,1732331,1851012,2610305,2283816,1904159,366,726279,4016331,1022168,458152,1784823,2859403,3213675,2991968,2800868,1136679,1771950,1772741,269511,1157704,1856335,1840763,1854888,1041129,3089057,3130551,2834286,1786635,1924123,3032960,352833,3808148,3005573,1926830,0,3138066,1633076,2610464,1783769,1933277,2416912,325723,2571528,1686819
716284,614021,718607,187421,666372,680956,774380,583665,238680,41209,223171,664812,702894,22946,21675,703360,104992,229184,670155,792321,0,669170,704641,239455,549403,622201,0,776743,221872,35019,701557,688859,20456,78484,590678,0,795868,667965,569610,195820,710840,839813,20900,233987,229232,0,785548,56790,0,233996,0,233874,20858,633778,645891,3,565942,667668,71040,721997,664299,627434,228137,180043,713162,367,15132,197474,672102,18426,657155,230227,792330,253601,238707,480271,679343,651120,19265,639430,682426,634182,661824,594925,248474,764503,240054,766435,706960,226851,20932,207295,717132,112521,0,748816,741501,721674,671046,696580,198453,23951,217096,619192
928418,372844,712150,2359766,368258,962675,670080,354263,1641760,2727147,1935890,393234,500881,888081,555926,393135,2708357,1497169,421931,1086299,0,424630,400103,2049964,912241,523602,0,1082759,1469709,2708880,676681,970416,1796926,2662863,937641,0,841120,392383,908518,1126564,1016600,817620,2829969,1571371,1445403,0,726318,2789014,0,1491171,0,1924005,755498,467999,376368,3,355518,388898,2737974,1004305,609978,370113,1606814,1227160,941469,368,2881582,2300537,1020186,1582371,406900,1768920,788434,1860599,1581444,1079033,378140,425631,482182,932952,413307,360156,407656,895932,1921326,824957,1741822,1060338,780549,1878316,1379893,2168689,769819,2479271,0,751125,1027917,571950,405802,836004,1301761,1079038,1545834,379246
791488,248283,547652,2490465,219078,1087756,449545,204879,1489466,3215825,1949190,235765,364160,1828978,1247855,148594,2976627,1364181,281211,1344944,0,294491,166112,2119997,869582,373832,0,1372488,1432843,3108143,474997,1171169,3094510,3089608,873652,0,1381913,282947,931696,1102844,1031317,512426,3169250,1430125,1291069,0,475538,3331141,0,1350741,0,1885161,1567150,327423,241739,3,220551,242181,3374292,901998,421871,231370,1553810,1188448,805465,369,3612003,2419991,963324,2830645,262942,1691126,514316,1782033,1487254,1019053,239352,306008,963301,1013660,281414,208996,244071,973969,1835461,513603,1679983,1228968,626562,1798840,2756992,2343237,473460,2685473,0,511699,1301682,404753,272791,680760,1216354,2399142,1484815,237067
1056436,540749,833547,3459763,580870,1660595,968546,526243,1776930,4350779,2693610,607130,755344,2317751,2172316,624831,4188174,1607130,594298,1677901,0,575460,639782,2919432,1424346,627571,0,1769615,1733395,4197555,775758,1703820,3316112,4186032,1360701,0,1576625,604329,1530776,1475139,1208146,812545,4113418,1823871,1554652,0,945035,4474565,0,1681961,0,2557913,2353567,563008,580522,3,529023,575250,4324615,1119266,698185,548679,2012927,1569056,1126554,370,4066545,3336140,1335515,2476060,637968,2222543,955316,2409197,1738555,1384321,575389,530645,2186460,1611327,613098,549616,629453,1568300,2515284,830910,2187376,1399063,876521,2445995,2466068,3105824,627492,3829992,0,799538,1759628,818461,604251,924165,1614643,2333748,1891512,568628
452360,168435,370138,2764070,139142,645980,236626,111605,1775978,3146305,2267185,159562,159935,0,0,156885,2931112,1636149,221401,601714,0,221720,154927,2484461,686613,297277,0,618926,1549214,3063609,341634,620210,0,2936355,693002,0,605192,135449,686417,932008,488180,293079,2663599,1645299,1584554,0,237261,3091263,0,1658238,0,2245323,0,249036,120477,3,125215,122838,3048121,480293,317856,154551,1688765,1096635,467832,371,2578012,2809058,813247,0,165226,1849174,210638,2013366,1686972,882705,161685,216559,0,633320,134195,149274,161260,638436,2212964,231472,1789941,565392,389466,2215450,0,2705751,231450,2727575,0,250595,615423,195366,127852,393830,1230435,0,1655830,138760
206681,157939,196476,405725,178100,218334,259722,155487,404647,0,473207,154339,217643,0,0,180109,0,371370,186573,220698,0,171839,197716,507559,260422,145903,0,229857,383081,0,182279,219036,0,0,276745,0,220666,186872,248206,309442,195998,270326,0,342051,344008,0,261751,0,0,335484,0,473224,0,146783,165550,3,156106,173706,0,207904,161999,152737,362660,324946,210910,372,0,505753,286762,0,157779,401655,281850,443100,400784,291625,170376,153196,0,227698,188895,149425,158673,227484,503872,260329,384269,211262,200230,472519,0,524381,268539,0,0,258415,224480,251334,189856,198639,340304,0,346537,178780
930845,486472,739402,984445,519359,734705,718485,457733,1152712,0,1021912,475545,639418,0,0,511386,0,1053300,548437,808658,0,536466,555348,1126930,737887,584305,0,826073,1138802,0,718609,764861,0,0,762843,0,865057,543278,729146,874218,821039,795638,0,973808,968800,0,746073,0,0,993828,0,1004318,0,529801,493792,3,434314,513097,0,860862,674364,477524,973888,943955,870136,373,0,1164633,793001,0,493676,1005070,813627,1033198,1152079,838492,490870,514232,0,714657,535853,461835,487019,712568,1051464,748586,1004713,879735,800326,1015218,0,1190390,776011,0,0,749550,819136,700613,527847,869074,1039201,0,958181,498709
970504,841818,906030,1456224,964759,1037126,1327024,872337,1839555,0,1631251,853840,1184165,0,0,987220,0,1706303,898758,995003,0,889551,1024680,1774679,1115841,819451,0,1021215,1724913,0,863492,1035076,0,0,1160730,0,966596,1058482,1120386,1306939,918515,1558058,0,1779793,1624364,0,1379653,0,0,1680438,0,1651825,0,812954,971995,3,874481,1038161,0,954734,842876,863272,1621033,1385208,948820,374,0,1815658,1271226,0,893981,1704838,1461432,1732769,1824659,1280998,927776,816687,0,1070861,1085217,813413,878923,1095033,1748210,1352244,1679809,963819,945525,1667429,0,1853321,1451513,0,0,1487945,1053834,1297954,1085924,956990,1511406,0,1607962,985902
1401505,1051016,1185846,1868127,1487231,1422088,2259664,1364160,2480155,0,1970882,1133475,1793672,0,0,1396945,0,2267495,1103540,1435508,0,1085207,1513306,2190651,1430092,1040352,0,1467489,2346594,0,1161023,1457351,0,0,1498370,0,1449092,1637905,1417802,1788047,1313697,2754838,0,2186261,2131312,0,2479825,0,0,2203065,0,1959087,0,1008712,1427606,3,1342311,1552678,0,1371308,1112633,1100648,2076690,1905463,1372290,375,0,2279260,1617564,0,1212017,1954577,2627958,2099084,2435472,1722634,1285276,991800,0,1420013,1664457,1081838,1175022,1410892,2061598,2561679,2072812,1415086,1236048,1961080,0,2313512,2787111,0,0,2705175,1496426,2053889,1638754,1304437,2019413,0,2051579,1441417
1304174,780762,1011481,1443396,875495,1476296,1142771,740571,2106019,0,1850610,742178,956242,0,0,877217,0,1964567,874886,1384360,0,877066,894320,1999956,1269998,774897,0,1427227,1969572,0,999169,1492290,0,0,1306683,0,1388667,898338,1294982,1574504,1293918,1255743,0,1845677,1858580,0,1237370,0,0,1976822,0,1813546,0,771318,748944,3,727228,844989,0,1313853,907511,792050,1727084,1633942,1287875,376,0,1810080,1444196,0,809811,1712933,1213196,1844656,2047017,1494720,839055,769987,0,1465149,904049,736927,797508,1350452,1842603,1115693,1751599,1449914,1069127,1777010,0,2013502,1186313,0,0,1185826,1459507,1036814,891345,1146162,1690201,0,1834343,840622
1330738,525836,1058831,1375506,615901,1711178,809476,478599,2316353,0,1801345,466358,672653,0,0,551467,0,2154899,592626,1601672,0,623262,589182,1923619,1711810,706338,0,1630552,2294422,0,1013575,1682810,0,0,1704713,0,1599524,612382,1754072,1902588,1348008,1217986,0,2466532,2136761,0,869148,0,0,2341324,0,1835382,0,652415,514684,3,454970,569254,0,1336468,899700,511031,2165108,2022966,1338491,377,0,1723086,1810242,0,484746,1943712,901318,2149586,2288151,1850680,511473,603537,0,1716315,601501,435504,466461,1777797,2045734,937331,2108042,1539791,1115797,1852711,0,1816358,1126156,0,0,1135437,1663223,736460,613096,1198732,2045604,0,2310134,605954
937259,579473,692127,2229988,758250,1043919,1229329,707560,1574855,0,1688162,603809,955260,0,0,753406,3004021,1391043,625319,1051557,0,638880,850598,1808385,1089851,575287,0,1098873,1573640,0,670853,1105940,0,2718723,1109348,0,1024581,832227,1098025,1299776,953932,1394241,0,1419350,1294259,0,1361833,1009,0,1359892,0,1678911,0,580720,713427,3,669352,779652,2085787,962266,618230,582548,1398766,1366447,926514,378,0,2070891,1227872,0,670016,1440668,1459747,1561895,1594519,1285554,698456,598615,0,1014477,819212,577081,679460,1033998,1624504,1325136,1423060,1014355,736803,1598399,0,1955536,1437803,3163274,0,1399841,1134786,1149453,815903,810019,1443330,0,1408030,726189
1141046,651227,922041,2206826,793810,1514642,1475305,714196,2201332,0,1680687,693904,1159806,0,0,745641,1870258,2035936,687284,1489793,0,647084,781449,1849784,1477402,754651,0,1532685,1976952,0,864103,1516349,0,1618618,1514960,0,1445449,922447,1484463,1700117,1120305,1788622,0,2031278,1957883,0,1623686,1434,0,2104233,0,1869526,0,686158,749377,3,670913,798181,1272209,1148916,823096,682103,1904060,1752336,1126300,379,0,2325617,1664195,0,707356,1891564,1754342,1944058,2074943,1641434,728317,665749,0,1498952,854575,673584,697435,1488980,1893264,1693319,1900734,1277393,1001853,1860928,0,2110121,1798462,1963062,0,1729826,1544872,1319251,854677,1064234,1763927,0,1938312,737408
1215730,919873,1090132,3296696,1064924,1265608,1899410,993431,1733082,0,2033543,937397,1610041,0,0,1005049,3146158,1597312,985194,1268557,0,981974,1043193,2305321,1223152,933911,0,1294889,1641267,0,1036284,1260144,0,2721872,1271575,0,1266774,1349242,1225546,1325244,1167577,2310077,0,1668202,1548817,0,2030039,1094,0,1625780,0,1929113,0,898625,1051485,3,996382,1157546,1845606,1206359,1003526,960061,1633950,1443859,1199368,380,0,2978419,1344515,0,945217,1763494,2133619,1999101,1693945,1309336,950687,909618,0,1258773,1253314,949506,951024,1236891,1986421,2081090,1716213,1231631,1110057,1899422,0,2699345,2275553,3369679,0,2247520,1307120,1751983,1185004,1145915,1477540,0,1609219,1055718
1839409,1206296,1614395,5111166,1775353,2242152,3783475,1797111,3599826,0,4616407,1323910,2880786,0,0,1691557,4288573,3275660,1293867,2159774,0,1243805,1846976,4910205,2445091,1319757,0,2212426,3507339,0,1537019,2280815,0,3884515,2608575,0,2082787,2377290,2388605,3170242,1899430,4999176,0,3682100,3311769,0,4246411,1149,0,3530086,0,4393958,0,1249386,1854692,3,1768132,1957190,2946628,1853451,1449625,1264926,3658005,3324535,1814034,381,0,5365198,3141117,0,1508503,3844068,4617671,4328501,3647204,3212958,1601708,1204241,0,2180163,2210395,1283291,1459186,2265693,4310544,4619699,3749627,2026129,1691549,4205420,0,5165302,4899378,4324202,0,5013263,2275107,3323915,2090120,1745004,3239092,0,3651547,1744949
15572226,12436313,13751859,6100140,12278853,11966941,16582717,11718814,10625122,0,8902879,12718369,14664947,0,0,12185820,0,10102032,12955221,14214494,0,12810279,12112181,8413898,11125730,12784614,0,13733380,10655941,0,13499793,12761979,0,0,11028895,0,15494386,12377857,11198528,11624675,14502957,17818980,0,10849058,10275666,0,17270683,0,0,10766317,0,9578736,0,12454119,11888858,4,11707783,12366234,0,15100094,13277201,12760665,10418723,11067528,15239950,382,0,7218372,11591993,0,12422901,9328087,17450919,10151240,10554825,11891215,12254143,12324217,0,11865070,12065131,12560384,12400594,11347352,11004843,16449917,9942409,15420808,14122888,9882298,0,7850691,16794958,2220702,0,17063571,13069051,15673416,12109402,14876281,10498097,0,9946594,12335891
2306890,992154,1680803,31917,1210324,1048415,1224846,811197,104815,0,171186,1067937,927705,0,0,1218186,115344,126673,877551,889349,0,915351,1168125,126595,1614995,1264139,0,869330,577490,0,1742377,1193598,0,0,1544371,0,11524700,922406,1677644,947788,1447037,1735867,0,151498,109298,0,1362851,0,0,90718,0,141446,0,963957,705276,4,944696,717708,0,1493958,1406003,944982,5383449,997624,1784322,383,0,40870,1384318,0,1151219,324223,1397373,247625,139403,1160429,1225897,798286,0,1084555,840550,1035980,1034394,1657519,220122,1339982,3215420,9375747,1744766,185521,0,63429,1353987,224353,0,1534176,1154557,1065889,776294,2094494,886153,0,134597,1090788
1605967,1351880,1492591,1019210,1838732,1217504,2633793,1681759,1349315,0,1075949,1418308,2265748,0,0,1631773,1696413,1265220,1401159,1223393,0,1351815,1699820,1118224,1076715,1349520,0,1238731,1194192,0,1488937,1252707,0,1269443,1076379,0,1669920,1995657,1115998,985563,1245269,3077946,0,1309877,1270573,0,2880255,0,0,1331534,0,1083769,0,1314631,1692421,4,1647822,1789184,0,1375020,1424191,1376240,1519319,995416,1500292,384,0,1104981,1025496,0,1489133,1509119,3031618,1278599,1267149,1000779,1570628,1311167,0,1188521,1951234,1356916,1412810,1133116,1321119,2899626,1890376,1532857,1551425,1193582,0,1131142,2905699,1305158,0,2940221,1268650,2440398,1898462,1591947,1057652,0,1266687,1789695
2453688,2096513,2252583,4748879,3049992,1873639,4747981,2765414,3255195,4357551,4066559,2255128,3947621,0,0,2618247,4932163,3092986,2121188,2038203,0,2008351,2832565,4381386,1877082,1927988,0,1989691,2934343,3528000,2103489,1904267,2036900,4673278,1946385,0,2130178,3468182,1874925,2265253,1972656,5142820,3370400,3354108,3087327,0,5120456,4118182,0,3287067,0,3986240,0,1881405,2904274,4,2672658,3152950,4613635,2096272,2006958,2205399,3409227,2399144,2203022,385,2703200,4860583,2120735,1689700,2352415,3656441,5129508,3979659,3101151,2175461,2517432,1880777,0,1892939,3369251,2166950,2211350,1877046,4059888,4881361,3612850,2111543,2445884,3858727,266500,4723545,4764309,4992520,0,4871031,1945991,4328826,3349471,2473240,2570860,0,3227463,2914145
3578401,3224426,3355985,4144144,3983353,2817283,6114861,3875670,3906241,1870017,3531389,3608036,5157592,0,0,3506274,3360901,3690152,3260664,2964659,0,3066881,3580348,4072087,2778912,3038043,0,2958863,3745818,1387300,3212871,2915281,891900,3560029,2884372,0,3194039,4625372,2682349,3319858,3068654,6657782,1298800,3561737,3659111,0,6615247,3741704,0,3710278,0,3373189,0,2915602,4047599,4,3846883,4722404,4148273,3162134,3121320,3441530,3576310,3382854,3293302,386,1141400,4499840,3236435,731960,3599449,3105696,6765353,3151164,3847762,3292177,3479538,2911518,0,2717530,4718512,3434590,3675234,2673832,3294497,6450669,3940786,3226617,3526129,3292162,119440,4458855,6574854,3766435,0,6492502,2926562,5664467,4749457,3548688,3440498,0,3432758,4017196
3189091,3115977,2935064,2451071,3882044,2473970,5540085,3682431,2330791,811954,3182630,3377091,4902209,0,0,3628142,1894335,2314825,3045636,2591854,0,2875471,3754589,3176352,2304979,2702811,0,2561647,2141994,768040,2812884,2475692,602700,1603220,2312865,0,2828771,4498585,2307029,2312718,2625181,5513425,798800,2358207,2306534,0,5756272,1141030,0,2380229,0,3268257,0,2693794,3945675,4,3485831,4299453,1366389,2794921,2794578,3266421,2434525,2007589,2944179,387,729000,2874540,2403775,475720,3448675,2563187,5786723,2872235,2198846,2367717,3583944,2695923,0,2454939,4443376,3219034,3277353,2325780,3071017,5453880,2449005,2825612,3096659,3068629,70080,3075682,5303427,2237476,0,5378847,2499965,5274341,4450027,3159329,1964638,0,2270447,3696308
3625651,3257865,3165462,3329443,4053368,2827080,5898587,3769944,3181658,1330126,3891073,3408741,5143104,0,0,3767368,2481747,3074751,3212913,2951110,0,3052182,3790407,4017132,2601680,2941636,0,2936078,2825674,1120640,3080887,2931713,641400,2159224,2556290,0,3436057,4576510,2587231,2663682,3175179,5481685,949700,3402229,3053007,0,6363753,1637126,0,3323460,0,3643730,0,2883839,4028083,4,3690691,4410679,1922419,3323728,3040271,3439100,3672675,2680613,3438858,388,802860,3713736,2698312,543500,3491497,3078759,6273432,3343947,2996265,2656665,3725972,2855779,0,2708796,4553678,3409545,3211597,2691549,3515691,5845156,3211212,3466592,3313504,3483016,80300,4079220,5571720,2940756,0,5519824,2915851,5553812,4555268,3496491,2648327,0,3293481,3903544
849460,842440,766344,1746149,1100804,617137,1594369,1032880,869529,725001,1584431,867192,1375912,0,0,1022287,1529600,829591,788313,647508,0,740180,1035299,1823884,600615,719430,0,662920,758795,622520,754856,661391,410860,1440080,618402,0,784459,1171519,568692,577091,783365,1646525,592580,919909,838639,0,1732078,915905,0,881959,0,1285582,0,704302,1047728,4,1052846,1099605,1318141,820529,748542,865794,1043726,598246,823536,389,556640,1833500,640723,396140,915419,1040235,1729550,1100802,852600,602950,976184,703991,0,549478,1135955,861952,823897,564155,1144704,1684620,995446,832108,784497,1166861,52160,1868831,1623858,1710322,0,1612861,664848,1546688,1126107,816579,616308,0,945061,1082361
3531415,3050737,2986726,3683853,3268078,2839053,4546695,3062621,4122329,1614659,4156626,3218927,3846607,0,0,3117759,3290174,3958901,3060907,2963490,0,2888566,3196536,4469502,2767155,2764655,0,2906674,3795325,1340300,2902831,2952236,848200,2998385,2853286,0,3475801,3402443,2731523,3185533,3252064,5094745,1282200,3524596,3899867,0,4894701,2094331,0,3939075,0,3926738,0,2679377,3200500,4,2922433,3325795,2667266,3435797,2874034,3152209,3427256,3212639,3447789,390,1047960,4048733,3062750,745400,3026183,3291351,4885591,3811349,4014481,3087396,3102102,2743464,0,2867144,3306987,3149653,3064399,2816018,3941564,4772356,3189859,3450884,3322923,3870970,97440,4328686,4878671,3604363,0,4920129,2877157,4172624,3308412,3421527,3391409,0,3278385,3064323
1382334,1232082,1278068,1572469,1458986,1133867,1932097,1468764,1420038,365402,1812891,1268356,1789861,0,0,1410772,1105636,1365931,1247540,1183216,0,1210360,1440336,1923771,1152880,1210342,0,1178119,1246425,368940,1285107,1136090,245640,995147,1139198,0,1331483,1685396,1169534,1177374,1294357,2039685,377535,1472444,1401707,0,2045660,466424,0,1489666,0,1769217,0,1205297,1554433,4,1441106,1647330,761758,1348907,1257523,1302977,1560560,1129290,1354994,391,334585,1787857,1186164,157880,1374768,1663835,2035015,1755260,1345122,1219213,1384543,1164624,0,1137360,1689865,1265202,1295091,1155671,1757108,1989342,1655057,1371790,1306503,1737623,27420,1842859,2041649,1372177,0,2029460,1134219,1854997,1668282,1314324,1139414,0,1461551,1456946
2504775,2438418,2300764,4450699,2951156,2542837,4192116,2902260,4090978,478361,5253010,2576612,3759491,0,0,2819514,2725782,4038959,2445665,2543599,0,2300251,2937416,5429068,2547828,2135479,0,2625819,3598341,363200,2260668,2581225,311520,1980733,2636495,0,2727972,3436086,2590367,2989865,2418345,4499243,376200,4192079,4049425,0,4378691,837132,0,4211040,0,5030563,0,2120689,3099623,4,2808090,3396913,1521028,2461998,2197286,2578598,4236619,3136797,2446895,392,318560,5043433,2864789,299960,2615274,4466904,4329027,4787521,3848039,2925228,2703457,2152936,0,2549424,3500189,2553395,2537063,2585058,5041784,4249671,4429833,2648907,2318712,4987221,43160,5338648,4282558,3770266,0,4370850,2571487,3922375,3435298,2389866,3241613,0,4081689,2882291
1994088,1810353,1755915,1526348,2068114,2035673,3120614,2119755,2867475,256080,2563267,1931972,2884755,0,0,2061210,564347,2815669,1861051,2013547,0,1788037,2107114,2501052,1961451,1679944,0,2081148,2527543,160080,1731441,2022282,47805,416042,1926870,0,2106009,2546189,2090060,2149130,1922995,3249075,88260,3022515,2843148,0,3194535,327244,0,2973053,0,2565160,0,1665183,2269142,4,2065942,2376709,367212,1922284,1727178,1904433,3029155,2258270,1930857,393,64870,2117809,2091595,43795,2048520,2662748,3208254,2670348,2657556,2114158,2086298,1699717,0,2020454,2530577,1895060,1959508,2055100,2561653,3122161,2846276,2069758,1782319,2591799,4250,2418206,3118398,970410,0,3137953,2073478,3029710,2412677,1859770,2321653,0,2985729,2101257
1990116,1793917,1594444,2105757,1937676,1589397,3041631,1847261,1681071,1141083,1607694,1582817,2563734,0,0,1670535,2071477,1799661,1899643,1506652,0,1818489,1854189,1761114,1566998,1465411,0,1502628,1667318,685467,1592519,1630539,451080,1997480,1465714,0,1588694,2025830,1651125,1462629,1696384,3306979,608700,2184546,2079120,0,3041783,1486294,0,2283689,0,1776131,0,1497152,1889638,4,1776241,1944620,1746841,1821045,1635242,1802510,1421701,1477270,1869739,394,600570,2282094,1518775,351920,1579002,1459550,3261115,1735352,1680430,1529846,1614559,1594664,0,1519282,1906437,1612048,1566408,1611230,1805887,3423482,1373098,1670153,1632684,1709168,29860,2060773,3219242,2076012,0,3181420,1565311,2801317,1865725,1750233,1461081,0,1805289,1811497
1160683,701751,963837,2415124,796461,1255212,1122769,762363,1982690,1697931,2063310,737578,986586,0,0,702143,2128673,2011305,684068,1070640,0,665191,742314,2165134,1334288,753732,0,1117961,1772041,1486700,939174,1212896,978200,2099687,1334820,0,1108349,888949,1334404,1489400,1056084,2673323,1399400,2020278,2048321,0,1434583,1863297,0,2163996,0,2007435,0,714518,755321,4,821292,779957,2036984,1098303,882097,722654,1819335,1502210,1094750,395,1246740,2552581,1440904,814560,713405,1971486,2013913,2188468,1902168,1472479,693143,681189,0,1253600,938019,691838,731445,1320380,2197913,2247437,1915711,1098529,1006464,2091771,481400,2340290,2496326,2281869,0,2556881,1145123,1034520,852788,1128677,1514998,0,1726931,874288
3611995,2457736,2752314,1241822,1781403,3015790,1386684,1377884,1735658,913665,1021875,2519479,1096777,0,0,2230854,903197,1732769,2478533,3111697,0,2318245,1863787,1127537,2439364,2388542,0,3120111,1979714,662380,2504498,2959019,650270,920074,2376831,0,3229441,1076144,2602415,2298906,3386556,1773821,690780,1641556,1813772,0,1570022,1008899,0,1816950,0,1129718,0,2265580,1347595,4,1500825,1325869,953892,3487822,2518179,2541505,1597372,2166475,3477164,396,619210,1338327,2461192,424260,2363524,1379281,1576228,1274453,1807158,2465675,2310594,2275030,0,2917988,1269534,2499856,2489664,2816344,1292980,1626564,1528444,3392035,3134746,1148939,400940,1242549,1719781,1072225,0,1703096,3006687,1287449,1242084,3424122,2103596,99860,1509613,1530791
1686475,1360829,1666201,6287039,1500893,1944062,1749341,1250324,2783058,5881140,4917890,1506589,1694923,28610,0,1486729,5334047,2678394,1372785,1809207,0,1314521,1443874,5474920,1972598,1343215,0,1869024,2629545,5382300,1602008,1899683,3118800,5296837,2150341,0,1837110,1442719,1935195,2377663,1677603,2016912,5286100,2675821,2799380,0,1844675,6233085,0,2848814,0,4071079,0,1319836,1252976,4,1338260,1240025,5447212,1651818,1466769,1473653,2748826,2444571,1666398,397,4393000,6328547,2384755,2525136,1547349,3131210,1723353,3677165,2842218,2438938,1535924,1297273,0,1931053,1326163,1428532,1511838,1952547,3630551,1748051,3025126,1803058,1702312,3658149,2582365,5945717,1841456,5901891,0,1858943,1862797,1680570,1263012,1693108,2410556,2342628,2519797,1560054
3752576,3264421,3415345,5826338,3511301,3702071,4534284,3090800,4460509,1479472,5168101,3501344,4235703,0,0,3493521,4948105,4284650,3388851,3604178,0,3317699,3498572,5504702,3759082,3244820,0,3678108,4410798,1126500,3375186,3728440,987900,4451172,3834351,0,3671142,3810177,3755202,3992082,3379154,4941924,1243100,4705848,4350513,0,4684867,2585411,0,4614113,0,5495403,0,3216297,3327276,4,3229877,3556768,3850456,3532842,3341842,3413210,4853737,4057928,3571338,398,996900,6180936,4094844,711000,3480173,5230979,4774750,5719325,4345619,4002942,3447980,3187915,0,3742551,3759692,3433201,3455270,3773252,5924280,4662751,5229614,3578360,3534465,5565375,200400,6006485,4706455,5475345,0,4794029,3722887,4395115,3610904,3608278,4138560,0,4872034,3365348
