borough,1938-39,1945,1935-36,1985,1915-16,1911-12,1940,1942,1972,1905-06,1921-22,1932-33,1988,1947,1997,1963,1918-19,1978,1969,1990,1953,1908-09,1995,1929-30,1961,1912-13,1970,1996,1926-27,1975,1984,1924-25,1950,1973,2005,1914-15,1931-32,1965,1933-34,1943,1907-08,1919-20,1948,1959,2006,1946,2002,1974,1957,1923-24,1954,1967,1951,1904-05,1928-29,1987,1966,2004,1909-10,1920-21,2000,1925-26,1930-31,1991,1981,1949,1910-11,1998,1976,1937-38,1962,1916-17,2001,1960,1994,1936-37,1958,station,1979,1977,1944,1956,1983,1992,1986,1952,1922-23,1913-14,1941,1968,1964,1989,2003,1934-35,1999,1917-18,1971,1980,1906-07,1982,1927-28,1955,1993
2,6064122,5080455,6295146,793441,2743455,1077721,5905708,5554891,2801433,219335,3906050,6069126,911689,5030193,996856,3593693,3243802,1163401,3495550,810411,3776812,412856,1006096,6706242,3394576,1640577,3158778,1002389,5734163,1755676,729185,4518290,4323257,2517595,1742120,2429103,6465974,3655927,6217450,5267241,324610,3724950,4767204,3243211,1913276,5261056,1546002,2145434,3304667,4209191,3548147,3497562,4132106,93992,6508938,835357,3446292,1580913,633608,4025350,1378309,5042957,6732885,860792,833859,4438301,797833,1244202,1456788,6138363,3576469,3079804,1506939,3336173,977292,6324075,3241638,75,1084139,1233112,5112238,3357937,736574,884865,756474,3942216,3974705,2202105,5653210,3534208,3706337,899378,1110688,6251925,1347715,3079661,3022750,932062,259913,699191,6305369,3394087,929660
2,3709615,4109176,3831044,1258573,3149708,2827700,3784376,3895901,2117487,722912,3066600,3821466,1292735,3988847,1277210,3425626,3520553,1538944,2758624,1087460,3523076,1712571,1224653,4643951,3196909,2893245,2411578,1237348,4040875,2022183,1239358,3628905,3746808,2101522,1866907,3021492,4199812,3402139,3749277,3992783,1121955,3457081,3796651,3122741,2149787,4291464,1788715,2141571,3082714,3481375,3196622,3017195,3535393,254882,4573027,1260941,3104576,1619043,2120156,3433600,1707910,3874409,4464785,1063960,1360212,3806250,2558345,1490323,1770320,3591597,3418763,2946871,1843274,3163584,1177007,3731712,3042950,76,1610548,1543116,4046314,3260618,1261699,1116495,1190687,3593961,3183042,2902637,3649102,2780975,3498302,1226444,1793197,3753502,1773067,2676443,2270699,1489529,878190,1236138,4425631,3248175,1132871
2,1713993,1403878,2905988,971165,0,0,1603540,1632267,1020471,0,2654571,3064740,1163936,1426453,1148412,1377900,1639700,868778,1235648,1162667,1414118,0,1101234,4025817,1390117,0,1132453,1100772,3300814,910803,937797,2785576,923088,977751,1744416,0,3424713,1319993,2988456,1576368,0,2231800,1302630,1358028,1811514,1471945,1507479,975467,1448874,2828008,1448636,1243913,861894,0,4065654,1048441,1230778,1779606,0,2595200,1440676,2994491,3754420,1097166,893565,1004117,0,1296706,845045,2154268,1418389,248900,1466813,1387013,1028256,2660017,1378067,77,855723,829699,1482308,1465946,900543,984938,998988,1023505,2651771,0,1571639,1220929,1355709,1236226,1584669,2939618,1365778,900600,1062092,847322,0,883969,3867076,1459391,961404
2,1452440,1032738,1422854,293140,0,0,1381918,1291909,431821,0,240440,1216200,345028,1053088,443098,588271,202980,378198,454508,327410,902679,0,402748,824452,619040,0,434056,439022,318850,372146,289705,228120,908588,407526,684312,0,1096900,508757,1244790,1180447,0,213500,1039323,680884,828281,1068212,564374,396490,750736,230855,830393,487254,903230,0,638625,320466,472685,597634,0,243660,495671,254130,928200,332401,316193,944550,0,436025,362518,1453273,644577,76900,548956,647902,377448,1479256,711622,78,375416,361621,1098758,787406,291906,348830,312085,873902,213080,0,1323188,473404,564978,345337,583895,1322090,473868,274720,429942,333984,0,295659,402315,801053,369605
2,2765214,2187901,2767411,943712,0,0,2850294,2601974,1498226,0,83735,2577604,1088471,2361236,1440914,2162751,59840,1203887,1853150,1105940,2275093,0,1293352,1693648,2056978,0,1670224,1303683,161970,1236221,986706,141853,2268357,1377572,2153840,0,2535220,2043131,2535378,2454100,0,56960,2344133,1972025,1959901,2321527,2006996,1324519,2013558,143880,2169820,1937339,2332694,0,775560,1065226,1928155,1987079,0,68045,1847372,137756,2209760,1146636,1066558,2118589,0,1564393,1195664,2714317,2117861,14098,1984764,2044749,1285883,2759491,1950259,79,1208041,1147531,2228162,2094203,1010679,1202569,994320,2296507,82633,0,2582105,1894053,2237194,1147185,2013303,2677436,1733902,47622,1579241,1109378,0,1003348,271010,2112849,1236295
2,2692937,2123297,2898995,966270,0,0,2652720,2441705,1194686,0,107620,2767274,1041575,2179929,1168397,1533445,26506,987891,1378588,1002167,1708112,0,1160071,2745292,1503537,0,1265970,1138121,1057895,994047,913347,390641,1942465,1093130,979522,0,2815920,1482644,2823645,2312215,0,48037,2161243,1517709,1449177,2205123,1461543,1066672,1536124,252190,1614489,1456642,1905382,0,2301846,1037668,1404866,1604585,0,70840,1340966,669580,2811695,937141,938737,1974002,0,1217642,944497,2697388,1547126,6519,1427038,1511219,1123141,2800095,1507629,80,1001055,932819,2142951,1603826,909885,1014385,977095,1811644,146250,0,2467908,1416786,1566015,1070414,1447198,2847178,1292177,17056,1229159,930245,0,880091,1655262,1585981,1048307
2,1394683,1218133,1519981,737499,0,0,1358891,1387850,820717,0,360060,1482638,789540,1258241,779014,1053884,223690,755446,921374,741495,931929,0,782224,1571992,994488,0,872481,783472,803706,722339,730759,555661,1029253,742768,1050160,0,1562602,1007382,1483254,1327357,0,278920,1241552,965887,974624,1278061,894571,733828,951752,447084,860324,970191,998444,0,1293234,787257,960283,570384,0,329810,862065,648359,1631593,768554,740714,1075738,0,801668,711469,1406130,1080130,54800,901035,968838,782833,1467599,968834,81,782136,713901,1241553,989865,746231,761690,767351,965818,3997685,0,1332745,937603,1071547,803809,885593,1511504,840916,198100,865809,725364,0,728079,1004614,874916,765930
2,1480465,1196665,1456283,786763,0,0,1567360,1365738,1264525,0,614377,1226247,895159,1317969,901101,1232481,371482,964287,1271679,873993,1340813,0,858229,1081828,1115927,0,1225509,878116,813524,930937,750391,714362,1270833,1062372,1229700,0,1235175,1243969,1291291,1254760,0,411960,1277315,1058646,1644660,1343399,1389294,976545,1049914,690346,1161226,1176033,1396352,0,966808,925886,1133524,1224429,0,561240,1346068,744997,1277781,866576,873911,1232792,0,1128878,901841,1430832,1200478,84620,1407781,1093153,851480,1452810,1044679,82,1005616,897357,1174039,1070661,751108,835468,821665,1379413,647985,0,1400507,1192055,1312280,930301,1312905,1346053,1217640,320080,1306269,931656,0,791535,860188,1089970,845061
2,1198860,1031235,1272804,607936,0,0,1155682,1158462,765694,0,732102,1266113,636232,1093831,637678,867635,454580,717437,847639,599427,696487,0,624679,1307463,808396,0,782732,633725,1041879,658430,590570,857803,830595,725682,941013,0,1331701,870847,1268256,1111018,0,563820,1022714,744194,513898,1096969,741437,701331,616378,843499,616128,857337,726711,0,1179382,601837,820346,755902,0,698600,719899,947143,1340123,612571,657791,912125,0,675640,651616,1176945,846926,162300,725271,768885,629868,1234789,668227,83,746649,670446,1044430,615052,615771,592482,596987,700257,752679,0,1121631,848009,890253,581680,747100,1290272,690935,387600,773360,701648,0,600799,1133853,604820,615480
2,1436536,1333599,1674841,840589,0,0,1428631,1508588,1000515,0,592880,1658455,839646,1377724,776057,1287824,375900,917594,1273544,745590,1103274,0,792815,1722344,1207715,0,1180872,795080,1159243,898284,827145,805061,1043714,966536,676623,0,1748562,1317130,1681694,1412655,0,480960,1291625,1107236,1265222,1413715,966368,951354,1066936,704749,1114137,1277198,926687,0,1565242,843457,1206038,934142,0,537940,872369,984479,1777748,800977,872715,1143383,0,826341,882141,1475271,1270434,72900,901909,1176299,788165,1589091,1078646,84,955021,892284,1353230,1042885,838837,772636,837290,893178,616604,0,1437936,1284745,1335386,832588,959801,1655093,854453,325800,1152679,881140,0,833259,1364513,1021762,758617
2,1651814,1403521,1672561,1036949,0,0,1639134,1505407,1197971,0,476940,1668404,1119713,1446596,1147091,1159577,305900,1133402,1154693,1029587,982365,0,1137594,1485640,1150235,0,1101226,1137976,857318,1064518,1023490,626491,1220755,1145959,1357525,0,1684867,1124967,1660749,1458690,0,387100,1395617,1099428,1056953,1479567,1309659,1123499,1069171,532004,995053,1079174,1077648,0,1215458,1094222,1047837,1250222,0,440700,1302185,739021,1656880,1072472,1049215,1287403,0,1222232,1008538,1611435,1160959,58440,1283596,1113003,1115506,1597031,1063255,85,1212250,1029012,1409725,1028863,1059236,1043102,1058280,1011279,467467,0,1508326,1098219,1181293,1099703,1276372,1622572,1255562,262360,1094494,1116886,0,1004282,1010721,1002238,1077928
2,1475530,1207386,1599241,445684,0,0,1506380,1478771,604631,0,270100,1226733,491818,1243089,627588,920385,1215600,478849,737291,493338,811235,0,591405,894936,875431,0,670194,601817,749214,476432,443888,526450,963217,553444,1139170,0,1034029,899167,1389428,1411927,0,1440700,1184840,846848,690663,1268176,819725,525248,807156,437669,756675,788116,849314,0,851101,492251,806913,801268,0,858600,811342,648316,963490,489629,461229,1057908,0,709562,454655,1402575,929602,239460,798970,851684,562008,1487897,824045,86,505150,454948,1278546,798935,460229,487922,467932,809122,328867,0,1431638,743490,954583,547013,817459,1455897,748373,1164240,636664,472932,0,443458,792834,772329,542994
2,3194754,1952881,2931269,962193,0,0,2975292,2694937,1188952,0,1975500,3351660,969924,1950054,957633,1461924,0,1047530,1343852,904302,1341614,0,955461,2902836,1464431,0,1240295,975042,2280842,1047599,938059,2049614,1630044,1160518,664270,0,3187041,1486281,3206521,2331209,0,0,1875476,1340173,1132407,2045716,1087358,1116014,1288065,2011265,1280901,1377996,1539081,0,2592148,994115,1351141,1101554,0,967400,992541,2223185,3064587,939758,961622,1712285,0,1014530,1013565,2947881,1475578,0,1045011,1389411,972640,2783727,1292675,87,1050522,1001095,2052774,1269931,1019703,930520,966410,1426793,1999401,0,2756370,1292474,1541990,955495,1114389,2981907,1064656,0,1195844,989143,0,922052,2448814,1235101,941235
2,0,103556,0,291521,0,0,0,123102,355875,0,0,0,269345,102772,364721,366166,0,346518,402900,267532,120848,0,315760,0,360947,0,372176,356617,0,360734,278735,0,95796,358986,489782,0,0,416719,0,117130,0,0,106802,319280,554611,103853,444319,359669,229421,0,127334,415229,97259,0,0,311863,397958,456571,0,0,418034,0,0,175013,294701,100247,0,422950,357414,0,387070,0,445159,349312,285975,0,289237,88,330254,344343,116151,157558,270094,199028,317459,96678,0,0,63443,399162,376989,270814,433831,0,431820,0,340995,307249,0,285964,0,143623,256761
2,0,76097,0,411490,0,0,0,89698,509102,0,0,0,423774,76108,495493,586026,0,505884,601280,413082,130886,0,444797,0,528012,0,537210,480796,0,504961,406353,0,92813,504693,798976,0,0,600111,0,82521,0,0,82127,463452,830675,74653,696860,520909,296012,0,157479,613793,84385,0,0,434051,594287,732950,0,0,641137,0,0,427113,423182,72959,0,605027,501727,0,597966,0,665085,504792,410359,0,413219,89,489518,485629,81617,176686,399597,412262,436038,92336,0,0,45690,605994,598722,417178,694114,0,641922,0,493962,441158,0,409715,0,170966,395045
2,0,218943,0,1156114,0,0,0,239328,1169995,0,0,0,1171574,226225,1242161,1145449,0,1274499,1208315,1050963,345512,0,1163770,0,1093567,0,1162147,1157123,0,1252013,1138094,0,252766,1204162,1644704,0,0,1128253,0,225019,0,0,240405,845239,1717442,229102,1573545,1246768,589934,0,387433,1189849,247687,0,0,1174825,1120007,1590836,0,0,1449127,0,0,1133989,1143990,224371,0,1456385,1242928,0,1159242,0,1532449,1051382,1128658,0,761954,90,1276217,1239963,233223,423094,1117073,1125845,1173872,270759,0,0,131565,1193097,1155617,1168578,1519853,0,1553395,0,1140973,1211426,0,1093098,0,413726,1128570
2,0,62642,0,634138,0,0,0,55179,590828,0,0,0,623568,65006,759343,330128,0,657737,702783,558529,59281,0,674561,0,256370,0,645291,728625,0,594451,642262,0,61715,586796,1007547,0,0,447823,0,54996,0,0,66168,215009,1085754,61826,971895,603571,129868,0,67954,576073,57419,0,0,691083,504888,992462,0,0,924798,0,0,456228,655462,62984,0,876823,613393,0,295359,0,956529,241709,609944,0,187137,91,695606,614639,60644,66309,625373,552132,655103,55559,0,0,29106,625983,388469,622557,957821,0,904578,0,616562,677546,0,617031,0,66518,597104
2,1602099,1507973,1687530,1151438,0,0,1574159,1578034,1695554,0,2111060,1717944,1286374,1796266,1069772,1694293,1318385,1280948,2173459,1150491,2024094,0,1105449,2031613,2147546,0,1955642,1076870,1920019,1434573,1154215,2041539,1702303,1595707,1878180,0,1864279,1854063,1637737,1528320,0,1898680,1801287,2416585,2031493,1687972,1727620,1520045,2443699,2026448,1971015,2181628,1803174,0,1999898,1257737,2121227,1859424,0,2199240,1452578,2048649,1980798,1085268,1177997,1697527,0,1309163,1274013,1625252,1842739,0,1575887,2331318,1090685,1685729,2388541,92,1276665,1242298,1451128,2436490,1171562,1051517,1173885,1993594,1953618,0,1556362,2195976,1712895,1191335,1731874,1580442,1373246,0,1830812,1189489,0,1096272,2003739,2253445,1073841
2,3855928,3886578,4023549,1001019,0,0,3811250,3857601,1897045,0,4278340,4048513,1166419,4553511,1028730,3691658,1410140,1173628,2652068,1060137,4099498,0,1042899,4522259,3710989,0,2229800,1025440,4281730,1409798,955758,4282831,4070514,1729069,1780295,0,4811073,3432158,3998589,3820295,0,3924480,4558297,3732829,1722026,4486558,1656656,1561190,3462696,4257037,3723948,2891279,3978477,0,4399572,1115397,3024046,1732053,0,4337180,1474818,4442631,4513070,1027249,1031615,4224845,0,1257845,1249632,3883569,3807707,0,1573905,3861744,1046533,4025558,3473994,93,1207706,1141920,3625553,3423358,971373,1004978,1015796,4124453,4141369,0,3732982,2811306,3567874,1183260,1699350,3880695,1330707,0,2050404,1105421,0,922534,4413824,3522702,1004664
2,2849719,2685250,3198819,469742,0,0,2774550,2743035,1122939,0,2035960,2948162,512044,3023009,581707,1982277,617210,628853,1587909,456031,2369005,0,554023,3718365,2016664,0,1353633,550978,2936182,791955,436973,2324945,2686228,1002444,939542,0,3338284,1926242,3002101,2644554,0,1704150,2988712,1994087,972373,2950117,863821,886343,1958248,2210308,2177717,1687869,2490794,0,3140971,491533,1694831,873732,0,1925060,763070,2761827,3683919,420164,494104,2797142,0,667164,725181,2974031,2051807,0,807611,2035399,543421,3190115,1935024,94,621935,633635,2546504,2061125,435702,448950,460920,2444025,2043562,0,2633036,1634154,1961176,516998,862614,2979259,714152,0,1230452,568004,0,406128,3232481,2047603,487479
2,1030734,989839,1065634,126568,0,0,1031188,1061840,642092,0,470588,894273,130677,1036417,143267,826931,122950,265954,792440,117337,923389,0,165266,934230,829568,0,701197,165651,665076,494518,132546,560247,971257,576422,271348,0,978151,864289,864272,1058590,0,392605,1059950,825144,273671,1016522,278303,546696,847627,594040,782996,798259,910425,0,805140,127493,771347,279588,0,442947,230725,641597,967409,110548,193191,960034,0,190324,352917,1103994,857734,0,255783,872591,155248,1134820,837896,95,245647,270969,993775,838976,125507,124441,123779,916881,571473,0,1043156,797472,862141,131679,278239,980082,194144,0,687040,213034,0,141826,767313,819005,138106
2,2596961,2702969,2682241,435507,0,0,2536458,2526843,1451536,0,1963800,2467617,449627,2975939,682301,2276692,698520,596257,1973079,454674,2217307,0,652985,2889578,2266168,0,1744292,661936,2631518,914798,433151,2265741,2427769,1254856,1366935,0,2744068,2195079,2553373,2535903,0,1904180,2848755,2183128,1331444,2936795,1174670,1051228,2100570,2143044,2035505,1964310,2344086,0,2724297,464012,1965858,1259948,0,1992200,1045618,2533727,2933590,501689,474666,2558183,0,886210,762302,2632589,2318329,0,1083833,2248756,638258,2716229,2133492,96,574352,628832,2500313,2053873,421274,532487,415980,2292648,2017838,0,2463311,1946319,2233203,451779,1205275,2587778,929906,0,1633223,509850,0,428580,2659821,2002350,595625
2,2122094,2092012,2152659,465891,0,0,2074113,2015850,918079,0,1630230,2106433,524663,2231397,594860,1642667,602590,520449,1332667,492007,1650479,0,553679,2423972,1721374,0,1142965,564339,2393145,599255,458033,2189603,1820033,795594,1031385,0,2315104,1535195,2105379,2035191,0,1608700,2141313,1720644,1017825,2265727,865496,665735,1640887,2043139,1557080,1346391,1721497,0,2428734,528750,1370350,991343,0,1656850,766008,2336240,2458855,521424,480108,1943895,0,701655,529767,2113549,1718124,0,808127,1732963,559340,2150357,1677068,97,516124,518377,2013808,1584271,436666,491939,458266,1690058,1799883,0,1999290,1338949,1577190,533439,914897,2083123,688755,0,1047203,484184,0,422508,2445588,1543869,524087
2,2738764,2893783,3117477,1863405,0,0,2632422,2646758,2290047,0,2187582,2876048,1919190,3401826,1829976,2943730,792500,1650699,2822170,1734890,2652576,0,1805660,3403986,2901001,0,2543337,1817764,3195907,1809366,1750800,2621169,2941040,2145806,3019773,0,3111220,2960229,2943695,2785568,0,2211000,3379944,2845870,3088334,3127764,2820144,1983816,2643212,2436492,2469405,2802914,2813304,0,3376580,2008830,2716875,2973060,0,2350500,2499700,3005664,3834971,1640836,1715506,3099310,0,2158528,1621059,2861393,2990162,0,2622658,2889824,1830997,3024703,2692451,98,1689680,1595677,2826651,2596814,1712801,1599941,1859778,2714667,2251754,0,2530144,2724640,2975401,1896564,2819504,2988541,2354165,0,2352258,1647410,0,1639347,3248889,2510841,1706635
2,653309,685151,702340,155201,0,0,640471,679427,460328,0,93095,583120,178821,812662,241069,856541,0,148684,675507,173476,577363,0,234300,553954,801564,0,598379,234660,305410,255361,140867,141115,630772,392426,465565,0,598810,805312,621340,667672,0,8175,785717,748991,476628,749079,401770,318463,644344,102730,553096,725665,569584,0,474390,170292,723868,452648,0,73375,344712,239300,609996,152891,154416,692678,0,304062,206238,669180,849042,0,374535,793216,233719,675090,702085,99,140105,166544,674799,595614,141027,167097,154236,560748,92595,0,644127,707298,834885,167876,402958,669150,302548,0,532055,151861,0,141634,383723,559463,212026
2,2598550,2272679,2773759,1163919,0,0,2541022,2403102,1627108,0,137900,2500544,1317216,2404258,1223005,1706238,0,1315117,1816948,1252671,1750458,0,1283224,2348065,1615127,0,1746831,1250722,1217943,1431294,1161976,569645,1983788,1570491,1937654,0,2608381,1703542,2641629,2382152,0,13020,2290968,1556432,2007213,2381836,1781601,1524550,1545884,270596,1529834,1721747,1993721,0,2031282,1325212,1597512,1875916,0,134000,1599948,933920,2599985,1223148,1199491,2086027,0,1406240,1351048,2687440,1701727,0,1701506,1579488,1264242,2734144,1543553,100,1321119,1290871,2307052,1544968,1139543,1186590,1209494,1837563,151099,0,2432434,1767203,1710121,1273030,1781097,2734957,1446117,0,1682276,1225248,0,1089458,1747808,1517334,1198078
2,2133470,2038988,2805351,1411521,0,0,2063270,2186777,2228449,0,35621,1969440,1515998,2097645,1321202,2239620,0,1778812,2598616,1408080,1908931,0,1376753,1849500,2101247,0,2448797,1363235,336182,1965051,1408479,64985,1928764,2124273,1906135,0,2018560,2290542,2056886,2141925,0,4064,2051148,1979161,1902744,2154196,1862878,2058659,1958037,44640,1859868,2392864,2016742,0,1348560,1533334,2267164,1905455,0,27146,1663194,140120,1995840,1346044,1558001,1972994,0,1511079,1870986,2167148,2267896,0,1783678,2001317,1379298,2266207,1954213,101,1772547,1777197,2063282,1952711,1429063,1297098,1416715,1909721,35969,0,2062132,2510534,2250090,1439862,1822526,2229759,1525558,0,2331416,1588994,0,1427814,787988,1946093,1306253
2,1491688,1306754,1570425,1016299,0,0,1424543,1375949,1104408,0,285940,1349824,1068194,1297402,874778,1116915,0,1003708,1237560,969100,884715,0,979128,1305721,1099545,0,1155588,939899,813483,972733,1017170,474631,1018343,1073184,1159665,0,1413992,1143707,1380984,1369566,0,22660,1237537,1095268,1209919,1384806,1113661,1019569,1091957,388284,1040043,1203660,953395,0,1164253,1089727,1110963,1142207,0,281200,1029514,635702,1417447,986898,1028139,1105769,0,947337,949769,1516587,1172280,0,1091196,1075797,988069,1569099,1092996,102,1025569,933316,1330369,1109605,1036689,942101,1027653,936344,312160,0,1366264,1212967,1140886,1035216,1103198,1492434,961967,0,1110852,1010250,0,987875,1002440,1101316,950424
2,1756918,3877209,1680576,2917999,0,0,2441062,4080187,2691637,0,187960,1477838,3212816,4286213,3138314,3599427,0,2849760,3339053,3078983,3441079,0,3219488,1563074,3720380,0,3102121,3198787,671948,2630598,2844813,385200,3662042,2613073,4283952,0,1566420,3371123,1525044,4233412,0,35310,4169364,3605476,4430791,4132786,4119632,2664892,3376987,255214,3098402,3290341,3509832,0,1287145,3106128,3082195,4232682,0,284290,3782527,572801,1612331,3019422,2880690,3857367,0,3596368,2660174,1614064,3767368,0,3994737,3690447,3256376,1652396,3518945,103,2978159,2680202,4009417,3259605,2884914,3105994,2931751,3446276,196066,0,3249780,3314792,3503559,3199831,4056987,1634423,3606470,0,2794683,2879017,0,2850970,915653,3094067,3164533
2,1819433,2290758,1897842,1206336,0,0,2018065,2339597,1340297,0,478960,1694404,1397504,2438852,1408289,1808317,0,1276636,1621138,1352289,1693871,0,1391295,1814882,1834641,0,1471403,1394530,1087815,1244766,1199712,734553,2095621,1288158,1985788,0,1796031,1712736,1759548,2427079,0,0,2391697,1513149,2039260,2294474,1940332,1274710,1524981,604391,1649725,1616600,2002407,0,1588891,1353375,1597955,1997558,0,291300,1773070,929054,1868505,1333973,1214903,2188006,0,1597051,1199053,1839838,1874943,0,1840586,1706292,1385322,1883091,1510835,104,1326607,1198240,2346434,1568071,1198329,1292432,1247093,1821310,509891,0,2227052,1559090,1765773,1353221,1957022,1828175,1631603,0,1334128,1254645,0,1161889,1324705,1599374,1333143
2,772450,724088,746092,303876,0,0,736172,768079,459740,0,305800,669472,362489,749132,408674,649357,0,348530,581207,356975,561761,0,432592,716119,607214,0,524056,409059,515616,375143,297187,370725,620094,424712,641423,0,697559,616836,686171,774628,0,0,706729,561321,683731,760587,560347,399097,557383,358090,558349,618902,578148,0,666420,347037,577144,603535,0,203300,505126,470546,731273,338195,310391,637299,0,456882,369723,748341,679901,0,520826,572812,412657,759634,552964,105,349189,365491,735643,578284,303564,351626,333698,554989,312692,0,733655,662804,638804,375823,560782,726640,472206,0,461973,323423,0,298379,583611,572506,383160
2,2280881,2381980,2258144,734431,0,0,2190556,2273962,1329541,0,562700,1941100,828043,2420274,839567,1815162,0,999165,1815535,759528,1908390,0,830637,2012975,1823879,0,1591579,829034,971929,1142567,802457,768305,2131218,1269974,1735351,0,2030113,1760163,2008119,2505745,0,0,2426889,1736541,1798056,2383914,1494067,1252352,1730648,669118,1783483,1727021,2076443,0,1858987,807413,1632738,1648899,0,286100,1302787,867056,2007082,714889,794383,2188729,0,1107463,1053512,2250183,1800130,0,1409566,1794882,820009,2313391,1713168,106,971212,971676,2423279,1713520,788727,694593,747321,1987169,669880,0,1975005,1764858,1803946,816677,1530277,1992797,1154852,0,1410286,863619,0,775713,1334122,1711810,730727
2,496274,454409,493780,296782,0,0,455765,503530,493567,0,99380,438800,366066,507620,329911,582215,0,391282,596392,359870,528753,0,351375,483240,577738,0,561564,333651,253120,425084,305857,168556,490455,464026,421050,0,455530,625045,457080,475534,0,0,502199,598744,448953,519403,405190,439658,569824,143000,532726,606824,483233,0,406880,359356,575798,412970,0,51042,387311,220660,469170,327256,337114,475222,0,368307,402660,494240,596353,0,394430,591244,344127,493560,575990,107,396629,385085,465731,572658,326426,325018,323501,489675,121058,0,627557,614256,627509,368430,401788,489520,362657,0,524113,348604,0,324616,317780,558283,333061
2,1910439,1961677,1950784,635075,0,0,1907751,2005117,1068489,0,163100,1558644,658106,1994510,591491,1466746,0,856820,1369662,618695,1440171,0,613516,1607676,1525078,0,1226722,602115,875149,929055,683681,498247,1662078,1035864,737962,0,1589295,1426582,1643540,2065212,0,0,1926078,1432845,791940,2072451,681302,1018904,1379048,325050,1378484,1397153,1579435,0,1346807,651961,1332662,716129,0,75300,684670,693047,1643804,579273,703462,1727477,0,627841,882577,1964553,1540878,0,696159,1496492,600519,1981322,1382148,108,839958,840304,1979945,1381886,666224,553354,645996,1525343,208900,0,1917513,1379087,1466952,646067,663511,1848714,633771,0,1125647,759059,0,674109,1092573,1349909,572026
2,1748660,1476163,1746530,1098758,0,0,1720620,1587149,2285487,0,698100,1803903,1192162,1723774,1096563,1560239,0,1598494,1419309,1204573,1222252,0,1159680,1474637,1420843,0,1759396,1119541,1147509,1855651,1232993,1102027,1365399,2217268,1745036,0,1615871,1471802,1767030,1693794,0,0,1534582,1252369,1825667,1655597,1591111,2119575,1165219,892283,1111563,1324100,1360984,0,1286541,1150604,1377987,1657542,0,277800,1504073,1139926,1622410,1153780,1216039,1466802,0,1316504,1683056,1778505,1544417,0,1579313,1321025,1124083,1856562,1177464,109,1519087,1597314,1672754,1085169,1350831,1052486,1094781,1270808,778071,0,1595861,1323325,1502659,1158061,1589658,1394793,1381447,0,2067394,1379102,0,1120725,1175941,1084666,1077346
1,4370609,6128371,4429309,3962425,0,0,4534980,5493278,4350676,0,4323375,4659378,3548421,5662722,3470488,3971339,517639,4493835,3750608,3243279,4007574,0,3370098,7391759,3788105,0,4161438,3420909,6392331,4230727,4332296,5630452,4581665,4349744,3851318,0,5290696,3523380,4525459,5930444,0,1267619,5279237,3460443,4458433,5913801,5243446,4239801,3569007,5257545,3831849,3593624,4639051,0,6896094,3925194,3391578,3967497,0,3385440,4486291,5814792,6707410,3007848,4953827,4851260,0,3840082,4142780,4376347,3929213,0,4051648,3685143,3196788,4465903,3416171,110,4737528,4202647,6099769,3755759,4772861,2995741,3897283,4477337,4834266,0,4762401,3559764,3965685,3445552,4015709,4367060,4160598,0,4462709,4701182,0,4894498,6526425,3810596,2947847
1,2616734,3258440,2880633,1511211,0,0,2523960,2498837,2407006,0,3440176,3209717,1402321,3358467,1494682,2677415,1651681,1747769,3191228,1181264,2736551,0,1504147,6445798,2918549,0,2806739,1473217,5025233,1970469,1659980,4340347,2755691,2205582,2306115,0,3595911,2704973,3187108,2911611,0,1827295,3204279,2839117,3228330,3431412,2978158,2061544,3048930,3965176,2673754,3214029,2817637,0,5932268,1504597,2892456,1955190,0,3032270,2079979,4611925,5332970,1239778,1975293,2907811,0,1710253,1924198,2721552,2925527,0,1903269,2797730,1575410,2915018,2917884,111,1832848,1810038,3113470,2983198,1878837,1487772,1489411,2836478,3773465,0,2424168,3067673,2729309,1283911,2163307,2810987,1857908,812761,2584665,1848724,0,1921564,5207344,2869947,1582718
1,9210404,10021500,9570374,4117096,0,0,8972998,10336409,2638234,0,10466274,10705757,4386347,9329982,5468164,4152539,3793257,3744454,2805991,4295556,5853658,0,5249740,16673733,4380052,0,2669146,5267823,15932040,3121320,4332549,13891455,6988481,2706882,3070371,0,12376354,3687760,10021538,11249736,0,4906471,8675415,4481881,0,9753705,765926,3079874,4953126,12626451,5430127,3299072,6655521,0,16166073,4508986,3432318,4507811,0,8467507,7932618,14641998,15191723,4211111,4657803,7567265,0,6493394,2865578,9401754,4395871,0,5586383,4448320,5031404,9564551,4721899,112,4201898,3200930,10558629,5260882,4867262,4301366,4306030,6255727,11459474,0,9200156,2723114,3991370,4456282,3038063,9619069,7340245,1551071,2515513,4172520,0,4868284,15995383,5325116,4477491
1,4185644,3535522,4562983,1882397,0,0,4064408,3726526,2008255,0,6297515,5267847,1984591,4110301,2637786,2464300,2124109,1917341,2162079,2134036,2954429,0,2569203,7854229,2449972,0,2088874,2629568,8035714,1974210,1960698,7484086,3443499,2015115,2626356,0,5875564,2395551,4941307,3501198,0,2970240,3927775,2445682,3071346,4131085,3450263,1985725,2660933,6953275,2827643,2342070,3181220,0,7834496,1982421,2267333,2568860,0,5794802,2874180,7615551,7271738,2122465,2004565,3660837,0,2903088,1908765,4147208,2532387,0,2555465,2481455,2425902,4264652,2554435,113,1966306,1878460,3364694,2726436,2074295,2185037,1909320,3078253,6461251,0,3784623,2258058,2524083,2141401,2893493,4717491,2846293,671907,2050813,1932691,0,2015803,7921819,2803104,2296293
