borough,1938-39,1945,1935-36,1985,1915-16,1911-12,1940,1942,1972,1905-06,1921-22,1932-33,1988,1947,1997,1963,1918-19,1978,1969,1990,1953,1908-09,1995,1929-30,1961,1912-13,1970,1996,1926-27,1975,1984,1924-25,1950,1973,2005,1914-15,1931-32,1965,1933-34,1943,1907-08,1919-20,1948,1959,2006,1946,2002,1974,1957,1923-24,1954,1967,1951,1904-05,1928-29,1987,1966,2004,1909-10,1920-21,2000,1925-26,1930-31,1991,1981,1949,1910-11,1998,1976,1937-38,1962,1916-17,2001,1960,1994,1936-37,1958,station,1979,1977,1944,1956,1983,1992,1986,1952,1922-23,1913-14,1941,1968,1964,1989,2003,1934-35,1999,1917-18,1971,1980,1906-07,1982,1927-28,1955,1993
3,1325117,1903129,0,610975,0,0,1650714,2105910,900366,0,0,0,688289,1989446,681846,1407936,0,711750,1233136,668557,1617382,0,686814,0,1495982,0,1119144,697107,0,737721,621245,0,1831968,856458,1068326,0,0,1387040,0,2089719,0,0,1993364,1565400,1137802,1995536,1052494,826738,1555565,0,1529544,1222884,1757236,0,0,664739,1229367,1053000,0,0,952363,0,0,617782,602972,1862627,0,794828,684972,1042654,1460000,0,1002502,1506814,668849,0,1535002,312,702700,670739,1836685,1490596,578794,598703,649160,1688433,0,0,1916139,1202807,1419996,633418,1057088,0,887146,0,1012953,627476,0,551772,0,1494565,627039
3,772204,1442644,0,396214,0,0,992780,1473802,600992,0,0,0,423063,1412596,424941,961269,0,444112,780961,367232,1391984,0,414023,0,1053905,0,689769,415699,0,468775,391945,0,1409287,566177,597146,0,0,904520,0,1515750,0,0,1436348,1118095,591626,1432160,630824,532122,1173726,0,1260067,785860,1457427,0,0,396254,808465,609108,0,0,581193,0,0,353390,376474,1412829,0,480265,431221,554889,999134,0,605843,1088566,405520,0,1163875,313,446662,419801,1432235,1190169,365172,347140,404271,1465576,0,0,1158134,767021,936445,369745,603868,0,561691,0,639140,395785,0,354253,0,1193011,364194
3,1471828,2137736,0,545070,0,0,1827726,2199697,738414,0,0,0,719443,2394058,638153,961100,0,585158,1040221,601953,1379974,0,661125,0,1120945,0,865683,669615,0,633499,645764,0,1617125,709961,969859,0,0,1123154,0,2190277,0,0,2141578,1126716,1010646,2409027,995803,684318,1146710,0,1251723,1071755,1525322,0,0,579101,1043296,958173,0,0,955839,0,0,594640,495330,1734296,0,738637,592216,1102573,1008382,0,994410,1132841,652723,0,1104810,314,565154,580166,2053357,1243250,499605,596067,569723,1492183,0,0,2002319,1071076,1011016,612052,955062,0,972792,0,794285,513521,0,473541,0,1220755,622768
3,2773972,3704576,1635364,1524307,0,0,2993650,3723949,1513851,0,0,0,1667695,3862376,1712275,1964511,0,1435749,1812236,1718493,2592692,0,1777083,0,2053870,0,1652744,1743221,0,1376863,1410778,0,3286014,1469478,2271946,0,0,1896538,919700,3741236,0,0,3698891,2039654,2409331,3925145,2106243,1461313,2175179,0,2312804,1798903,3094114,0,0,1718272,1745814,2214967,0,0,2105943,0,0,1632131,1501168,3430037,0,1908766,1335340,2404140,1980885,0,2092116,2055775,1814854,1823060,2067998,315,1496226,1325028,3572541,2275850,1411765,1637389,1647916,2879855,0,0,3278313,1775780,1949924,1685679,2155562,1397345,1969467,0,1579039,1450394,0,1457423,0,2246489,1697410
3,2566843,3407581,1500567,1623957,0,0,2754211,3149778,1866842,0,0,0,1708828,3528613,1910341,2359401,0,1632056,2140676,1875339,2477857,0,1905140,0,2472832,0,1964254,1911416,0,1530248,1554802,0,2936795,1815888,2319763,0,0,2327269,884698,3241258,0,0,3416870,2515932,2327950,3657498,2328851,1702051,2428578,0,2359917,2086976,2786154,0,0,1688100,2112710,2338708,0,0,2367567,0,0,1778609,1593124,3059860,0,1994476,1523831,2403567,2440993,0,2396391,2489631,1950934,1712503,2464851,316,1682560,1515400,3334254,2441124,1538647,1735077,1689029,2625059,0,0,2919129,2052633,2364813,1875015,2301183,1276933,2149293,0,1882854,1563266,0,1531428,0,2388267,1824283
4,926733,1208240,349396,211798,0,0,948948,1225895,369626,0,0,0,238327,1274197,181542,662006,0,240473,542730,206947,830401,0,199596,0,684893,0,453411,195327,0,262069,216607,0,925553,335497,244254,0,0,611663,210763,1365991,0,0,1179134,684204,275914,1248213,245212,300767,718478,0,769026,568676,879575,0,0,232789,562480,232740,0,0,255531,0,0,203675,209380,993296,0,193678,237072,736663,676174,0,271923,707089,208888,432477,677700,317,236916,234047,1278181,753132,197287,201273,223035,855750,0,0,1002974,547645,654006,224195,241231,296415,213594,0,399560,208429,0,193550,0,766572,190333
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915690,0,0,0,0,629262,0,0,840659,0,0,0,0,851801,0,0,0,0,0,0,2126490,0,0,0,0,0,0,0,0,0,2101042,0,1817341,0,0,0,0,0,0,0,0,0,0,2146962,0,0,965975,0,0,714248,0,0,0,640954,0,0,0,0,1075486,0,871768,0,0,318,0,0,0,0,0,794919,0,0,0,0,0,0,0,80099,2043820,0,754803,0,0,0,0,0,0,0,834774
4,3502002,6431103,1760320,3331742,0,0,3915849,5898569,2791771,0,0,0,3291124,7072920,2585343,4116172,0,2848028,3398996,2998873,5658567,0,2842903,0,4292824,0,3008845,2699581,0,2581764,3328808,0,6749006,2792701,2173853,0,0,3907894,860392,6688672,0,0,6917572,4429916,2264150,6834774,2686896,2749521,4701685,0,5153065,3490429,6740139,0,0,3324906,3513344,2295796,0,0,3878334,0,0,2749317,2931898,6993158,0,3241046,2495625,3130977,4309511,0,3448908,4333939,2898423,2221513,4511505,319,2939567,2672939,6538766,4976945,3241879,2797358,3311454,6420089,0,0,4627218,3458562,3964147,3198818,2368533,1434748,3653047,0,2919174,2783647,0,2986330,0,4943106,2906554
4,997057,1480357,701766,923535,0,0,1228098,2147267,960937,0,0,0,774679,1418835,807793,1326428,0,1005423,1042683,796753,1094064,0,917129,0,1216297,0,954164,888977,0,905352,857457,0,1244323,922170,895702,0,0,1260649,423999,2380961,0,0,1437081,1312328,910220,1430549,967884,966489,1183771,0,996553,1112723,1137526,0,0,792826,1148368,968032,0,0,989876,0,0,809566,810440,1287850,0,863955,873102,880921,1263050,0,1000007,1279979,956761,827518,1214347,320,1000654,957433,1835308,1266722,866438,796076,854024,1068436,0,0,1633374,1127783,1284675,796504,962171,623755,949695,0,927878,848522,0,842275,0,1074230,910545
4,3496236,4489379,2465497,2343820,0,0,3560655,4402687,2106540,0,0,0,2617079,4541790,3465750,2801835,0,2033634,2552328,3029081,3108327,0,3616974,0,2883414,0,2283112,3490424,0,1939881,2204630,0,3894077,2059725,4338951,0,0,2682971,1287751,4693707,0,0,4438224,2817700,4355617,4678342,4687746,2032999,2792598,0,2808009,2465021,3638715,0,0,2562619,2404044,4428419,0,0,4607608,0,0,3063125,2016465,4158919,0,3863241,1854951,3215317,2810732,0,4700047,2893465,3697146,2866268,2762762,321,2131127,1913962,4544866,2819235,2120616,3242484,2478758,3411685,0,0,3884504,2483793,2779607,2751971,4464418,2066330,4205022,0,2212834,1963471,0,2011099,0,2648932,3516641
4,1600538,3029787,1304027,1749854,0,0,1730709,2049524,1860339,0,0,0,1888880,2581835,1982359,2282991,0,1687683,2192110,1870481,2313456,0,2038853,0,2294065,0,2036604,1974289,0,1663771,1714363,0,2515096,1830850,2856111,0,0,2264852,737267,2106800,0,0,2527098,2228382,2904102,2707043,2860570,1764556,2227232,0,2106564,2194505,2419603,0,0,1821341,2125407,2830363,0,0,2657446,0,0,1794249,1686537,2500830,0,2276821,1611091,1558268,2291086,0,2738594,2282290,2017593,1462323,2222004,322,1719124,1623872,2677532,2219430,1689154,1745664,1777419,2401722,0,0,1877781,2161391,2335885,1887764,2786042,1105347,2492862,0,1973290,1627839,0,1643846,0,2078126,1906660
4,1734949,2232764,1430792,1202526,0,0,1715176,2144397,1448248,0,0,0,1200346,2600468,1385494,1884273,0,1267850,1848253,1175856,1966927,0,1329299,0,1952464,0,1625046,1335333,0,1254112,1168297,0,2568925,1371100,2089538,0,0,1944750,629602,2260053,0,0,2551132,1905964,2137222,2453282,2100045,1368358,1872919,0,1816616,1897590,2353408,0,0,1166180,1842915,2085156,0,0,2016647,0,0,1144629,1206515,2410704,0,1619007,1204136,1612047,1948877,0,2111509,1960958,1272976,1593956,1834536,323,1315903,1226510,2215637,1902645,1156441,1149348,1161040,2288289,0,0,1885526,1886098,1940619,1224112,2054532,925975,1834865,0,1552852,1206608,0,1150924,0,1795909,1226803
4,951075,930929,1007912,592928,0,0,900501,1043479,597812,0,0,0,645370,950683,709220,708208,0,628007,693894,635255,592167,0,685321,0,673880,0,618907,717110,0,561776,587495,0,712480,583594,976764,0,0,770655,597968,1063717,0,0,884197,653577,987693,978534,974652,590604,603001,0,558936,733573,650481,0,0,625355,706949,934298,0,0,958693,0,0,625621,555113,784404,0,799396,557403,980526,700200,0,968872,674924,693926,1096920,586769,324,624952,581732,971590,585456,563969,605655,609739,621701,0,0,960130,722242,756385,640134,913299,937353,872496,0,605950,560222,0,558653,0,532029,635614
4,1406842,2442344,0,2089891,0,0,1804102,2706965,2016392,0,0,0,2084554,2261932,2773746,2349008,0,2056648,2298303,2179377,1733013,0,2677380,0,2143195,0,2134282,2789991,0,1927435,2131914,0,1830604,1976405,4122729,0,0,2308844,0,2811081,0,0,2158689,2025197,4198892,2408331,4082043,1998939,1971359,0,1635926,2251977,1877344,0,0,2070463,2135325,4119218,0,0,3676758,0,0,2257404,1996469,1927730,0,3072146,1888850,1231104,2279126,0,3841617,2082972,2621767,509514,1991372,325,2079447,1921578,2566821,1902150,2089167,2304033,2054892,1886334,0,0,2228916,2261594,2400606,2132424,4101976,0,3310572,0,2071436,1954680,0,2018508,0,1667743,2497601
4,2319890,2741420,0,2494025,0,0,2124825,2630052,2324470,0,0,0,2707860,2696355,2892958,2271319,0,2412945,2551417,2683170,2198938,0,2846828,0,2064645,0,2321804,2836271,0,2272319,2439695,0,2523844,2339454,5188683,0,0,2417848,0,2813293,0,0,2669549,1909710,5428004,2790027,4756421,2358249,1926497,0,1940506,2386616,2428740,0,0,2632515,2263519,4946239,0,0,4018340,0,0,2645144,2375027,2531856,0,3398561,2215054,1766061,2121742,0,4275175,1992517,2881611,674330,1894079,326,2521070,2267222,2710036,1977557,2391598,2707804,2537155,2334526,0,0,2314015,2456293,2382176,2730926,4758478,0,3710695,0,2318288,2340958,0,2358985,0,1913518,2786773
4,2490277,3318583,0,4666676,0,0,3023109,3665898,3588184,0,0,0,4697792,3840349,4657195,3360928,0,4487229,4218725,4358504,3168969,0,4558676,0,3117153,0,3910740,4474799,0,3988098,4708711,0,3839629,3666496,6755466,0,0,3874836,0,3621406,0,0,4073176,2546296,7121569,3559096,6468305,4002373,2462803,0,2776786,4045010,3848224,0,0,4679087,3748668,6437633,0,0,6130686,0,0,4375045,4419692,3954989,0,5433833,3992391,1893317,3275373,0,6254631,2859976,4753054,696012,2442354,327,4554137,4138688,3366564,2486029,4661063,4372304,4560176,3569112,0,0,3329687,4121250,3754138,4559817,6215717,0,5778531,0,3713482,4296469,0,4495822,0,2419377,4584843
4,755364,2347284,0,3483045,0,0,1371748,2459666,3850116,0,0,0,3530738,2323209,3728173,4632420,0,3801902,4880015,3309494,2989117,0,3416884,0,4484469,0,4303171,3653857,0,3581665,3553838,0,2618505,3800501,4687044,0,0,4701870,0,2581811,0,0,2376181,3685884,4797795,2412082,4932412,3766744,3312611,0,2935823,4746653,2738079,0,0,3445019,4388415,4709655,0,0,4689486,0,0,3167973,3619116,2563981,0,4083824,3510386,657664,4620838,0,4877084,4071819,3460054,258650,3332861,328,3989755,3538104,2390175,3358628,3582261,3098608,3419408,3029941,0,0,1924122,4831084,4776686,3406069,4741580,0,4293629,0,4002009,3605143,0,3564161,0,3040468,3261544
4,215700,1034202,0,1900057,0,0,579873,1125300,2471342,0,0,0,1888528,1086763,2101914,2837987,0,2424716,3008920,1877966,2204762,0,2033151,0,2758452,0,2714577,2094608,0,2349154,1964013,0,1414231,2437809,2678389,0,0,3150888,0,1184991,0,0,1171423,2484259,2719842,1061170,2608034,2450879,2375928,0,2273224,3050914,1637860,0,0,1867795,2903119,2615090,0,0,2476908,0,0,1814801,2110191,1254670,0,2317157,2316703,130292,2756184,0,2533905,2647669,2038141,56415,2422696,329,2439874,2284003,1063423,2419899,2021741,1813691,1861819,2087461,0,0,819416,2991023,3058418,1900010,2588095,0,2329134,0,2538784,2141666,0,2045110,0,2311889,1916020
4,2770640,5157990,0,5829388,0,0,3469203,4861550,5942838,0,0,0,5945280,5330225,6144292,7171535,0,5701078,7200987,5791662,6563785,0,5975840,0,7324943,0,6685168,5989951,0,5597222,5977225,0,5490452,5806146,7872552,0,0,7332427,0,5337409,0,0,5372481,6805497,8123956,5429241,7853067,5833141,6754074,0,6599847,7140262,5750126,0,0,5883179,6855231,7876546,0,0,7724281,0,0,5665261,5824620,5321371,0,6839005,5462828,2137806,7223797,0,7971741,7084654,6048244,726569,6774261,330,6051748,5460363,5114218,6771672,5982751,5685565,5847168,6597986,0,0,4095971,7098423,7325305,5964180,7705078,0,7354446,0,6351348,5596346,0,5902920,0,6687816,5784114
4,889180,1264700,0,655325,0,0,1238473,1349239,767089,0,0,0,686051,1214461,850872,984608,0,692176,925286,508780,1203530,0,791934,0,1044973,0,841049,790082,0,648072,654782,0,1147181,711079,1128578,0,0,918189,0,1371819,0,0,1212035,1064896,1141863,1261105,1142805,680385,1108962,0,1168873,948054,1238566,0,0,683882,882749,1144755,0,0,1138737,0,0,516263,655666,1154810,0,965419,644752,540726,1022903,0,1129511,1060596,763236,180285,1085343,331,709660,660559,1271401,1156910,653295,528091,650627,1285906,0,0,1260511,929234,953311,555022,1131027,0,1068609,0,776888,642466,0,649551,0,1146191,657964
4,3612114,7354934,0,5641550,0,0,4671683,7185118,5512628,0,0,0,5716314,7918265,6047077,7082833,0,5736712,6669838,5546993,8302505,0,5851247,0,7096617,0,6108943,5707262,0,5369674,5773301,0,9669727,5469239,7338540,0,0,6887093,0,7531625,0,0,8570637,6882816,7630925,7766902,8023471,5507535,6961191,0,7650628,6525970,9829653,0,0,5707545,6302675,7499043,0,0,7693800,0,0,5395762,5625732,9273418,0,7021647,5302252,2876164,7087644,0,7774734,7038175,5952121,1400969,6916225,332,5750603,5427241,7412072,7259061,5786005,5468416,5632812,9150360,0,0,5900222,6625183,7064586,5664778,7631641,0,7365931,0,5760443,5523802,0,5693103,0,7392418,5629459
4,639542,760819,0,1643695,0,0,881132,1054949,1549969,0,0,0,1651058,788693,1305691,1938931,0,1575475,1846948,1188490,1162254,0,1289037,0,2019769,0,1716606,1305628,0,1436821,1657307,0,778491,1542044,1733931,0,0,1834915,0,873524,0,0,742892,1787542,1794900,860558,1761895,1501878,1638983,0,1141415,1833693,810656,0,0,1644413,1718145,1709084,0,0,1743676,0,0,1153917,1585499,758546,0,1539520,1437799,469353,2015749,0,1752752,1942742,1316032,61224,1707919,333,1707346,1437076,781882,1540230,1609709,1121781,1630046,863006,0,0,1039959,1830637,1905092,1232840,1693134,0,1638500,0,1570533,1532114,0,1599699,0,1294228,1210296
4,3324274,3974948,0,3378176,0,0,3866671,4294776,3014181,0,0,0,3192482,4064916,1014196,3351476,0,2943199,3428317,947817,3519372,0,979869,0,3347579,0,3221092,978201,0,2704116,3312287,0,3627712,2875116,1336821,0,0,3347203,0,4288449,0,0,4056515,3299450,1377422,4205806,1379915,2838173,3290043,0,3295754,3259139,3647276,0,0,3334541,3063633,1366571,0,0,1367453,0,0,870663,2936090,3820461,0,1195684,2640859,2571328,3284565,0,1372551,3328381,988391,324041,3307531,334,3079599,2713337,3980559,3347489,3222613,843740,3331295,3713465,0,0,3888762,3310728,3412593,1164994,1344339,0,1304927,0,3142545,2788689,0,3030034,0,3328405,938073
4,2908799,7892682,0,4716630,0,0,3338138,7898798,4602199,0,0,0,4898549,8640132,1591135,5059707,0,4626221,5185622,2586550,5593907,0,1692514,0,4778745,0,4917146,1621431,0,4382701,4625483,0,8366382,4548976,1754436,0,0,5261962,0,8724818,0,0,8798079,4541711,1782783,8501557,1896263,4524383,4758731,0,5314760,4963001,7785106,0,0,4955969,4809450,1779330,0,0,1996516,0,0,2250759,4638416,8412284,0,1810352,4231630,2405624,4965191,0,2020445,4538185,1811324,333843,4651277,335,4901519,4287723,8136952,5140689,4678189,2135718,4818542,6921063,0,0,5590906,5070672,5280108,3011869,1799855,0,1929754,0,4753134,4584549,0,4622802,0,5170920,1908769
4,10961088,11704270,0,5672949,0,0,12866968,13081298,5516402,0,0,0,5421590,12803390,1922416,6600020,0,5439967,6396996,2166601,7223011,0,1941902,0,6685962,0,5932815,1915072,0,5044982,5628852,0,14370675,5431872,2323544,0,0,6875423,0,12446334,0,0,13638863,6468692,2404252,12402346,2462782,5303361,6495602,0,6840148,6472865,8201023,0,0,5793422,6201979,2344290,0,0,2448489,0,0,1718211,5395710,14289119,0,2192077,5010687,8598183,6723469,0,2494933,6753987,1961432,1136177,6439950,336,5667542,5047742,11942093,6712505,5512746,1666879,5655751,7364453,0,0,12697071,6408136,6816607,2523187,2346677,0,2299396,0,5618667,5291230,0,5379074,0,6719228,1861667
4,0,0,0,9591582,0,0,0,0,9151514,0,0,0,9187036,0,5826542,12082803,0,9348493,10521231,8058623,10441776,0,6342521,0,12123702,0,9882447,5982694,0,8642373,9752106,0,381884,9197630,6661425,0,0,11393446,0,0,0,0,0,11794324,6696942,0,7043211,8988804,11549617,0,10648382,10628838,7948770,0,0,9416939,10269471,6731071,0,0,7193402,0,0,7445515,9712411,0,0,6551150,8681097,0,12286690,0,7197237,12204303,6703733,0,11829672,337,9871382,8841886,0,11330618,9728532,7081157,9478718,10133024,0,0,0,10560475,11859873,8552375,6716202,0,6890473,0,9228560,9282319,0,9760293,0,10964709,6785030
4,0,0,0,0,0,0,0,0,0,0,0,0,36239,0,1236095,0,0,0,0,1054011,0,0,1244591,0,0,0,0,1259658,0,0,0,0,0,0,1489744,0,0,0,0,0,0,0,0,0,1466843,0,1476982,0,0,0,0,0,0,0,0,0,0,1421229,0,0,1456896,0,0,1084495,0,0,0,1327613,0,0,0,0,1428625,0,1243477,0,0,338,0,0,0,0,0,1128540,0,0,0,0,0,0,0,924389,1411353,0,1401117,0,0,0,0,0,0,0,1167085
4,932352,1184121,1143125,302070,0,0,1036097,1098392,369689,0,706267,1138804,302800,1161736,467143,504440,387090,303584,503079,468098,596551,0,487991,1182821,547489,0,448154,491743,1105842,304383,265631,943528,641879,336125,552109,0,1205488,469251,1131867,1122696,0,520397,955124,539888,564201,1174861,526906,318579,503449,911539,583390,447337,591937,0,1127806,310803,444188,557178,0,636969,543932,1036053,1165128,452785,312263,729136,0,480763,301067,894611,509525,0,547283,569045,443743,1019946,513614,339,315481,286428,1131626,545142,279690,403858,325109,596653,816731,0,1018738,473512,512989,449642,525808,1151503,473254,0,389858,305407,0,293818,1120753,584392,432003
4,1258863,1320586,1595252,234096,0,0,1293029,1270591,389082,0,1268341,1436671,211697,1262676,523163,522426,837807,251284,491785,424969,748226,0,530808,1352475,597782,0,436353,537218,1271248,293232,221464,1329000,879051,351411,729180,0,1395661,488122,1515080,1289052,0,1024672,1110363,570337,767389,1288128,687152,324071,601939,1336413,689313,482523,796069,0,1269414,236618,458967,708300,0,1129655,654333,1272979,1323435,431432,272388,981990,0,615101,271787,1290896,554166,78233,681993,587415,479823,1515246,593129,340,275169,241405,1290512,636568,237114,408871,247611,787980,1314102,0,1239049,477191,521213,352010,687682,1538924,626111,812349,401179,263568,0,265497,1267455,657528,458691
4,1124360,1028923,1208996,240419,0,0,1102287,1121879,395495,0,1110921,1187480,250331,984678,522420,501227,799406,280936,498686,406306,651969,0,516521,1286528,539631,0,450873,538639,1188672,316026,252742,1199570,682859,372600,659876,0,1250053,503421,1194350,1113819,0,966606,872729,532092,702374,1007992,651842,340135,554322,1230007,614864,464106,666811,0,1257729,254726,465186,653122,0,1014353,642137,1170469,1244907,413875,284056,761914,0,597237,302344,1121904,520278,58294,701132,537759,459452,1147280,554336,341,299096,278406,1045168,580890,251979,392987,249448,661682,1163895,0,1094923,453851,507531,342940,627814,1183690,607305,637699,403456,282157,0,260879,1208897,609567,432580
4,1465459,1491759,1726003,343315,0,0,1454826,1471130,563452,0,1280693,1706882,322503,1474852,719167,836554,935899,431721,716905,526939,913927,0,699617,1653893,921054,0,644418,732957,1594157,463912,361418,1510456,1105296,511386,1085551,0,1729947,757278,1731876,1492691,0,1111150,1326287,904812,1147011,1486671,971635,477386,970168,1464390,906588,673442,1019748,0,1583095,338312,670987,1062549,0,1168429,887728,1606297,1673736,531992,414959,1179643,0,803909,446480,1525204,872820,83144,959802,922301,622093,1634318,950560,342,444848,416661,1456327,1000535,374188,501406,355974,975155,1407360,0,1416872,684434,809657,475135,978734,1687430,811218,833578,591921,408517,0,379140,1567151,981088,573965
4,1625327,1670220,1801069,347240,0,0,1688540,1737822,570333,0,1750079,1739025,348645,1566669,683207,753873,1202039,405634,692075,492889,1021314,0,634661,1823194,830789,0,645665,670688,1789725,474341,355365,1804141,1135698,527255,1038453,0,1775576,704816,1716254,1761319,0,1431441,1400925,832654,1105465,1618458,997479,496707,893262,1846347,985054,666133,1068895,0,1791604,360803,655184,1052091,0,1518961,923953,1774861,1774677,497727,384702,1228494,0,812337,443537,1630845,785263,100292,986167,841201,560672,1699314,882336,343,401458,399546,1689314,926189,366455,471447,355732,1049560,1793300,0,1654754,666484,745757,436504,1009608,1709616,858008,1057103,593215,385623,0,379709,1750406,939568,530100
4,1177831,1212086,975958,333860,0,0,1194990,1137808,421402,0,900987,954341,353035,1322081,595913,549816,613691,386602,523981,509779,781538,0,583578,1027716,588505,0,470012,594176,1053495,365638,344446,1083172,969280,400489,1002298,0,1018034,532750,957956,1185852,0,724882,1199850,524350,1094080,1297192,954450,381714,504328,1099545,545177,510990,883769,0,1039197,337236,507839,1021645,0,796330,913014,1053495,1033760,498550,406422,1151047,0,828231,348351,1227319,561388,50833,936366,562958,534567,980540,509886,344,400262,340205,1188586,522436,348292,469599,350910,838873,1025459,0,1157302,505255,561033,457896,982299,974064,852946,499596,442664,383592,0,388843,1034299,524838,515742
3,582205,613172,607262,201386,500539,488472,566465,611505,137265,0,437855,584502,207528,636180,240731,227896,315041,154359,179064,242392,365209,0,232829,604528,254787,473865,166098,246351,521720,136845,202826,513236,469316,139663,368182,479633,608684,196929,582805,651203,0,371782,570928,273100,593808,641906,397476,137652,295934,498242,312988,183468,435724,0,554157,206724,181810,369361,0,404062,333286,515715,574949,229758,293016,498511,0,293127,131254,585748,231036,500470,384611,263311,214536,619331,291941,345,159875,135329,614944,311959,201096,219012,224106,399619,466390,480278,584874,177964,219486,237981,394158,591430,301280,280835,150724,169241,0,301278,521562,309916,217885
3,1398307,1651904,1501485,758142,850876,901383,1536149,1672428,649460,0,1380423,1505318,786118,1630914,956683,817354,919088,595374,763359,963092,957474,0,983195,1719580,862663,852590,712199,949352,1885800,556726,696871,1851135,1139647,604500,1428345,854437,1562364,784183,1508766,1670567,0,1035616,1495699,836555,811741,1645229,1285085,580437,878550,1768948,912515,723913,1039554,0,1799364,816578,709154,1284988,0,1143872,1195070,1878300,1617343,922786,389775,1237944,0,1131938,542774,1401771,834566,872276,1242289,853678,913489,1450520,864683,346,674169,525628,1642402,882275,711333,870230,787121,985877,1532827,874035,1544705,733402,812438,900821,1282122,1507543,1128011,857363,672219,691282,0,350395,1870652,884715,926497
3,1155888,1244465,1214277,584121,919192,912048,1120321,1195909,491788,0,1345731,1172716,601502,1213404,654371,608598,904420,532979,548275,686266,767080,0,653333,1437795,643407,904718,517824,651022,1513908,476074,591401,1513929,919579,489064,496936,889228,1278736,559776,1186721,1237852,0,1026474,1172234,649285,945068,1232011,886048,474842,671973,1542094,673016,522030,847100,0,1436426,600242,512580,893055,0,1114380,853214,1503795,1367597,608163,310523,1011917,0,813549,471090,1153623,626104,906535,872507,644647,587895,1182563,666234,347,593439,486576,1218177,672909,742841,553254,606340,816533,1435423,919712,1117139,513943,590206,660472,861178,1199396,830750,878395,504299,585634,0,289467,1471633,658720,587596
3,1083379,1078166,1227559,487838,723648,711778,1112132,1142047,561261,0,1265583,1144530,553220,1064591,632993,645858,821477,544138,611734,631671,670603,0,645845,1275003,672981,692727,580086,626388,1350634,513854,448488,1403755,756683,533065,944693,683562,1214255,604143,1129147,1122953,0,923246,1003610,649556,704932,1077127,836769,529283,649032,1382763,621597,569747,713398,0,1324422,532028,565069,824002,0,1031371,806004,1360866,1230201,586767,698493,843335,0,769497,492717,1099654,660497,754386,835133,665228,585511,1157114,648944,348,579971,496778,1061785,633746,42030,550518,506283,705584,1280792,708856,1131940,574383,640694,594576,804319,1139678,795633,753001,568687,552739,0,620405,1340457,625723,580765
3,1010064,1022171,1126518,427699,568601,525766,1025391,1041788,564361,0,1013917,1080312,442017,1023205,518846,548673,627862,494672,537541,496676,612660,0,535672,1223986,597431,514119,556097,530890,1236662,523655,364649,1196830,722202,552346,724441,553772,1178269,517711,1072148,1032323,0,732986,979547,575140,523111,1038953,662404,540388,583999,1191470,579895,493464,651340,0,1236984,461910,485004,702250,0,814163,657301,1184295,1211697,475455,509471,803193,0,604269,493808,1005682,565493,585430,665636,590949,482367,1060449,598806,349,514475,467557,999385,576638,37608,456305,451981,624675,1082650,536719,1028631,507406,540010,484759,669551,1082141,603460,581995,571456,504035,0,464499,1227384,565276,494780
3,684789,759082,772762,95190,258554,267984,738653,671914,278715,0,550094,699976,98211,777927,231846,297666,412197,174522,312184,149939,332104,0,195736,808325,283575,244162,286171,198095,875936,238953,75275,791011,422206,266787,333183,256049,723603,316514,727321,630607,0,420781,653485,279573,581954,814488,663227,255302,280847,739893,287697,287104,382419,0,853974,96677,282445,723947,0,481847,561452,848627,752860,148316,149402,484910,0,388882,205301,680867,281311,265639,621905,276781,163042,709073,290873,350,175937,190906,666416,282509,10605,137632,98521,360024,620479,255844,692683,289527,312965,142817,682934,735670,473003,314928,292431,157232,0,127769,858702,278948,146517
3,1395100,1557367,1684367,406253,1870296,1763565,1335997,1416282,914626,0,3133000,1773350,391974,1674561,440170,1120714,2604855,468286,1153943,397923,968879,0,422878,2288081,1154072,1717344,1057053,417018,3315731,657545,375644,3288787,1308064,821405,674895,1758531,1980853,1095445,1696999,1457486,0,2847801,1658997,992138,704068,1676641,598079,736636,862391,3261986,863256,1045725,1105406,0,2467414,392147,1020135,626307,0,2973900,442672,3275710,2129496,380549,441525,1475083,0,510775,548517,1442302,1137084,2056789,472913,1059473,408466,1487292,930938,351,466087,488291,1441386,833721,421794,389012,381624,1036044,3159036,1805056,1344534,1059370,1148703,407938,601795,1663065,475925,2277067,987326,443176,0,418625,3305290,814978,390356
3,2423560,2687184,2564903,829989,2790635,2571710,2369971,2477137,1498690,0,4207824,2601742,800512,2886270,856894,1987415,3258110,887199,1930297,776653,1625564,0,845258,3293377,1918376,2567733,1755163,822364,4278592,1069502,753544,4311513,2103369,1358916,1312532,2729560,2790855,1957290,2517074,2560414,0,3875895,2720958,1662318,1393164,2941339,1023710,1223716,1556693,4373909,1493662,1843864,1848833,0,3465633,814807,1819451,1244439,0,4073325,1093788,4297584,3049795,729110,835304,2360673,0,1005791,964090,2475862,1987841,2873966,1090096,1793564,813888,2532499,1609128,352,866314,886300,2492559,1506730,793161,742167,796504,1744295,4258516,2766874,2387580,1851674,2022322,811888,1187843,2482471,982795,2973795,1670621,801465,0,795760,4177827,1464036,760513
