station,1904-05,1905-06,1906-07,1916-17,1908-09,1915-16,1917-18,1911-12,1912-13,1918-19,1929-30,1930-31,1928-29,1919-20,1926-27,1946,1925-26,1923-24,1921-22,1932-33,1933-34,1944,1942,1949,2002,2003,2000,1992,1991,1993,1990,1994,1995,1996,1976,1977,1997,1982,1984,1985,1983,1980,1981,1978,1989,1986,1979,1987,1988,1975,1974,1973,1972,1998,1971,1999,1970,1966,1968,1967,1969,1965,1963,1958,1959,1961,1960,1962,1957,1964,1956,1955,1954,2001,2004,2005,2006,1953,1952,1951,1950,1920-21,1922-23,1924-25,1914-15,1913-14,1941,1948,1934-35,1935-36,1937-38,1938-39,1936-37,1940,1931-32,1943,1945,1927-28,1947,1910-11,1909-10,1907-08,borough
396,0,0,0,400940,0,99860,424260,0,0,650270,1338327,1242549,1241822,619210,903197,1735658,920074,1008899,662380,1021875,1129718,1813772,1641556,2103596,1576228,1626564,1386684,1377884,1500825,1347595,1530791,1325869,1242084,1269534,2265580,2275030,1076144,2499856,2489664,2363524,2519479,2457736,2541505,2318245,1781403,2310594,2478533,2230854,1863787,2388542,2518179,2504498,2752314,1096777,3134746,1287449,3424122,3386556,3477164,3487822,3611995,3392035,3111697,2917988,3015790,3006687,2959019,3120111,2816344,3229441,2602415,2439364,2376831,1570022,1719781,1703096,1773821,2461192,2465675,2298906,2166475,690780,913665,953892,0,0,1509613,1979714,1148939,1292980,1379281,1528444,1274453,1597372,1127537,1816950,1732769,1072225,1807158,0,0,0,4
397,0,0,0,2582365,0,2342628,2525136,0,0,3118800,6328547,5945717,6287039,4393000,5334047,2783058,5296837,6233085,5382300,4917890,4071079,2799380,2675821,2410556,1723353,1748051,1749341,1250324,1338260,1252976,1560054,1240025,1263012,1326163,1319836,1297273,1442719,1428532,1511838,1547349,1506589,1360829,1473653,1314521,1500893,1535924,1372785,1486729,1443874,1343215,1466769,1602008,1666201,1694923,1702312,1680570,1693108,1677603,1666398,1651818,1686475,1803058,1809207,1931053,1944062,1862797,1899683,1869024,1952547,1837110,1935195,1972598,2150341,1844675,1841456,1858943,2016912,2384755,2438938,2377663,2444571,5286100,5881140,5447212,28610,0,2519797,2629545,3658149,3630551,3131210,3025126,3677165,2748826,5474920,2848814,2678394,5901891,2842218,0,0,0,4
398,0,0,0,200400,0,0,711000,0,0,987900,6180936,6006485,5826338,996900,4948105,4460509,4451172,2585411,1126500,5168101,5495403,4350513,4705848,4138560,4774750,4662751,4534284,3090800,3229877,3327276,3365348,3556768,3610904,3759692,3216297,3187915,3810177,3433201,3455270,3480173,3501344,3264421,3413210,3317699,3511301,3447980,3388851,3493521,3498572,3244820,3341842,3375186,3415345,4235703,3534465,4395115,3608278,3379154,3571338,3532842,3752576,3578360,3604178,3742551,3702071,3722887,3728440,3678108,3773252,3671142,3755202,3759082,3834351,4684867,4706455,4794029,4941924,4094844,4002942,3992082,4057928,1243100,1479472,3850456,0,0,4872034,4410798,5565375,5924280,5230979,5229614,5719325,4853737,5504702,4614113,4284650,5475345,4345619,0,0,0,4
399,0,0,0,343800,0,0,1093200,0,0,1334300,4046031,4015630,3738775,1648200,2980473,2244084,2694173,1993983,1634000,3534869,3144263,2128175,2548921,1793907,3046649,2912579,2720539,1850126,1910002,2100933,1947144,2195663,2200203,2334534,1575290,1550426,2392670,1729964,1811729,1829111,1793173,1660804,1710870,1624021,2017441,1849422,1667818,1870355,1951464,1578662,1638648,1652950,1661521,2543903,1743363,2625687,1804457,1768905,1810127,1836892,1863651,1847088,1750849,1759599,1768907,1805101,1790468,1791549,1767162,1849334,1790484,1809057,1808491,2878864,3036773,3182143,3266184,1903787,1847726,1826193,1801686,1700300,1624697,2392521,0,0,2585783,2005084,2851368,2815340,2697655,2695127,2771280,2641829,3749355,2376641,2095574,3442789,2161946,0,0,0,4
400,0,0,0,424100,0,0,1237800,0,0,1609600,5355516,5414561,4848498,1985800,3882789,3165448,3391068,2633109,1990600,4824016,4664470,3112722,3458244,2574360,3885569,3868714,3734938,2518061,2494940,2692491,2519503,2878882,2997961,3170604,2179676,2169780,3238855,2499663,2544920,2535832,2554561,2421366,2512181,2275499,2671644,2482554,2396734,2567743,2655976,2198110,2232023,2220448,2236786,3587061,2292224,3725428,2362435,2294616,2366158,2389982,2455050,2439151,2367091,2404152,2389511,2381010,2384967,2374866,2448264,2490338,2447795,2480871,2519163,3780433,3982000,4046487,4173798,2702918,2705940,2668946,2633531,2024600,2188085,2945743,0,0,3613824,2834608,4619097,4659450,4301943,4202862,4508213,3942152,5058353,3312007,3091712,4506420,2977649,0,0,0,4
401,0,0,0,445850,0,0,1332450,0,0,1606300,5391308,5395801,4936428,1953800,3874624,3159198,3565561,2691008,1859500,4772635,4308938,3104423,3337421,2466223,3712393,3715489,3426057,2137223,2148019,2346700,2182720,2534601,2657857,2880807,2192873,2133728,2997271,2383437,2395701,2394479,2426043,2299934,2387691,2218776,2336550,2338723,2300058,2356700,2357353,2233864,2285980,2294153,2291839,3326320,2347969,3374355,2439842,2408489,2458244,2499003,2537897,2549572,2548755,2530617,2526106,2557579,2552654,2581674,2528652,2607674,2532189,2555687,2625321,3542286,3806187,3899010,4057520,2778411,2735536,2710553,2504507,1993300,2071871,3189076,0,0,3369979,2806125,4137965,4300156,3924547,3617558,4133433,3507298,4963513,3227240,3054198,4406216,3001693,0,0,0,4
402,0,0,0,185950,0,0,554350,0,0,673660,2349065,2338181,2357607,908140,1888019,1839962,1768305,1241211,928300,1998112,1883044,1900920,2033064,1429553,2055318,2054015,1865501,1263721,1259116,1350400,1275822,1447856,1498668,1607609,1275980,1252263,1658475,1489890,1531790,1508161,1516622,1409851,1496408,1327814,1480541,1493234,1389865,1534678,1573310,1284274,1316260,1349832,1354319,1808014,1376377,1871564,1427764,1469203,1498661,1507341,1515025,1545422,1528141,1539224,1556652,1512056,1546448,1504175,1514203,1574162,1537817,1564226,1599845,1941024,2123554,2186785,2259276,1739994,1677283,1659600,1503141,1068200,1033629,1425441,0,0,2043254,1615153,1795749,2881946,2201163,2210688,2854960,2110946,2144284,2014228,1833108,2024961,1733396,0,0,0,4
403,0,0,0,324300,0,0,667700,0,0,864200,1406415,1200641,1285399,791200,1133717,636624,1072063,1034875,800200,1000522,903286,836845,1258428,535176,539489,580183,476778,368636,366797,383883,386568,387314,393382,426183,508945,477254,395323,482099,470373,466733,484812,493437,497998,484888,419491,420182,504922,462766,482027,499847,486646,476297,471645,424825,454043,443129,466859,454526,442559,450163,463131,482647,530370,590044,563414,501136,511397,513252,616675,519129,618338,657395,621967,490623,599451,590683,629063,695346,674269,627833,584649,719800,883719,991172,0,0,1112965,617893,833460,880193,794811,875994,863270,977770,1074295,1241423,629605,1247872,658027,0,0,0,4
404,0,0,0,9359728,7694366,9149150,9770897,8458632,8942227,10048991,22436973,21408650,21767240,13320801,19881562,15694983,19357723,18744452,17379833,18763535,17509259,14881084,14442403,14294124,10007439,9905366,9923338,7617839,7653545,7681228,7686069,7749891,7684487,7907417,6266762,6194697,7983555,6459752,6431081,6648955,6594093,6514292,6563806,6530600,7804335,6931274,6759430,7338897,7631148,6626593,6648607,6446841,6589252,8755430,6646923,9269681,6746408,6515500,6832276,6780923,7013370,6833619,6730730,7864496,7190943,6821669,6830229,6668550,7877925,6893639,8019635,8389918,9624300,10154126,10068472,9857821,9746520,10937163,12260729,13221497,13727966,17105379,17811095,18859174,8663098,8963677,13693373,15318018,16785553,16666934,14230708,13532609,15619569,13740066,20253136,14686458,14856839,21382744,15776040,7755366,7839875,7083265,3
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7998076,0,0,0,782742,3662646,6766536,6630932,6946529,8990966,8716237,7800944,4958599,4573643,5476072,4529186,5844867,5912735,5793406,4333061,4240901,5734111,4430528,4632539,4605494,4686957,4435019,4472145,4530119,4461239,4594152,4680687,4669376,4696096,4583566,4806132,4678517,4736966,6697619,4831633,7361208,5051575,5281173,5350921,5377730,5538325,5816306,6031169,6047573,5940711,6194530,6015615,6037914,5915816,5982768,5761952,5521363,5449328,8433757,8697335,8475179,8738979,6008964,6359616,6383700,6543456,0,0,0,0,0,6181346,7916389,4745441,5226309,4931057,4999909,4826089,5597943,0,6667622,7247704,0,8165195,0,0,0,3
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5473373,0,0,0,0,0,4435498,4274612,4893660,2803185,2657635,2433404,1925176,1911990,1998392,1978979,2032763,2029758,1995781,2297921,2237682,1913415,1987605,2219425,2180810,2206813,2104882,2075084,2242419,1888122,2053230,2278596,2068570,2040398,2427289,2640940,2735455,2853511,2107676,2968508,2270964,3101099,3161300,3419978,3416477,3493141,3410869,3842748,3854216,3829904,3821935,3805893,3849284,3838215,3693873,4034958,3924762,3865965,2637290,2603327,2555849,2685746,4018873,4318989,4693545,4832616,0,0,0,0,0,3977346,5389578,0,163175,1653679,2181212,837930,3254926,0,4567854,4758618,0,5594596,0,0,0,3
407,0,0,0,1774782,0,1008369,2614326,0,0,4534657,13286456,13317017,12912202,5900458,12501188,10741505,12172664,12141732,9552077,11311787,10927278,10327542,10660816,8847448,4415846,4074539,4584575,3184194,3009958,3242645,3010024,3283973,3034182,3072145,2998762,3069318,3146530,3267248,3081446,3001294,3186698,3113347,3335533,3137030,2864863,2780238,3259150,2809560,2907433,3187804,3323785,3382278,3483875,3932933,3719608,4365486,3899962,4371989,4373806,4429152,4396900,4645129,5070016,5159517,4935963,5090388,4889441,5110144,5276536,4983337,5437817,5384445,5677425,4555544,3943980,4398460,4636026,6274822,7084041,7805862,8391725,7862448,10681184,11971464,11810,0,9709883,9419787,10486048,10723173,9224595,8977022,10133620,9295070,12365403,10654404,10023422,12316795,10067921,0,0,0,3
408,0,0,0,26154031,12061180,24735369,27732098,18925758,21262140,29571044,33299962,32054623,31551997,36468019,29511106,24888948,28937226,27483639,24653343,24636118,23378889,24206792,21469289,17173743,7023218,6651271,6793160,5436622,5423981,5269344,5498034,5366360,5221845,5172715,5805160,5857726,5572252,5954589,6042629,6040735,6273064,5946230,5936877,5867316,5625123,5946870,6110254,5835492,5725869,6019770,6138306,5821007,6452480,6359588,7305409,6630855,7425895,8398579,8270201,8464454,8314444,9168693,9309043,10682323,10428483,9993234,9804156,9618425,10826434,9281189,11007472,11277091,11900757,6824355,7616059,8615349,9134590,13310860,14440300,15083981,15860251,29597211,25227384,28273747,23340585,22557773,18887081,22263123,22653330,22995634,20432646,19281421,22230532,18422457,28641416,23785134,25226205,31039974,24558761,16718850,15296281,1497550,3
409,0,0,0,740626,0,866190,602073,843178,898339,606352,4066418,4031290,3909978,763629,3445036,4123770,2931571,2476442,2046679,3462835,3286499,3610591,3629701,3400391,2483034,2371966,2299429,1565184,1574114,1473920,1694279,1369861,1238658,1437409,1687876,1732838,1542388,2046611,2064318,2056980,2149552,1925570,2030760,1847727,1792185,1985079,1944375,1919075,1894098,1768847,1825121,1835797,1824077,1894381,1872394,2059531,1878882,1712750,1811019,1785600,1932223,1808089,1786811,1776202,1750687,1689647,1704879,1699170,2116091,1839357,2227011,2224349,2290492,2397513,2407758,2429105,2547571,2604505,2725728,2859814,2997730,1668238,2253645,2775877,937294,928826,3480078,3660660,3284684,3334898,3149426,3224684,3273604,3363583,3684214,3686136,3720672,3774734,4043783,0,0,0,3
410,0,0,0,105813,0,103012,64175,51091,95798,48806,5753605,6140938,4818396,71032,3429249,7297744,3094911,2341033,2118282,5715668,5676847,6380282,6063806,5392905,3805122,3829297,3730945,2568814,2576216,2688257,2742264,2797026,2744444,2702533,2521876,2392838,2735318,2503289,2539403,2598920,2551099,2507605,2545412,2459228,2816818,2681261,2583163,2784695,2835210,2723553,2835600,2924900,3102700,3295682,3289158,3429997,3365381,2807843,3044865,2954735,3370678,2988335,2906417,2978614,2942618,2885603,2886285,2844109,3091717,3059841,3190011,3270214,3420804,3723729,3881696,3785648,3791133,4245092,4604251,4918346,5280954,2075274,2183223,2565010,74105,117086,6080492,6347518,5816497,5972823,5710647,5659635,5934605,5812096,5937912,6243054,6679981,3989008,7210346,0,0,0,3
411,0,0,0,0,0,0,0,0,0,0,2158427,2052169,2036663,1244547,2029748,4211421,1940628,1885815,1660902,1629196,1549774,3364911,3139208,3429996,1452200,1378886,1291391,439100,454009,540039,459285,596542,673110,745351,800991,852003,813297,658136,600227,635340,630234,716358,633962,955235,563736,740293,915224,681009,691065,952282,977959,1039819,1128839,1024602,1324368,1135462,1454330,1597959,1544136,1584726,1615829,1788670,2060075,2093541,2119527,2150774,2135908,2118702,2223658,1931611,2387944,2403707,2497084,1436567,1425006,1372399,1467208,2713051,2890918,3005768,3138000,1523286,1791788,1919907,0,0,2961969,3945983,1542265,1774769,3078480,3289874,2889511,3070162,1867725,3358998,3747539,2011874,4241037,0,0,0,3
412,0,0,0,944134,0,940254,937683,0,0,986444,1892067,1877493,1863936,1174198,1767371,2100254,1631009,1504936,1337239,1631402,1691630,1784022,1773330,1710748,1372402,1357594,1223846,825571,796239,848262,806354,898431,897469,978812,699047,700763,969839,700068,696059,687758,703711,688059,705140,750960,845576,678146,767514,748875,773641,718500,766791,773224,824477,1134983,875119,1192586,936245,976123,980243,971702,1006637,1022713,1122099,1144622,1185104,1225189,1206994,1177207,1162740,1087459,1168209,1161146,1186171,1293021,1369435,1473555,1558351,1343659,1387567,1449253,1619224,1282966,1419680,1518786,12608,0,1689584,1997755,1715141,1746285,1659118,1638812,1734766,1689000,1738767,1765443,1893846,1813781,2107642,0,0,0,3
413,0,0,0,1619878,0,1111529,2256088,0,0,2834580,3603073,3308866,3657895,3347926,3967700,5983823,3902021,3893723,3631029,3063105,3741554,6009095,5862237,4080682,2808942,2798588,2531283,1702576,1652919,1722734,1739227,1814290,1900536,1928338,1473980,1439038,1951702,1642931,1721370,1733234,1702390,1632632,1677972,1592441,1739523,1801359,1632632,1850365,1774212,1559127,1663390,1715777,1846968,2200585,1933041,2351500,1970535,2006894,2034626,2039166,2105031,2160662,2237736,2592774,2508879,2331950,2426872,2281046,2648964,2221063,2718379,2758729,2981838,2743284,2895541,2957677,3100389,3386831,3640762,3663269,3748526,3498729,3700202,3890913,14893,0,5498372,5356550,3557744,3772339,3986889,4265973,3804512,4822899,3226431,6167682,6115341,3917388,5837134,0,0,0,3
414,0,0,0,471827,0,441454,407276,450411,442025,278727,1255454,1167165,1303792,758029,1370892,724942,1318591,1319620,1141173,995281,972923,679370,757353,2695202,2723305,2755443,2436704,1218046,1135676,1302361,1135319,1403289,1390623,1401376,818106,779820,1489188,875794,1023733,1056128,1112388,804157,876167,775872,1193557,1070054,830491,1054819,1155092,877622,996039,1056634,1092848,1875274,1182991,2157394,1262003,1434514,1388486,1404676,1410612,1604916,1656792,1558890,1611326,1686605,1645133,1694692,1596759,1650328,1726746,1784054,1808498,2564744,2907219,3100697,3236530,2140759,2560686,2836660,2767024,1031824,1237420,1326924,448388,464894,728754,3025792,949678,981968,755602,744051,849007,715018,1092191,741874,690309,1380991,2345631,0,0,0,3
415,0,0,0,1752973,0,1650565,1625573,1340979,1417894,1802655,7326534,7154228,6655738,3062382,4204820,6505406,4073655,3999464,3616761,5896004,5789289,5585021,5499476,5600731,4338567,4207017,3825544,2255069,2238221,2355815,2425944,2509690,2624856,2635223,2067696,2021948,2629151,2029705,2188561,2208395,2127575,2061003,2077593,2160255,2528656,2240673,2209965,2345921,2532509,2208420,2408730,2503544,2613660,3090655,2763049,3580947,2879901,3007143,3115416,3092778,3208075,3254554,3397866,3468448,3418163,3473248,3421367,3425105,3522025,3357447,3667040,3735623,3926221,4172431,4418404,4285081,4376360,4383709,4848160,5149907,5393577,3500805,3809178,4108518,1526439,1537989,5294496,6194207,5767270,5889625,5597669,5544791,5846796,5457403,6619373,5641761,5914376,4340478,6362500,0,0,0,3
416,0,0,0,0,0,0,0,0,0,0,3561272,3360993,3351621,0,2795281,6339287,2569001,850,0,2529889,2520756,5139244,5023713,3493032,3036305,3213748,2480223,1309973,1323999,1356061,1334981,1461722,1550629,1628680,1105189,1069182,1647855,1047171,1177647,1198685,1093132,1051603,1057545,1098852,1386377,1239813,1103463,1299543,1484173,1197778,1324128,1408370,1475347,1777083,1569221,2184456,1678842,1794835,1810002,1817715,1830834,1964845,2139472,2288459,2288450,2224175,2255036,2192406,2319779,2093836,2370085,2387707,2510212,2814750,3111178,3458418,3577528,2712940,2842282,2959815,3248383,0,0,1928296,0,0,4614683,5394699,2576414,2717405,3515027,3949454,2665530,4356164,2865667,5240702,5560286,2701366,6469327,0,0,0,3
417,0,0,0,14684743,0,13137291,17819244,4588151,4856112,19669589,16117844,15769787,15551968,15297095,14607938,13014560,14007308,12455855,11545787,14425061,13240528,12242856,11131278,9403430,3193955,1957321,3527852,2440679,2529126,2612483,2512892,2601080,2613272,2608194,2431251,2427647,2795742,2691515,2620048,2815774,2805250,2887678,2801230,2602631,2577867,2727669,2754537,2802942,2665794,2623823,2579977,2907083,2946513,3203121,3099694,3366797,3371235,4060510,3813752,3906134,3728288,4277160,5091383,5350016,5440056,5233857,5255839,5210145,5677978,4622516,5484316,5957675,6018197,3763352,2927108,3708468,3981855,7105764,7477557,8026073,8508826,10124019,12223714,14370462,4091603,4530659,11566310,10527597,12541750,12506721,11896900,11749824,12791725,10536068,14122215,12539877,11611749,14422204,12309341,0,0,0,3
418,0,0,0,0,0,0,0,0,0,0,1848514,1742812,1843506,2382901,1915946,862204,2049437,2476668,2322439,1514636,1266535,915989,861599,606664,635201,0,766410,500525,538893,578288,491751,631546,691374,673817,569310,537882,688791,562582,554298,580123,606339,611481,578824,573884,548255,567051,574639,615421,578899,593499,535405,738623,751791,758364,808954,794825,886012,1153793,990529,1035773,981905,1094270,918571,635940,699871,765662,719891,919415,707104,1083794,548187,359819,314149,783586,412177,650601,680560,427183,449956,472635,496642,1992320,2684685,2455223,0,0,917904,622721,1139143,1162974,1090761,1035569,1201207,780481,1392564,987302,799486,1747810,843784,0,0,0,3
419,0,0,0,1531700,0,0,2186300,0,0,2274500,8061458,7333811,7705495,2585000,7035408,5397744,6731877,5605748,5466894,6052217,5371054,5448099,6134238,4956306,2661602,2571671,2469153,1705651,1748103,1658242,1866063,1659246,1742330,1662770,2103102,2119958,1650355,2279122,2354696,2366289,2387559,2211038,2313868,2195254,2222906,2401555,2188484,2441496,2413384,2234258,2344373,2399035,2551912,2168402,2724507,2317187,2838041,2913552,2913239,2967098,3024063,3163621,3079040,3542345,3487947,3396117,3447020,3251360,3541544,3182926,3431122,3481387,3643806,2636511,2493945,2578405,2622553,4140790,4524629,4754025,4761033,4177838,6264549,6048891,0,0,6262344,5041684,5242497,5539823,5265716,5500023,5463339,6700286,5755761,5922812,5413099,7273284,5295486,0,0,0,4
420,0,0,0,30825,0,0,182615,0,0,217260,2041436,2082876,1817017,290530,1229423,13479752,1055416,830555,476930,1888739,3307302,12116783,11254729,9405357,13910931,13485469,13672288,8772483,8580920,9161093,8473592,9603618,9681552,9711876,6616885,6678628,9991427,7646661,8143939,8135806,7847812,7208716,7610842,7042757,8636921,8124832,7436701,8298654,8586178,6812453,7063004,7162545,7346129,11329341,7690490,12729748,7880467,7692541,8058859,7899873,8342141,8468327,8611542,7166062,7905813,8250190,8118593,8505108,7409381,8756079,7565949,7516704,7655582,13769858,13777542,14024464,14759672,7951812,8750982,8940670,8988864,345460,590014,1016907,0,0,9548909,12149079,4817307,5759607,6971043,8253253,5694943,8592752,1899204,12357755,12478360,1585280,13829565,0,0,0,4
