1927-28,1967,1943,1949,1952,1985,1911-12,1915-16,1908-09,1904-05,1938-39,1912-13,1975,1974,1946,1926-27,1999,1948,1906-07,1947,1930-31,1934-35,1956,1920-21,1941,1981,borough,1933-34,1988,1984,1936-37,1960,1937-38,1978,1989,2005,1905-06,1998,1970,1986,1954,1951,1964,1996,1919-20,1922-23,1955,station,1993,2000,1991,1980,1969,1958,2003,1907-08,1924-25,1945,1972,1965,1968,1957,1971,1987,1992,1976,1910-11,1997,1917-18,2006,1935-36,1923-24,1950,1962,1979,1916-17,1913-14,1963,2004,1929-30,1961,2002,1944,1982,1925-26,1932-33,1994,1940,1990,1966,1953,1942,2001,1918-19,1995,1973,1931-32,1921-22,1959,1928-29,1977,1909-10,1983,1914-15
3158467,4172050,2773654,3414451,3401856,3467107,0,0,0,0,3077120,0,3726970,3846555,3485912,2757845,4195295,3513502,0,3513958,4091992,3252490,3394165,1129675,2972493,4056279,1,3210376,3688996,3632449,3263310,3895166,3166271,4078077,3401615,4813944,0,4025379,3802782,3454274,3159879,3470220,4169332,2750554,854309,1386220,3021365,120,2954281,4677547,2610891,4028589,4242276,3638430,4498896,0,2189046,3115552,3825276,4041278,4136366,3564020,3775092,3507044,2537564,3743493,0,3204499,0,5056435,3326931,1820460,3357579,4098534,4222379,0,0,4028638,4616827,4017079,3879448,4715430,2859399,4008324,2293180,3348894,3187923,3065975,3077154,3893577,3402204,2792681,4681025,0,3109871,3886784,3704398,1297571,3771052,3577017,3915823,0,3889353,0
0,5897571,5425763,6510548,6830318,4074362,0,0,0,0,4657751,0,5374006,5585790,6640309,0,1342536,6667070,0,6768847,418482,5079532,6106095,0,4826482,5316172,1,5410553,2493830,4410634,5411162,5860384,4937855,4631102,2730673,1625919,0,1680011,7559440,3643347,6447412,6701810,5580750,1472122,0,0,6225042,121,1794006,1767030,2207584,4925971,8071607,5866181,1609132,0,0,6090566,6582217,5400062,7236657,5980103,7113826,3332208,1949274,5241717,0,1565990,0,1742253,5402688,0,6260900,5825501,4771685,0,0,5552482,1589170,0,5780770,1893930,5787880,5238996,0,5021200,1661556,4685839,2475741,5388542,6684103,5091843,2017217,0,1499282,6041502,4919168,0,5836211,0,4982150,0,4836906,0
7898129,484171,2265015,1654000,1330334,159409,0,8532592,0,0,2884304,0,174339,197622,2384948,8367407,123815,2048273,0,2298548,5246865,3840073,961562,6215058,2570482,160514,1,3907513,148818,130136,3419161,783888,3040224,163909,102627,589400,0,143875,295548,177570,1048450,1414158,617820,111129,6613089,7071432,982857,122,84719,250126,75902,153510,338232,877235,531554,0,8197035,2160431,250023,551193,397834,910344,283499,176419,70989,160501,0,113490,6707216,694100,3728197,7562965,1500232,692700,161311,9614416,6037630,648098,530882,6033311,729378,477528,2142118,165103,8113141,4120058,90019,2679518,88355,487939,1193556,2427588,374381,6038411,105900,219421,4628374,6778859,847469,4624701,151691,0,163421,7341072
1163309,945602,1820521,1791543,1549822,509676,0,0,0,0,1934626,0,679103,691496,2247648,1111904,1020845,2082257,0,2256258,2332242,2148023,1123889,0,1972052,578521,1,2215541,540626,534594,2088099,1019481,1990193,550766,544783,1366528,0,899948,924763,514161,1264672,1616837,1042111,760805,0,0,1178110,123,585471,1146823,551194,559750,928814,1002516,1310782,0,752159,1960154,829013,976923,929680,1046943,878702,537732,545039,592368,0,792628,0,1462293,2163311,685,1675708,1084965,566524,0,0,1064506,1414139,2398795,1024818,1360880,1816392,561351,966724,2188699,634060,1951125,539474,920838,1526042,1869305,1300193,0,686954,769966,2329423,0,1027777,2115219,558319,0,553521,0
3739392,3123912,3430660,4754956,4171385,2216643,0,0,0,0,4051120,0,2451612,2540621,3094594,3589568,3655540,3868143,0,3418107,5324697,4602356,3456124,0,3587365,2342020,1,4720972,2549099,2233555,4520978,3205362,4198289,2420767,2538401,4973154,0,3382685,2927373,2198470,3709311,4514464,3253473,3248195,0,0,3523535,124,2995319,4131324,2640055,2345584,2957326,3187336,4655067,0,2419050,3034760,2874290,3062676,3010335,3289923,2890984,2398858,2794390,2308482,0,3157607,0,4931530,4647831,1057,4643778,3563155,2467231,0,0,3310834,4992321,5459523,3202645,4843735,3196197,2234941,3225130,4713516,3243046,3724890,2586571,2932877,4293307,3517097,4574737,0,3312769,2762575,5016209,0,3212575,4924594,2264798,0,2284266,0
0,66498,0,0,0,2412564,0,0,0,0,0,0,2140799,2030540,0,0,8434265,0,0,0,0,0,0,0,0,2796816,1,0,756472,2789774,0,0,0,2223865,4624795,6196196,0,7565225,1668774,1389555,0,0,0,5612871,0,0,0,125,5755653,9051836,5075725,2547445,1516533,0,1799917,0,0,0,1831848,0,1077757,0,1810651,722533,5289389,2125811,0,6174421,0,7040274,0,0,0,0,2363212,0,0,0,5088831,0,0,2040606,0,2801026,0,0,5817270,0,5243225,0,0,0,6120697,0,4666600,1961690,0,0,0,0,2135376,0,2770623,0
0,3240134,4745975,4968455,4852199,2503488,0,0,0,0,3475048,0,2295189,2361187,5039914,0,3572658,5136533,0,5146042,0,0,4159307,0,4598137,2427777,1,0,2832373,2440651,2739469,3796158,3152601,2298876,2816415,3951122,0,3311632,2770182,2627492,4011262,4886825,3505268,2887510,0,0,3959703,126,2802809,3677771,2609260,2377538,3040109,4026622,4352635,0,0,4526850,2454360,3546796,3057706,4130634,2617271,2691206,2655665,2178700,0,2843678,0,4116490,1030838,0,4995739,3724246,2388818,0,0,3610523,4048710,0,3708378,4589652,4511701,2399381,0,0,2898705,4054322,2631953,3244333,4529446,4794581,4307356,0,3082513,2429089,0,0,3899293,0,2164080,0,2451123,0
0,2725876,4846826,4733042,4353020,1611981,0,0,0,0,4198508,0,1938839,2066815,4914845,0,3328903,4892266,0,4941855,0,0,3798824,0,4868560,1786426,1,0,1651499,1653415,3073994,3095638,3743334,1787308,1714209,4649539,0,2996630,2444291,1592536,3730109,4583140,3036287,2453966,0,0,3740717,127,2097375,3637622,1732861,1779455,2615718,3542767,4279275,0,0,4450930,2188423,2998089,2582424,3698080,2327665,1634866,1896457,1743027,0,2594653,0,5039736,1153460,0,4727890,3230876,1868513,0,0,3114349,4479066,0,3079967,4158457,4440541,1777548,0,0,2318329,4596986,1676856,2725148,4215959,4894226,3845891,0,2432569,2112398,0,0,3167996,0,1683472,0,1866965,0
0,6027718,7788071,8464991,8242029,4101597,0,0,0,0,0,0,4411832,4661619,9020249,0,5643989,8935550,0,8940521,0,0,8188880,0,6466496,4351915,1,0,3701919,4298733,0,7184708,0,4488923,4076313,6975107,0,5086805,5518190,3815211,7842883,8250195,6430238,4157933,0,0,8286840,128,3668487,5884822,3608437,4250620,6046495,7238004,6395319,0,0,7874344,5031037,6318794,5980148,7719051,5287339,3718762,3546848,4369076,0,4437578,0,7179443,0,0,8497424,6781837,4610892,0,0,6514017,6711715,0,7068979,6165975,7665065,4278899,0,0,3887324,210699,3700814,5921758,8145166,7274229,6028814,0,3994253,4804786,0,0,7199256,0,4372852,0,4337724,0
0,16630789,14063199,16236245,15789553,13517317,0,0,0,0,0,0,14796263,15263549,17574066,0,17268564,17023781,0,17222941,0,0,14911336,0,11167138,15928652,1,0,11254124,14186960,0,14749245,0,15687945,13209344,16340661,0,16219834,16249997,12456035,14674499,16022548,16541934,13706695,0,0,14514670,129,12784597,18409112,12091255,15622527,17649775,14421760,15016674,0,0,15981013,14996686,16584778,17532594,14525011,14878010,11573205,12202581,14667807,0,14364734,0,16801789,0,0,16217063,16014352,16475647,0,0,16137576,16203077,0,15369228,15901255,14668368,15532615,0,0,13692069,469753,12827371,15833245,15545967,12835552,17591014,0,13313426,15084155,0,0,14331232,0,14903257,0,14754039,0
0,4221553,8047044,7470365,7820983,3178777,0,0,0,0,4638914,0,2879147,3148873,8444960,0,4364428,7898612,0,8064631,0,3331695,6782148,0,6216692,3196823,1,2730498,3219287,3121257,3936736,5344116,4375907,3026434,3211179,5032628,0,4088512,3895627,3226956,7092045,7912951,4886750,3767437,0,0,6820570,130,3580048,4813958,3185157,3354756,4175529,5772064,4942512,0,0,7979035,3407792,4673635,4161592,6232128,3536534,3159680,3409739,2834836,0,3770108,0,5259927,3595802,0,7556377,5264405,3131624,0,0,4939827,5104588,0,5317359,5309669,8091337,3121587,0,1190801,3818668,5148520,3279398,4273713,7620672,7102873,5152150,0,3816167,3641855,0,0,5495722,0,2871354,0,3041724,0
0,1961346,3162865,3190799,3377235,1562521,0,0,0,0,1711320,0,1270251,1457088,3431271,0,2637526,3311004,0,3418230,0,1615155,2754451,0,2496711,1575938,1,1270705,1456740,1580258,1628497,2436677,1706364,1470006,1477015,2873559,0,2339186,1868102,1518686,2996841,3264838,2091878,1868601,0,0,2817274,131,1591557,2799021,1389509,1504939,2063359,2467940,2605514,0,0,3206529,1599470,2079031,2087329,2662440,1694997,1485013,1498700,1197541,0,2000810,0,3051044,1713638,0,3221089,2384790,1580842,0,0,2194851,2787051,0,2369242,2616514,3220719,1572530,0,656211,1676440,1935876,1464048,1939447,3360088,2768974,2756454,0,1760892,1485683,0,0,2491142,0,1337329,0,1588042,0
0,4431501,7262145,7740970,7168688,2988181,0,0,0,0,8721977,0,2889736,3060103,8377628,0,5052915,8114701,0,8391150,0,5175042,5781923,0,7146337,3339288,1,4083791,2922317,3063007,6888131,4738055,7899310,3232489,2759187,6118062,0,4667688,4032296,2869875,6037245,7380053,4777151,3882399,0,0,5802391,132,3385232,5412062,3040089,3245839,4456720,5232268,5244743,0,0,7434695,3357421,4763488,4457278,5549021,3686306,2856408,3163437,2733902,0,4039819,0,6455303,5888749,0,7572699,4874194,3364695,0,0,4871626,5869125,0,4533427,5248443,7155446,3168252,0,1918256,3671852,9961820,3006672,4389392,6839117,6977785,5461246,0,3755532,3184989,0,0,5231212,0,2980522,0,3137406,0
0,15859755,27391537,25549196,22476813,16066777,0,0,0,0,26492152,0,13015194,13583634,29975425,0,21338725,27620916,0,28767755,0,15855842,19371351,0,22221708,15489540,1,12671360,16454925,16038257,21785843,17544600,24670185,13961266,15119907,22484623,0,20237799,16617536,16131569,19727405,22893929,16841354,17731136,0,0,19235604,133,16286299,22503337,15419048,14898139,17959295,18147210,21707757,0,0,28872676,14290445,16097839,17098538,18901872,15734389,16104000,15500307,12650958,0,18529165,0,23729462,18141841,0,23980489,17662906,14601061,0,0,16862238,22130711,0,17375615,23727788,28301529,15167623,0,5167390,17239806,29642333,15556834,15075150,21436060,23929407,22637540,0,17482488,13784539,0,0,18078549,0,13057750,0,15651276,0
0,4570451,8896672,7711030,6531149,2358239,0,0,0,0,10105688,0,2474230,2630193,9638049,0,4775967,8506768,0,8922336,0,6269909,5921522,0,7851069,2584873,1,5078142,2313813,2400826,8286657,5545372,9321146,2466256,2164324,5135167,0,4246821,3512163,2238260,5831997,6721303,5174962,3416466,0,0,5834974,134,2852721,5148328,2579689,2537735,3911492,5605874,4705726,0,0,9239072,2910530,4933665,3993003,5971675,3251717,2189387,2736138,2293550,0,3554127,0,5378311,7193664,0,7189201,5706159,2570813,0,0,5290247,5063371,0,5461048,4844903,8780724,2498556,0,2508924,3157001,10695487,2551683,4448628,6285266,8087145,4862746,0,3339373,2702385,0,0,5520454,0,2232848,0,2434428,0
0,3297598,2623866,2566218,2593640,3178545,0,0,0,0,1828230,0,3310829,3373943,2961227,0,4169294,2778747,0,2921416,0,572514,2426171,0,2305709,3373587,1,369069,2582674,3343612,985373,2393982,1590618,3231862,2853449,3602310,0,3880573,3674038,2869746,2424991,2621681,3116369,3071470,0,0,2502245,135,2902540,4302476,2881037,3325586,3777354,2357177,3022105,0,0,2723344,3368110,3410668,3504762,2346973,3552789,2676243,2993984,3250275,0,3329650,0,3886404,688967,0,2609667,2711203,3380559,0,0,2931586,3503663,0,2437754,3270470,2745703,3365941,0,0,2933503,2100825,2981741,3120339,2602016,2430798,3816125,0,2845269,3360051,0,0,2352622,0,3237604,0,3286379,0
0,9192418,5445740,7257209,7636136,8399308,0,0,0,0,6134852,0,7236005,7701115,7284562,0,7476721,7510480,0,7445580,0,2222919,7230744,0,5681137,8239891,1,1379630,8362620,8633192,3687068,7967811,5333508,7939398,8343082,6789453,0,6485663,8981508,8442382,7228681,7516053,9287107,8348503,0,0,7326325,136,7366328,8972244,7466219,7943721,9713934,7453646,6479282,0,0,6340201,7390158,9135587,9638504,7079493,7933082,8371061,7311291,7190734,0,7547442,0,6989592,2811954,0,7261948,9306131,8324240,0,0,9210143,6519352,0,8650749,7041443,5708751,8321114,0,0,7816919,7040378,8044005,8618092,7437499,5474845,8278472,0,7833117,7619857,0,0,7679387,0,7533661,0,8336372,0
0,0,0,0,0,1075055,0,0,0,0,0,0,1624944,1656373,0,0,2425058,0,0,0,0,0,0,0,0,1590758,1,0,769053,1280345,0,0,0,1500483,1311778,4218995,0,2209971,1510334,877580,0,0,0,1748483,0,0,0,137,1598677,2360527,1421056,1555185,1504288,0,3734712,0,0,0,1587336,0,563531,0,1502944,773796,1474506,1553450,0,1966491,0,4249311,0,0,0,0,1601398,0,0,0,4075504,0,0,3326682,0,1497304,0,0,1780405,0,1418020,0,0,0,1861664,0,1429833,1625968,0,0,0,0,1450785,0,1378425,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653679,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76051,3695168,0,461268,0,0,0,0,0,1230943,0,0,0,138,1020916,1094631,787436,0,0,0,3506703,0,0,0,0,0,0,0,0,0,896276,0,0,1277586,0,3741511,0,0,0,0,0,0,0,0,3665329,0,0,2970038,0,0,0,0,1158183,0,622423,0,0,0,1239510,0,1125039,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134361,1629783,0,1212582,0,0,0,0,0,1202183,0,0,0,139,1204189,1371388,1044443,0,0,0,1596306,0,0,0,0,0,0,0,0,0,1087465,0,0,1216701,0,1927373,0,0,0,0,0,0,0,0,1648937,0,0,1588381,0,0,0,0,1276672,0,924438,0,0,0,1425557,0,1201827,0,0,0,0,0,0,0,0,0
0,1705385,3535671,2993062,2493026,985573,0,0,0,0,2730686,0,1191473,1255694,3721383,0,1925022,3404082,0,3658078,0,2053202,2033999,0,3635152,1201682,1,1799762,846300,1048997,2395292,1833258,2565285,1177230,851847,2264805,0,1688084,1651471,895468,2140528,2596427,1709705,1409121,0,0,2037770,140,1105411,2046939,903279,1152860,1793931,1912845,2140202,0,0,3494360,1357666,1708207,1793532,1953682,1504012,835262,973057,1123618,0,1449118,0,2377265,2217562,0,2801993,1895709,1195858,0,0,1746458,2229597,0,1798404,2182889,3381050,1140859,0,999910,1309440,3050766,950724,1615855,2432006,3574977,2165933,0,1365714,1290474,0,0,1851615,0,1104685,0,1120108,0
0,2182099,3578640,3313149,2953725,1357710,0,0,0,0,2690842,0,1603161,1667399,3976789,0,2269461,3761343,0,3928322,0,1842503,2512746,0,3503806,1567952,1,1704957,1307008,1437336,2349038,2381313,2510768,1587477,1325098,3264832,0,2182199,2041507,1327240,2589696,2990654,2313359,1862400,0,0,2487326,141,1474379,3136839,1291488,1549934,2280151,2384849,3121581,0,0,3750570,1778964,2283500,2231520,2402805,1895036,1297358,1367378,1467727,0,1929104,0,3516638,2185017,0,3161789,2518696,1665774,0,0,2387724,3200841,0,2375708,3173576,3615186,1496175,0,969056,1699591,3036548,1359881,2079781,2822805,3553536,3181389,0,1865504,1693145,0,0,2342050,0,1473573,0,1489544,0
0,2122180,4572894,4213435,3718519,1296462,0,0,0,0,3535475,0,1662281,1689418,4950031,0,2537278,4681938,0,4856356,0,2849378,3198283,0,4469993,1596769,1,2463521,1209426,1341113,3125846,2942270,3282380,1596010,1241647,2917436,0,2226072,1866825,1256035,3248971,3809958,2491165,1771916,0,0,3161856,142,1575500,2635442,1243349,1560164,2056112,2973870,2777808,0,0,4714513,1673730,2345369,2093137,3049057,1806765,1218042,1444653,1566832,0,1796054,0,3042897,3022544,0,4018724,2870179,1631245,0,0,2617523,2881330,0,2814175,2815252,4536719,1489597,0,1398236,1699584,3914224,1322296,2101079,3612042,4583922,2804933,0,1760440,1636402,0,0,2967072,0,1507338,0,1434232,0
0,1463100,3885465,3590501,3237404,1152191,0,0,0,0,3068078,0,1468422,1541897,4331750,0,1987730,4034289,0,4266879,0,2290144,2281555,0,3884717,1447584,1,1928484,1000157,1214557,2674537,1707253,2817948,1473673,984728,2193942,0,1803103,1573567,1068131,2670133,3321126,1553086,1474808,0,0,2413047,143,1201653,2107628,1042762,1400437,1652699,1754637,2162723,0,0,4013667,1502944,1491921,1540277,2069958,1556247,1020124,1116517,1411744,0,1536809,0,2317801,2463051,0,3449673,2029800,1467915,0,0,1767858,2176470,0,1822233,2265763,3830548,1352207,0,1220299,1331962,3445760,1061426,1364384,3087226,3873627,2216182,0,1424667,1505888,0,0,1727622,0,1399109,0,1299288,0
0,1018494,2218017,2323391,2182608,700066,0,0,0,0,1886079,0,801788,845903,2495195,0,1193058,2446522,0,2554520,0,1435051,1223126,0,2333138,748460,1,1288935,669564,711842,1654948,1375140,1714087,722289,621908,1399593,0,1071782,987165,698516,1799211,2181602,1221188,894268,0,0,1335062,144,730934,1312778,654817,717608,1033852,1298131,1377254,0,0,2272481,900932,1146493,1023132,1160402,966734,706183,683135,730075,0,908675,0,1485229,1598860,0,2235882,1351740,720402,0,0,1246991,1381689,0,1332902,1396846,2172097,716475,0,823414,806275,2051962,673132,1008429,2172010,2319362,1360123,0,865646,876076,0,0,1391367,0,715178,0,722717,0
0,1731020,3299135,3267018,2945965,623855,0,0,0,0,2697699,0,1021556,1166361,3846725,0,1512217,3548575,0,3780533,0,2183937,2456207,0,3310845,699200,1,1897190,644165,633277,2407385,2202207,2507298,720055,714512,1748294,0,1540169,1668749,592482,2518226,3052163,1972806,1172166,0,0,2416201,145,907079,1586764,775017,693955,1757279,2298822,1694386,0,0,3503160,1348660,1868830,1727602,2400645,1523422,604658,844465,881134,0,1167040,0,1847042,2309011,0,3131340,2218315,710055,0,0,2067147,1744293,0,2150639,1682946,3303890,653697,0,1142540,1044992,2989018,748379,1717521,2861161,3211741,1678898,0,1108846,1238675,0,0,2252999,0,771788,0,653671,0
0,1894292,4889276,4463721,3948457,475554,0,0,0,0,3341900,0,1023375,1236520,5737224,0,1213099,5072362,0,5533874,0,2358464,3107390,0,4434505,711840,1,2135924,405399,515375,2835649,2712698,3045059,696084,381913,1497769,0,1286814,1593608,409224,3256952,4088718,2338153,761856,0,0,3136856,146,517165,1269783,354988,713557,1796947,2810412,1411950,0,0,5306741,1296602,2218566,1820268,2973801,1484012,382173,434769,882467,0,804906,0,1618478,2590208,0,4238959,2696086,757208,0,0,2476678,1426822,0,2650188,1462264,4957948,661175,0,1384890,628458,3847922,331090,1931845,3745728,4470832,1384208,0,733197,1220493,0,0,2751572,0,738465,0,613445,0
0,6678368,12586892,11852535,10730340,3449764,0,0,0,0,8777133,0,4500604,4768228,14889922,0,5124357,13217954,0,14402624,0,6410949,9060361,0,10813039,4142072,1,5481499,3250053,3571538,7876794,8699190,8355271,3898438,3010205,6672225,0,5006576,5812239,3291030,9193636,10985239,7820090,3736737,0,0,8893903,147,3490090,5671806,2771632,3849013,6465594,8922535,6377256,0,0,13756440,5085372,7438979,6574009,9048213,5535539,3290387,3154808,4115270,0,3785629,0,7168304,7045339,0,11367752,8696902,3956446,0,0,8231828,6551212,0,8518533,6453174,12821947,3928184,0,2945777,3767677,9584909,2774589,6699546,10529413,11443134,6131145,0,3776891,4852284,0,0,8845719,0,3836792,0,3865484,0
0,1639672,5416320,4884220,4296368,455260,0,0,0,0,3394776,0,889365,965979,5907994,0,996199,5256183,0,5646620,0,2306502,3040510,0,4724003,681827,1,1968680,402170,492588,2918616,2493156,3080252,714697,366990,1154615,0,1058949,1332076,452556,3391756,4555818,2072974,555541,0,0,3148107,148,436733,1019762,373656,657604,1536135,2678460,1052309,0,0,5637299,1098311,1954577,1567406,2877136,1229896,429676,394617,808682,0,541177,0,1274966,2552566,0,4696187,2481771,687685,0,0,2223044,1100099,0,2421622,1151802,5570747,600554,0,1124752,493573,3973666,357301,1714281,4045775,4885011,1103285,0,536287,1012912,0,0,2581661,0,743351,0,553488,0
0,5544928,9969791,9852470,9156593,3869877,0,0,0,0,6669922,0,3944477,4162767,11747041,0,4860399,10759539,0,11527156,0,5100641,7707230,0,8650994,3800499,1,4469848,3631058,3892812,6093764,6935897,6376601,3508276,3339615,5492501,0,4668128,4850948,3771064,8081609,9359249,6159514,3766429,0,0,7786970,149,3336052,5102824,3057007,3562460,5332907,7324258,5284515,0,0,10797744,4410465,5995539,5441971,7515523,4659191,3751826,3119381,3670295,0,3782570,0,5877424,5540255,0,9593381,6920150,3582963,0,0,6392194,5425628,0,6757870,5442821,10310134,3807738,0,2656097,3618448,7385129,3133512,5527939,8933011,9105215,5288463,0,3775067,4291618,0,0,7176132,0,3497515,0,3995255,0
