dataset,ordering,metric,parameter,value
aaup,TSNE,outliers,0.5,0.0
aaup,TSNE,outliers,0.4,0.0
aaup,TSNE,outliers,0.3,0.0
aaup,TSNE,outliers,0.2,6.62558802094e-05
aaup,TSNE,outliers,0.1,0.00185516464586
aaup,TSNE,outliers,0.075,0.0035115616511
aaup,TSNE,outliers,0.05,0.00814947326575
aaup,TSNE,outliers,0.025,0.0298814019744
aaup,TSNE,outliers,0.01,0.119393096137
aaup,TSNE,outliers,0.005,0.314317895713
aaup,TSNE,outliers,0.001,0.86715696018
aaup,random,outliers,0.5,0.0
aaup,random,outliers,0.4,0.0
aaup,random,outliers,0.3,0.0
aaup,random,outliers,0.2,6.62558802094e-05
aaup,random,outliers,0.1,0.00165639700523
aaup,random,outliers,0.075,0.0035115616511
aaup,random,outliers,0.05,0.00854700854701
aaup,random,outliers,0.025,0.0318690783807
aaup,random,outliers,0.01,0.136354601471
aaup,random,outliers,0.005,0.353342609157
aaup,random,outliers,0.001,0.894851918108
aaup,TSPmeans,outliers,0.5,0.0
aaup,TSPmeans,outliers,0.4,0.0
aaup,TSPmeans,outliers,0.3,0.0
aaup,TSPmeans,outliers,0.2,0.000132511760419
aaup,TSPmeans,outliers,0.1,0.00178890876565
aaup,TSPmeans,outliers,0.075,0.00337904989068
aaup,TSPmeans,outliers,0.05,0.00755317034387
aaup,TSPmeans,outliers,0.025,0.0274299344067
aaup,TSPmeans,outliers,0.01,0.100642682038
aaup,TSPmeans,outliers,0.005,0.26575233552
aaup,TSPmeans,outliers,0.001,0.834559067117
aaup,EM,outliers,0.5,0.0
aaup,EM,outliers,0.4,0.0
aaup,EM,outliers,0.3,0.0
aaup,EM,outliers,0.2,0.000132511760419
aaup,EM,outliers,0.1,0.00165639700523
aaup,EM,outliers,0.075,0.00304777048963
aaup,EM,outliers,0.05,0.00768568210429
aaup,EM,outliers,0.025,0.0273636785265
aaup,EM,outliers,0.01,0.100708937918
aaup,EM,outliers,0.005,0.27204664414
aaup,EM,outliers,0.001,0.834824090638
aaup,EMmanhattan,outliers,0.5,0.0
aaup,EMmanhattan,outliers,0.4,0.0
aaup,EMmanhattan,outliers,0.3,0.0
aaup,EMmanhattan,outliers,0.2,0.000132511760419
aaup,EMmanhattan,outliers,0.1,0.00178890876565
aaup,EMmanhattan,outliers,0.075,0.00291525872921
aaup,EMmanhattan,outliers,0.05,0.00781819386471
aaup,EMmanhattan,outliers,0.025,0.0267673756046
aaup,EMmanhattan,outliers,0.01,0.105346849533
aaup,EMmanhattan,outliers,0.005,0.277744649838
aaup,EMmanhattan,outliers,0.001,0.83860067581
aaup,HColo,outliers,0.5,0.0
aaup,HColo,outliers,0.4,0.0
aaup,HColo,outliers,0.3,0.0
aaup,HColo,outliers,0.2,0.000132511760419
aaup,HColo,outliers,0.1,0.00152388524482
aaup,HColo,outliers,0.075,0.00311402636984
aaup,HColo,outliers,0.05,0.0077519379845
aaup,HColo,outliers,0.025,0.0271649108858
aaup,HColo,outliers,0.01,0.0991187967932
aaup,HColo,outliers,0.005,0.267408732525
aaup,HColo,outliers,0.001,0.833697740674
aaup,LK,outliers,0.5,0.0
aaup,LK,outliers,0.4,0.0
aaup,LK,outliers,0.3,0.0
aaup,LK,outliers,0.2,0.000132511760419
aaup,LK,outliers,0.1,0.00152388524482
aaup,LK,outliers,0.075,0.00311402636984
aaup,LK,outliers,0.05,0.0077519379845
aaup,LK,outliers,0.025,0.0271649108858
aaup,LK,outliers,0.01,0.0991187967932
aaup,LK,outliers,0.005,0.267408732525
aaup,LK,outliers,0.001,0.833697740674
aaup,MDS,outliers,0.5,0.0
aaup,MDS,outliers,0.4,0.0
aaup,MDS,outliers,0.3,0.0
aaup,MDS,outliers,0.2,0.0
aaup,MDS,outliers,0.1,0.00145762936461
aaup,MDS,outliers,0.075,0.00337904989068
aaup,MDS,outliers,0.05,0.0084807526668
aaup,MDS,outliers,0.025,0.0309414960578
aaup,MDS,outliers,0.01,0.119525607898
aaup,MDS,outliers,0.005,0.312065195786
aaup,MDS,outliers,0.001,0.862916583847
