dataset,ordering,metric,parameter,value
bike,TSNE,outliers,0.5,0.0
bike,TSNE,outliers,0.4,0.0
bike,TSNE,outliers,0.3,3.83604733682e-06
bike,TSNE,outliers,0.2,3.83604733682e-06
bike,TSNE,outliers,0.1,1.53441893473e-05
bike,TSNE,outliers,0.075,4.21965207051e-05
bike,TSNE,outliers,0.05,9.97372307574e-05
bike,TSNE,outliers,0.025,0.000552390816503
bike,TSNE,outliers,0.01,0.00341408212977
bike,TSNE,outliers,0.005,0.00964765905211
bike,TSNE,outliers,0.001,0.0577823810346
bike,random,outliers,0.5,0.0
bike,random,outliers,0.4,0.0
bike,random,outliers,0.3,0.0
bike,random,outliers,0.2,0.0
bike,random,outliers,0.1,7.67209467365e-06
bike,random,outliers,0.075,2.30162840209e-05
bike,random,outliers,0.05,4.21965207051e-05
bike,random,outliers,0.025,0.000375932639009
bike,random,outliers,0.01,0.00205612137254
bike,random,outliers,0.005,0.00390509618889
bike,random,outliers,0.001,0.0365652032146
bike,TSPmeans,outliers,0.5,0.0
bike,TSPmeans,outliers,0.4,0.0
bike,TSPmeans,outliers,0.3,3.83604733682e-06
bike,TSPmeans,outliers,0.2,3.83604733682e-06
bike,TSPmeans,outliers,0.1,1.15081420105e-05
bike,TSPmeans,outliers,0.075,2.30162840209e-05
bike,TSPmeans,outliers,0.05,6.5212804726e-05
bike,TSPmeans,outliers,0.025,0.000544718721829
bike,TSPmeans,outliers,0.01,0.00346778679249
bike,TSPmeans,outliers,0.005,0.0101156568272
bike,TSPmeans,outliers,0.001,0.0775994015766
bike,EM,outliers,0.5,0.0
bike,EM,outliers,0.4,0.0
bike,EM,outliers,0.3,3.83604733682e-06
bike,EM,outliers,0.2,3.83604733682e-06
bike,EM,outliers,0.1,1.15081420105e-05
bike,EM,outliers,0.075,2.30162840209e-05
bike,EM,outliers,0.05,6.13767573892e-05
bike,EM,outliers,0.025,0.000510194295798
bike,EM,outliers,0.01,0.00339490189309
bike,EM,outliers,0.005,0.00988165793966
bike,EM,outliers,0.001,0.0770086502867
bike,EMmanhattan,outliers,0.5,0.0
bike,EMmanhattan,outliers,0.4,0.0
bike,EMmanhattan,outliers,0.3,3.83604733682e-06
bike,EMmanhattan,outliers,0.2,3.83604733682e-06
bike,EMmanhattan,outliers,0.1,1.15081420105e-05
bike,EMmanhattan,outliers,0.075,2.30162840209e-05
bike,EMmanhattan,outliers,0.05,6.13767573892e-05
bike,EMmanhattan,outliers,0.025,0.000510194295798
bike,EMmanhattan,outliers,0.01,0.00339490189309
bike,EMmanhattan,outliers,0.005,0.00988165793966
bike,EMmanhattan,outliers,0.001,0.0770086502867
