dataset,ordering,metric,parameter,value
parkinson,TSNE,outliers,0.5,0.0
parkinson,TSNE,outliers,0.4,0.0004662004662
parkinson,TSNE,outliers,0.3,0.0011655011655
parkinson,TSNE,outliers,0.2,0.0034965034965
parkinson,TSNE,outliers,0.1,0.020979020979
parkinson,TSNE,outliers,0.075,0.0405594405594
parkinson,TSNE,outliers,0.05,0.0724941724942
parkinson,TSNE,outliers,0.025,0.216783216783
parkinson,TSNE,outliers,0.01,0.560372960373
parkinson,TSNE,outliers,0.005,0.775291375291
parkinson,TSNE,outliers,0.001,0.956643356643
parkinson,random,outliers,0.5,0.0
parkinson,random,outliers,0.4,0.0002331002331
parkinson,random,outliers,0.3,0.0016317016317
parkinson,random,outliers,0.2,0.0048951048951
parkinson,random,outliers,0.1,0.0216783216783
parkinson,random,outliers,0.075,0.0398601398601
parkinson,random,outliers,0.05,0.0715617715618
parkinson,random,outliers,0.025,0.242657342657
parkinson,random,outliers,0.01,0.585081585082
parkinson,random,outliers,0.005,0.788578088578
parkinson,random,outliers,0.001,0.959906759907
parkinson,TSPmeans,outliers,0.5,0.0004662004662
parkinson,TSPmeans,outliers,0.4,0.0004662004662
parkinson,TSPmeans,outliers,0.3,0.000932400932401
parkinson,TSPmeans,outliers,0.2,0.0025641025641
parkinson,TSPmeans,outliers,0.1,0.0184149184149
parkinson,TSPmeans,outliers,0.075,0.0337995337995
parkinson,TSPmeans,outliers,0.05,0.0685314685315
parkinson,TSPmeans,outliers,0.025,0.227272727273
parkinson,TSPmeans,outliers,0.01,0.531002331002
parkinson,TSPmeans,outliers,0.005,0.717016317016
parkinson,TSPmeans,outliers,0.001,0.95641025641
parkinson,EM,outliers,0.5,0.0004662004662
parkinson,EM,outliers,0.4,0.0004662004662
parkinson,EM,outliers,0.3,0.000932400932401
parkinson,EM,outliers,0.2,0.0027972027972
parkinson,EM,outliers,0.1,0.0177156177156
parkinson,EM,outliers,0.075,0.0347319347319
parkinson,EM,outliers,0.05,0.0689976689977
parkinson,EM,outliers,0.025,0.231468531469
parkinson,EM,outliers,0.01,0.527738927739
parkinson,EM,outliers,0.005,0.720745920746
parkinson,EM,outliers,0.001,0.957808857809
parkinson,EMmanhattan,outliers,0.5,0.0004662004662
parkinson,EMmanhattan,outliers,0.4,0.0004662004662
parkinson,EMmanhattan,outliers,0.3,0.000932400932401
parkinson,EMmanhattan,outliers,0.2,0.0030303030303
parkinson,EMmanhattan,outliers,0.1,0.0188811188811
parkinson,EMmanhattan,outliers,0.075,0.0347319347319
parkinson,EMmanhattan,outliers,0.05,0.069696969697
parkinson,EMmanhattan,outliers,0.025,0.224242424242
parkinson,EMmanhattan,outliers,0.01,0.514918414918
parkinson,EMmanhattan,outliers,0.005,0.711888111888
parkinson,EMmanhattan,outliers,0.001,0.958741258741
parkinson,HColo,outliers,0.5,0.0004662004662
parkinson,HColo,outliers,0.4,0.0004662004662
parkinson,HColo,outliers,0.3,0.000932400932401
parkinson,HColo,outliers,0.2,0.0025641025641
parkinson,HColo,outliers,0.1,0.0184149184149
parkinson,HColo,outliers,0.075,0.0337995337995
parkinson,HColo,outliers,0.05,0.0685314685315
parkinson,HColo,outliers,0.025,0.227272727273
parkinson,HColo,outliers,0.01,0.531002331002
parkinson,HColo,outliers,0.005,0.717016317016
parkinson,HColo,outliers,0.001,0.95641025641
parkinson,LK,outliers,0.5,0.0004662004662
parkinson,LK,outliers,0.4,0.0004662004662
parkinson,LK,outliers,0.3,0.000932400932401
parkinson,LK,outliers,0.2,0.0025641025641
parkinson,LK,outliers,0.1,0.0184149184149
parkinson,LK,outliers,0.075,0.0337995337995
parkinson,LK,outliers,0.05,0.0685314685315
parkinson,LK,outliers,0.025,0.227272727273
parkinson,LK,outliers,0.01,0.531002331002
parkinson,LK,outliers,0.005,0.717016317016
parkinson,LK,outliers,0.001,0.95641025641
parkinson,MDS,outliers,0.5,0.0004662004662
parkinson,MDS,outliers,0.4,0.0004662004662
parkinson,MDS,outliers,0.3,0.000699300699301
parkinson,MDS,outliers,0.2,0.0032634032634
parkinson,MDS,outliers,0.1,0.0179487179487
parkinson,MDS,outliers,0.075,0.0317016317016
parkinson,MDS,outliers,0.05,0.067365967366
parkinson,MDS,outliers,0.025,0.236130536131
parkinson,MDS,outliers,0.01,0.527272727273
parkinson,MDS,outliers,0.005,0.726107226107
parkinson,MDS,outliers,0.001,0.95641025641
